PaymentID,CustomerID,BillerName,Amount,Date,Status
220,152,OnlineTV,473.21,2025-02-18,Failed
221,152,Netflix,43.3,2023-12-21,Failed
222,153,Spotify,326.91,2024-07-30,Paid
223,153,UzGas,34.75,2024-10-02,Pending
224,153,WaterSupply,284.77,2024-12-05,Paid
225,154,Ucell,61.14,2025-04-21,Failed
226,154,WaterSupply,17.4,2024-03-02,Failed
227,155,UzGas,380.95,2025-03-09,Paid
228,155,OnlineTV,132.47,2023-11-26,Failed
229,156,WaterSupply,346.67,2024-02-01,Paid
230,156,Beeline,389.39,2024-06-02,Pending
231,157,Spotify,239.32,2023-08-31,Paid
232,157,OnlineTV,256.99,2024-12-22,Paid
233,160,Ucell,383.83,2024-01-09,Failed
234,160,UzGas,338.15,2023-06-25,Failed
235,161,Internet,405.09,2024-02-21,Pending
236,162,UzGas,104.03,2023-07-11,Pending
237,164,Spotify,310.65,2024-07-14,Failed
238,164,Beeline,161.64,2023-12-06,Failed
239,167,Ucell,81.09,2025-03-26,Failed
240,168,Internet,216.69,2024-10-21,Failed
241,169,Spotify,175.99,2024-05-18,Failed
242,170,OnlineTV,82.48,2024-07-12,Failed
243,172,Spotify,338.31,2025-01-29,Failed
244,173,Beeline,409.32,2024-11-16,Paid
245,173,Beeline,118.31,2023-07-11,Pending
246,173,Ucell,157.58,2025-06-10,Pending
247,174,Netflix,125.94,2024-07-18,Failed
248,174,Netflix,120.2,2024-11-02,Pending
249,175,Beeline,383.9,2024-06-08,Paid
250,176,Netflix,224.87,2023-07-24,Paid
251,178,Spotify,458.75,2025-01-25,Paid
252,179,WaterSupply,109.82,2023-08-07,Failed
253,179,UzElectric,255.87,2025-03-26,Failed
254,179,WaterSupply,119.54,2025-04-20,Paid
255,181,Internet,407.32,2024-11-23,Pending
256,182,OnlineTV,472.64,2025-03-31,Paid
257,182,UzGas,86.21,2024-01-21,Paid
258,182,UzGas,196.8,2023-07-31,Failed
259,184,UzElectric,48.64,2024-06-07,Paid
260,184,WaterSupply,434.96,2023-08-01,Pending
261,184,UzElectric,497.55,2024-11-18,Failed
262,185,WaterSupply,400.27,2024-02-18,Failed
263,185,Spotify,61.25,2023-09-08,Paid
264,186,OnlineTV,304.67,2024-11-20,Pending
265,187,UzElectric,385.13,2023-12-25,Failed
266,187,Netflix,214.3,2024-11-29,Pending
267,187,Netflix,366.94,2023-08-13,Pending
268,188,Beeline,9.65,2024-06-04,Paid
269,189,Netflix,425.47,2024-11-04,Failed
270,190,Beeline,442.75,2023-11-28,Paid
271,191,Beeline,474.05,2024-03-17,Paid
272,192,OnlineTV,132.9,2023-08-14,Paid
273,192,Internet,150.14,2024-06-24,Failed
274,192,OnlineTV,92.9,2025-05-20,Failed
275,193,Ucell,186.53,2024-11-21,Failed
276,193,Ucell,20.76,2023-10-02,Failed
277,194,OnlineTV,263.1,2023-09-25,Pending
278,194,Ucell,351.49,2024-12-02,Failed
279,194,UzElectric,114.13,2025-04-08,Failed
280,195,Spotify,60.02,2023-07-20,Failed
281,196,Ucell,145.38,2024-06-25,Failed
282,196,Spotify,40.92,2024-04-11,Paid
283,196,UzGas,344.71,2024-12-12,Pending
284,197,Internet,161.29,2024-03-25,Pending
285,197,OnlineTV,268.91,2024-04-07,Paid
286,198,UzElectric,365.6,2024-11-10,Pending
287,198,Internet,308.58,2025-05-04,Paid
288,199,OnlineTV,271.77,2023-10-21,Pending
289,199,UzElectric,315.89,2024-04-04,Paid
290,200,UzGas,187.86,2024-05-27,Pending
291,200,UzGas,84.52,2025-02-02,Pending
292,204,UzGas,271.17,2025-03-16,Failed
293,205,Spotify,185.14,2024-09-21,Pending
294,205,Spotify,305.18,2024-03-24,Paid
295,206,Spotify,281.64,2025-01-02,Pending
296,209,WaterSupply,462.55,2024-02-01,Pending
297,209,OnlineTV,393.65,2024-01-09,Pending
298,211,UzElectric,15.01,2023-08-02,Failed
299,212,OnlineTV,147.45,2024-09-02,Paid
300,213,Internet,90.78,2024-10-23,Pending
301,213,Beeline,294.36,2023-07-13,Paid
302,214,Internet,211.91,2024-06-19,Pending
303,215,UzGas,459.93,2025-02-04,Failed
304,215,UzElectric,311.93,2025-04-20,Failed
305,215,OnlineTV,370.8,2023-11-22,Paid
306,216,UzElectric,263.51,2024-04-30,Paid
307,216,WaterSupply,16.5,2025-03-20,Failed
308,216,Ucell,125.25,2024-01-10,Failed
309,217,Netflix,164.87,2023-09-18,Pending
310,217,Ucell,421.53,2024-07-05,Paid
311,218,Spotify,52.76,2025-05-11,Pending
312,218,Internet,395.85,2025-04-12,Pending
313,219,Ucell,25.75,2025-01-03,Pending
314,221,UzElectric,286.76,2024-03-30,Pending
315,222,Netflix,422.85,2024-02-19,Pending
316,222,Ucell,105.08,2024-05-01,Failed
317,222,Beeline,466.14,2024-09-04,Pending
318,223,Netflix,129.04,2024-01-17,Paid
319,223,WaterSupply,232.79,2024-10-01,Pending
320,223,Ucell,236.47,2025-03-11,Pending
321,225,Beeline,176.56,2024-12-21,Paid
322,225,WaterSupply,21.64,2024-09-21,Failed
323,225,Beeline,148.64,2024-09-16,Paid
324,226,UzElectric,140.81,2025-03-08,Paid
325,226,UzElectric,167.36,2023-09-19,Paid
326,226,Netflix,371.14,2023-10-27,Failed
327,227,UzElectric,305.68,2024-11-16,Pending
328,228,UzGas,408.56,2025-05-06,Paid
329,229,Internet,403.05,2024-01-11,Pending
330,230,OnlineTV,472.71,2025-02-17,Paid
331,230,WaterSupply,157.92,2024-04-19,Pending
332,230,UzElectric,295.2,2023-10-14,Pending
333,231,Internet,49.31,2024-02-29,Paid
334,231,Beeline,75.08,2024-04-18,Failed
335,231,Netflix,487.37,2024-06-01,Pending
336,232,Spotify,382.75,2023-07-06,Paid
337,232,OnlineTV,190.83,2024-03-21,Paid
338,233,Netflix,473.12,2024-09-06,Failed
339,233,Netflix,228.52,2024-02-08,Failed
340,234,Beeline,22.49,2025-04-05,Failed
341,234,Spotify,477.89,2025-03-16,Pending
342,234,Beeline,89.09,2024-08-06,Failed
343,235,UzElectric,347.98,2023-12-13,Failed
344,236,Spotify,194.96,2023-11-04,Paid
345,236,Ucell,211.4,2024-03-04,Failed
346,237,WaterSupply,341.16,2024-06-14,Pending
347,237,WaterSupply,281.07,2024-07-01,Failed
348,244,Netflix,151.37,2025-02-23,Failed
349,245,WaterSupply,190.18,2025-02-01,Failed
350,248,UzGas,401.27,2023-07-24,Pending
351,248,Beeline,41.45,2023-07-07,Failed
352,249,Internet,151.78,2023-11-29,Failed
353,249,Internet,48.97,2023-08-02,Paid
354,249,OnlineTV,396.92,2024-05-30,Paid
355,251,UzElectric,85.62,2025-06-01,Failed
356,251,UzElectric,409.11,2023-08-31,Paid
357,251,Internet,206.92,2024-11-26,Failed
358,254,UzElectric,441.38,2023-07-05,Failed
359,254,Netflix,14.35,2025-03-28,Pending
360,255,WaterSupply,52.8,2025-02-17,Pending
361,255,Ucell,39.38,2025-06-13,Paid
362,255,OnlineTV,424.93,2025-02-04,Paid
363,257,Spotify,341.37,2023-07-25,Failed
364,257,OnlineTV,100.54,2024-11-15,Pending
365,257,Internet,328.59,2024-04-20,Paid
366,258,Beeline,393.97,2024-03-04,Pending
367,258,Netflix,204.4,2024-11-12,Pending
368,258,Netflix,298.66,2024-01-17,Failed
369,259,Beeline,94.59,2024-08-05,Pending
370,260,Netflix,456.15,2023-09-17,Paid
371,261,Spotify,352.39,2024-09-04,Paid
372,262,Netflix,354.27,2024-03-18,Failed
373,263,UzElectric,453.27,2024-08-24,Paid
374,263,UzGas,318.94,2023-09-03,Pending
375,263,Internet,10.66,2024-01-26,Failed
376,265,Spotify,303.74,2023-08-11,Pending
377,265,UzGas,186.38,2024-05-27,Pending
378,265,Internet,6.84,2024-01-21,Pending
379,268,Spotify,12.16,2024-10-18,Failed
380,268,OnlineTV,442.19,2024-06-29,Paid
381,268,Netflix,96.64,2025-06-21,Pending
382,269,Spotify,278.95,2024-01-01,Failed
383,269,UzElectric,90.72,2025-02-15,Pending
384,269,Netflix,335.13,2024-11-11,Pending
385,272,Beeline,304.36,2025-01-01,Paid
386,272,Internet,309.93,2025-05-13,Paid
387,272,Ucell,490.38,2023-11-27,Paid
388,273,UzElectric,463.66,2025-05-01,Failed
389,274,Internet,384.7,2024-03-06,Pending
390,274,Internet,175.19,2025-02-22,Failed
391,275,OnlineTV,42.98,2024-05-16,Pending
392,276,Beeline,87.0,2024-05-20,Failed
393,276,UzGas,34.51,2023-12-27,Paid
394,277,Ucell,47.17,2023-10-31,Failed
395,277,UzElectric,36.6,2023-09-06,Failed
396,280,Internet,161.35,2023-09-20,Pending
397,280,Spotify,438.74,2024-12-11,Failed
398,280,Netflix,257.79,2023-12-22,Paid
399,281,Internet,232.93,2024-01-25,Pending
400,283,UzElectric,446.2,2025-03-28,Pending
401,286,WaterSupply,381.8,2025-02-05,Pending
402,287,Internet,205.96,2025-02-17,Pending
403,287,Internet,103.89,2024-09-03,Paid
404,288,WaterSupply,434.12,2023-09-20,Pending
405,288,OnlineTV,91.91,2024-12-27,Paid
406,288,WaterSupply,219.95,2023-08-13,Failed
407,290,Spotify,456.17,2024-02-21,Pending
408,290,UzGas,5.72,2023-11-26,Paid
409,291,WaterSupply,445.39,2023-06-27,Paid
410,291,Internet,183.94,2024-08-02,Pending
411,291,UzGas,155.16,2023-07-30,Failed
412,292,UzGas,61.44,2024-11-30,Failed
413,292,Ucell,205.5,2024-06-19,Failed
414,292,Spotify,465.99,2024-01-18,Failed
415,294,Internet,33.21,2025-06-05,Pending
416,294,Beeline,200.36,2024-10-26,Paid
417,295,OnlineTV,220.19,2025-06-14,Pending
418,296,WaterSupply,342.37,2025-05-05,Paid
419,297,UzGas,264.12,2025-02-20,Pending
420,297,Ucell,422.88,2023-07-21,Paid
421,299,Beeline,398.69,2023-09-04,Failed
422,299,Netflix,209.96,2024-12-19,Pending
423,299,Spotify,432.63,2023-10-25,Paid
424,300,UzElectric,342.54,2025-01-04,Failed
425,301,Netflix,390.31,2024-08-31,Pending
426,302,Internet,34.98,2024-06-27,Pending
427,302,Netflix,182.88,2024-08-16,Failed
428,302,UzGas,66.77,2023-11-14,Failed
429,305,UzElectric,239.27,2024-12-03,Failed
430,305,UzElectric,40.78,2024-06-15,Pending
431,305,WaterSupply,263.67,2024-06-11,Failed
432,309,Beeline,138.47,2025-06-21,Failed
433,310,Internet,408.92,2023-11-16,Paid
434,310,UzGas,257.13,2025-01-25,Pending
435,311,WaterSupply,230.08,2023-07-19,Paid
436,311,Netflix,325.94,2024-01-28,Paid
437,311,UzElectric,343.7,2023-11-05,Paid
438,312,UzGas,455.93,2023-12-08,Paid
439,313,Netflix,200.19,2024-05-10,Pending
440,314,Netflix,212.08,2025-03-19,Failed
441,314,Internet,130.87,2025-03-18,Paid
442,315,WaterSupply,109.46,2025-01-24,Pending
443,315,Ucell,251.83,2024-06-04,Pending
444,315,Spotify,476.38,2024-08-11,Pending
445,316,Beeline,436.54,2024-10-07,Paid
446,316,UzGas,417.99,2024-01-11,Failed
447,316,Netflix,316.05,2024-06-20,Paid
448,317,Beeline,448.78,2024-12-08,Failed
449,317,UzElectric,461.23,2024-07-31,Paid
450,318,Beeline,56.04,2024-07-04,Pending
451,318,WaterSupply,86.85,2025-02-01,Paid
452,320,WaterSupply,177.6,2024-11-02,Failed
453,321,Internet,376.82,2024-11-15,Paid
454,321,UzGas,268.01,2025-06-05,Paid
455,321,WaterSupply,423.58,2024-10-30,Pending
456,322,Internet,482.72,2024-10-08,Paid
457,322,UzGas,457.29,2023-11-17,Paid
458,325,OnlineTV,90.23,2024-05-18,Paid
459,326,Netflix,262.89,2025-06-13,Failed
460,329,Beeline,123.37,2025-01-24,Failed
461,329,OnlineTV,129.29,2023-12-13,Pending
462,329,Netflix,385.29,2024-06-06,Paid
463,330,Beeline,364.62,2024-03-16,Failed
464,330,Netflix,201.01,2023-10-27,Paid
465,330,Spotify,33.52,2023-10-21,Paid
466,331,WaterSupply,223.01,2025-01-29,Pending
467,333,WaterSupply,324.56,2024-06-07,Failed
468,334,OnlineTV,139.3,2025-02-10,Failed
469,334,Internet,252.63,2024-12-23,Pending
470,334,UzGas,114.53,2025-05-27,Failed
471,336,UzGas,86.32,2024-10-04,Paid
472,336,Internet,25.28,2024-09-09,Failed
473,336,Spotify,314.77,2025-03-04,Paid
474,339,Internet,321.07,2024-10-28,Failed
475,340,Ucell,123.47,2024-03-27,Paid
476,340,Spotify,192.16,2024-09-04,Pending
477,340,OnlineTV,44.14,2024-09-30,Paid
478,342,Spotify,401.3,2024-02-18,Pending
479,342,UzGas,138.06,2024-02-26,Pending
480,343,Spotify,63.98,2025-01-03,Paid
481,344,OnlineTV,130.25,2025-02-03,Paid
482,344,Netflix,301.94,2024-08-07,Paid
483,344,Netflix,471.0,2023-07-27,Pending
484,345,WaterSupply,21.28,2024-06-17,Failed
485,345,OnlineTV,323.44,2023-09-30,Paid
486,346,UzElectric,406.31,2024-01-08,Failed
487,347,OnlineTV,218.71,2024-03-22,Paid
488,347,UzElectric,26.95,2024-11-23,Paid
489,347,OnlineTV,464.61,2024-08-03,Failed
490,348,Spotify,53.5,2024-06-23,Paid
491,348,UzGas,169.48,2025-05-28,Failed
492,348,Internet,177.31,2024-05-02,Paid
493,350,Internet,122.94,2023-07-15,Pending
494,351,Spotify,56.58,2023-07-29,Pending
495,351,Spotify,321.99,2024-06-15,Failed
496,352,UzElectric,198.33,2025-06-03,Failed
497,352,Beeline,106.36,2024-12-27,Failed
498,352,Internet,406.22,2023-11-10,Failed
499,353,Internet,104.83,2023-09-23,Paid
500,353,UzElectric,28.3,2024-09-11,Paid
501,353,WaterSupply,130.78,2024-09-27,Pending
502,357,UzGas,444.94,2025-06-18,Paid
503,357,Spotify,122.14,2023-09-15,Pending
504,357,Netflix,201.45,2024-12-23,Pending
505,358,Ucell,61.66,2025-04-11,Pending
506,358,UzGas,66.65,2023-09-19,Pending
507,359,OnlineTV,242.4,2025-01-28,Pending
508,360,Ucell,307.17,2024-02-07,Failed
509,361,Internet,288.69,2024-06-07,Pending
510,361,Spotify,21.17,2025-05-01,Paid
511,363,UzElectric,465.99,2024-04-18,Pending
512,363,UzGas,10.66,2023-10-31,Failed
513,363,OnlineTV,277.04,2025-05-14,Failed
514,364,Beeline,38.57,2024-05-08,Paid
515,365,Netflix,15.2,2023-08-29,Pending
516,369,Internet,9.35,2025-04-27,Pending
517,370,Internet,175.74,2023-10-16,Failed
518,370,UzElectric,257.76,2025-04-28,Failed
519,371,Ucell,402.53,2023-11-16,Pending
520,371,Beeline,246.76,2024-10-25,Pending
521,371,UzElectric,34.43,2023-09-16,Failed
522,374,UzGas,331.31,2023-11-26,Failed
523,374,Spotify,134.57,2023-07-22,Failed
524,374,UzGas,120.78,2024-03-28,Failed
525,376,Internet,324.18,2025-01-01,Pending
526,376,UzGas,195.99,2024-10-21,Failed
527,376,Netflix,44.25,2024-01-09,Paid
528,377,Internet,496.23,2025-04-26,Pending
529,378,Netflix,390.16,2025-05-21,Pending
530,378,WaterSupply,195.03,2025-01-23,Paid
531,378,Spotify,283.38,2025-02-14,Pending
532,382,UzGas,40.74,2025-01-23,Failed
533,382,Internet,313.2,2025-02-02,Pending
534,382,Beeline,454.33,2024-01-03,Paid
535,383,WaterSupply,453.76,2024-02-01,Failed
536,384,UzGas,62.18,2023-11-02,Paid
537,385,Ucell,496.49,2023-09-14,Paid
538,386,UzElectric,288.86,2023-12-21,Failed
539,386,UzGas,157.88,2024-11-27,Pending
540,387,Beeline,293.31,2024-06-29,Failed
541,387,UzGas,396.06,2024-12-14,Pending
542,387,Spotify,140.24,2024-04-11,Pending
543,388,UzElectric,242.85,2025-01-24,Pending
544,388,Netflix,177.82,2023-09-19,Failed
545,388,Spotify,470.49,2025-02-14,Pending
546,389,UzGas,346.53,2023-11-01,Paid
547,391,Netflix,147.37,2025-06-01,Paid
548,392,UzElectric,214.18,2024-10-02,Paid
549,392,UzGas,120.61,2024-08-12,Paid
550,393,Beeline,36.99,2025-02-15,Pending
551,393,Netflix,469.21,2023-08-24,Failed
552,394,UzElectric,85.29,2023-11-26,Paid
553,394,Netflix,9.09,2023-08-13,Failed
554,394,OnlineTV,487.57,2025-03-03,Paid
555,396,WaterSupply,199.7,2024-10-26,Pending
556,396,UzGas,46.23,2025-05-29,Pending
557,396,UzElectric,55.77,2024-03-26,Paid
558,398,Beeline,297.56,2023-10-24,Paid
559,398,Internet,218.94,2024-04-11,Pending
560,399,Spotify,175.77,2024-10-17,Paid
561,400,OnlineTV,40.41,2024-01-24,Pending
562,400,WaterSupply,25.01,2025-01-25,Paid
563,402,UzElectric,254.1,2023-07-30,Paid
564,403,UzGas,392.88,2024-10-19,Paid
565,405,Netflix,104.2,2025-06-22,Pending
566,408,Ucell,323.33,2024-08-19,Pending
567,408,OnlineTV,441.15,2025-02-13,Failed
568,408,Spotify,77.26,2024-05-24,Pending
569,409,Spotify,465.85,2024-10-01,Failed
570,409,Ucell,264.56,2024-01-18,Paid
