TransactionID,AccountID,TransactionType,Amount,Currency,Date,Status,ReferenceNo
42,1415,Transfer,17287.64,HRK,4/15/2023 22:18,Completed,c073f6ed-abf5-4427-bb34-dac23ad7ea01
43,1198,Deposit,14034.44,USD,10/21/2023 0:31,Completed,a5aeb44f-93d5-412a-8806-fd0440fdd4ca
44,1152,Payment,2736.69,HRK,3/27/2023 4:03,Completed,6e626995-e6ab-4dbd-a079-1185fbfe75c3
45,617,Transfer,14385.65,HRK,4/30/2025 22:47,Completed,3253aa5d-ae9e-4879-8534-529d90de8403
46,994,Withdrawal,2303.03,EUR,4/20/2024 22:50,Completed,6b03011c-b2db-4396-81f0-19a92cc87c87
47,314,Deposit,10401.25,HRK,11/30/2024 3:03,Completed,dbe080fc-70c0-4930-acff-bbff66dbef54
48,419,Deposit,9480.11,HRK,9/7/2024 20:39,Pending,217ae237-91d0-4bea-a69a-72077d6bb165
49,801,Deposit,18521.63,EUR,11/14/2024 9:08,Pending,406a0bc2-91fe-4a9f-aa0e-430080c3cc31
50,829,Payment,19654.1,HRK,6/6/2024 6:34,Completed,8352cc24-19f3-4546-8d31-bc7e7e36a0d7
51,1120,Transfer,16435.51,EUR,12/18/2023 13:20,Pending,fa18ae6f-370c-43c3-8151-13cd04139286
52,1348,Deposit,8652.75,HRK,3/13/2025 3:07,Completed,b70d6337-9594-4a7b-b524-1afa6a05f2a6
53,379,Withdrawal,16372.82,HRK,12/14/2023 21:57,Completed,456624f4-ffff-425d-b7ba-fc80dd851c9e
54,350,Withdrawal,9528.41,EUR,1/30/2025 16:52,Pending,32a93c9c-f4e0-45f1-a210-21af9a087e71
55,593,Deposit,19182.24,EUR,1/8/2024 18:39,Pending,e947d322-a6da-40e8-aa3c-8fd2b7f26bee
56,753,Transfer,7829.87,EUR,3/23/2024 19:48,Completed,01d824fa-ea07-4e26-baef-4d3efdeb5bff
57,951,Payment,16271.74,EUR,7/22/2022 7:41,Completed,6a919dcd-dedb-4ff0-951e-b523b98e0ee4
58,58,Transfer,9147.07,USD,10/12/2024 14:17,Pending,66c19fa9-6211-4e66-8051-bda795a07c79
59,23,Transfer,691.33,HRK,2/19/2025 22:33,Pending,f3f79c97-df81-4366-a603-ac138fa4b8f6
60,88,Transfer,19256.3,USD,8/17/2022 11:29,Pending,fa18a159-1c91-4ab5-a32c-22301fc0049a
61,1481,Payment,5545.31,USD,1/9/2023 11:35,Completed,03d4294d-6283-45cb-9de9-ad3f83ad6439
62,733,Withdrawal,6983.19,EUR,11/26/2024 6:08,Pending,7c144a5c-52c8-4c5a-94b0-65e1e9eb9bcb
63,1051,Deposit,3498.19,HRK,11/17/2024 3:54,Completed,f1545670-bd60-40c0-8480-44f61ef7cd0f
64,721,Transfer,9195.04,EUR,12/15/2022 5:09,Completed,8cb93b92-cbb9-4609-94c9-9dcd2f543bc2
65,571,Transfer,18470.3,HRK,4/5/2025 10:47,Completed,c0e7a210-23d7-4eb3-84c5-28fe92f2c4c9
66,1322,Payment,7536.69,HRK,7/10/2024 9:48,Pending,37c9e451-9ea8-4387-8836-0c7b8a8ba4da
67,1241,Withdrawal,11525.02,USD,12/9/2024 7:06,Pending,2e9d90bf-dc67-4709-a032-dc94442b86e5
68,266,Transfer,11781.15,EUR,2/22/2024 9:46,Pending,17a8aae2-523a-4191-a413-c006eb7c8025
69,1198,Payment,1360.72,USD,9/8/2024 14:14,Completed,542fd907-3c01-4fb7-9bf3-9245cd653b01
70,326,Withdrawal,1939.84,HRK,12/15/2022 3:20,Completed,9d031e51-f634-458a-bac4-04bacbd890c0
71,1023,Payment,6479.95,HRK,7/27/2022 8:03,Completed,6fceb3a0-7c12-470b-90c8-d2d0d51b1bb9
72,485,Deposit,17996.89,EUR,12/24/2024 9:31,Completed,304cfc57-e01a-4c6f-bc30-0c50c444ac58
73,1492,Payment,15118.72,EUR,10/2/2022 9:00,Pending,02729a66-1a2e-49af-ac4a-7f7e975764fe
74,132,Deposit,12241.95,HRK,11/19/2022 9:45,Completed,12584dd4-45c3-4817-9624-67f07693709e
75,77,Deposit,8836.15,HRK,9/24/2022 17:23,Pending,1ef3d0ef-f6f8-4910-96c7-f2aa3d528607
76,1243,Deposit,18471.78,USD,12/28/2023 19:49,Pending,284c2588-3e5b-4fa2-b626-d12b0ffe3110
77,221,Payment,7558.8,EUR,1/2/2023 14:03,Completed,894baf0f-3c8a-461f-b5fc-d97971c5598b
78,401,Transfer,9827.15,HRK,4/5/2024 18:46,Pending,451c9cf5-a238-4a1e-a556-a80542b04517
79,462,Withdrawal,14845.66,HRK,8/7/2023 19:37,Pending,d7da64a2-3b2d-458f-aee2-2bcab79fa8f8
80,1083,Withdrawal,1729.51,USD,12/30/2023 4:03,Completed,fef1e4cb-aadb-4de8-82d3-c68b73507c8a
81,1289,Deposit,4078.76,EUR,5/30/2024 19:10,Completed,5c5ad2b1-7c3a-48f1-a987-84eb68431927
82,11,Transfer,15489.97,HRK,8/16/2022 16:01,Completed,fd00e985-3d9f-4c51-be9f-5888d07d358e
83,698,Withdrawal,13650.4,EUR,11/22/2023 17:28,Pending,ec5d188e-cd5a-41ca-8012-b99972f6bbf1
84,390,Withdrawal,11411.7,USD,11/15/2023 14:36,Pending,a8e3449e-7ce9-4028-a3cd-1eb02f71e6d5
85,1026,Transfer,7136.14,EUR,3/26/2024 0:38,Completed,6701fe2d-c5f3-4c4e-ac1e-711f44fe0b65
86,138,Payment,8555.96,HRK,12/27/2024 6:58,Pending,486d455e-0ee0-4733-8700-421f0b6125fb
87,146,Deposit,2552.58,HRK,11/3/2022 9:46,Pending,5043d708-2bdd-48b4-b8a5-57b3c0f19a12
88,207,Deposit,9979.26,USD,10/5/2024 6:21,Completed,e66af20e-37f4-4f2d-8208-601fc0941ebd
89,1232,Transfer,460.62,HRK,3/16/2023 2:47,Pending,01fa6712-2d25-41fe-bd75-33ddb306dbee
90,515,Payment,14068.43,USD,9/2/2023 5:33,Completed,7bca2cc5-360c-4ef0-bd43-e2360887a5ff
91,324,Transfer,1504.79,USD,6/23/2024 12:23,Completed,1a43277a-f842-49e3-bad0-8a64ec35dc4e
92,1061,Transfer,7990.4,EUR,12/20/2024 21:03,Completed,8664600a-996a-498c-ba30-c57dc23d6e6c
93,1119,Deposit,11659.62,USD,7/31/2023 2:59,Pending,8ea8032a-785d-4ca3-a7dd-df73258a6e57
94,1338,Deposit,655.17,USD,12/20/2022 14:03,Pending,7305e5ae-fbd3-4181-add0-959043de1700
95,535,Withdrawal,6697.48,USD,12/18/2022 2:14,Completed,f9f57578-71f1-4b6f-bb5c-b3f3fdf633f3
96,286,Withdrawal,10946.28,HRK,8/18/2024 0:41,Pending,b89ead75-a59d-488b-a865-fef9f06d5f52
97,1359,Deposit,4719.99,HRK,6/11/2024 0:49,Completed,ba388c72-f911-40f1-a1cd-8ae658584969
98,1155,Deposit,6923.45,EUR,10/5/2024 5:44,Completed,51aa095e-71da-4085-aacb-b9c665c49324
99,853,Deposit,17751.5,EUR,11/4/2024 4:12,Pending,d34c26fa-0efb-420a-ba1d-e7853eeb9694
100,266,Transfer,14469.36,EUR,1/27/2025 6:21,Completed,6f45f2cf-03a1-43e0-860a-22089d529c74
101,73,Payment,10157.01,USD,7/23/2024 21:36,Pending,d144406f-4680-48d1-9aca-e8c50ad86208
102,884,Payment,6075.33,USD,12/7/2024 0:36,Completed,4be507bb-9163-4398-b6b8-a16a397d66dc
103,44,Deposit,536.81,EUR,3/13/2025 17:55,Completed,70a2ea40-cbe8-4358-9b46-5555fba060a2
104,1095,Payment,13642,USD,7/14/2024 14:23,Completed,b088a605-4c27-41ab-9c93-cbf13e0d8b04
105,1132,Payment,1052.29,USD,7/13/2024 21:34,Pending,96cab96f-ed7a-43d9-a749-1596fbb7e777
106,1425,Withdrawal,8600.08,HRK,8/9/2023 10:14,Pending,606d2ea2-5dc6-474a-8c63-277431517dfb
107,1126,Withdrawal,2320.51,EUR,8/25/2023 4:04,Completed,909d7ac0-2641-45e9-a2e3-f932372a73b0
108,1261,Transfer,7042.26,HRK,2/23/2023 20:56,Pending,789c7c59-6883-4905-82cc-13d3943f31b2
109,895,Deposit,4771.02,HRK,1/26/2024 19:49,Completed,0ec012ac-5d17-4aa8-88a4-c851a4ad3fe6
110,1206,Deposit,4550.25,USD,5/8/2024 10:49,Completed,35af95b2-584f-48a9-922e-74290e031a76
111,31,Withdrawal,16254.31,EUR,9/10/2022 10:36,Completed,24e63093-7a41-46f5-a057-26eb357ebf0b
112,117,Withdrawal,8776.73,EUR,8/1/2024 12:11,Pending,6cad95b5-4b51-4857-b26b-c3c3766388a2
113,90,Transfer,6999.85,EUR,12/24/2024 4:26,Completed,f879070d-05b4-4306-8f82-c452cc4d7d70
114,599,Withdrawal,12126.42,HRK,3/18/2024 23:44,Pending,d953f402-6cf2-45a9-afe6-5bdb51915049
115,1347,Deposit,13135.24,HRK,3/9/2023 8:59,Completed,1ecd6fc6-3970-4257-acba-104591134dd2
116,513,Withdrawal,9903.64,USD,1/7/2025 15:04,Pending,728260f2-1fe1-46b1-8d67-4d4a4b1db65d
117,452,Payment,14265.55,EUR,4/16/2025 12:54,Pending,2f9791b2-3b0e-40cb-ad5d-1e417658d941
118,1130,Transfer,17380.73,EUR,11/4/2023 21:24,Completed,64c4ebc7-8c1d-4008-9a20-ca3b10a245ab
119,1079,Transfer,6383.99,HRK,3/8/2024 18:57,Completed,b1b0c3b9-7dfc-48ab-949c-a99e40bbd75b
120,111,Transfer,18009.5,USD,4/12/2023 10:50,Pending,3b206167-3da1-47c5-92f0-88970ba223b6
121,573,Deposit,4079.06,EUR,10/19/2024 9:41,Completed,ee2f9f0d-6308-4c71-a6e4-28fb098a5a0c
122,1067,Withdrawal,6105.73,EUR,1/3/2025 7:41,Completed,a5f7972f-683d-47c9-950a-d826fe2b7e1c
123,252,Transfer,14500.97,EUR,10/23/2024 13:23,Completed,bf9aa809-cb68-4514-b206-b16751e78103
124,74,Withdrawal,13969.86,USD,1/8/2025 8:37,Pending,2d9c3191-4c2e-44b2-9a68-933cb4c16773
125,234,Deposit,9983.16,USD,3/25/2025 10:34,Completed,6a374973-32ef-4637-be05-87e8f743eb70
126,554,Transfer,11768.92,USD,3/13/2023 1:04,Pending,5f0e5f4c-b4fe-43e4-bc8d-113521ebf8c7
127,174,Deposit,5589.06,EUR,6/8/2025 7:09,Pending,eae1c451-6e52-4e49-bc8c-cbd1899dd93e
128,1015,Deposit,17256.83,USD,3/6/2023 13:02,Pending,ee4d0fa7-87ce-4850-a390-a596acfe239c
129,910,Deposit,4496.72,HRK,1/26/2023 6:49,Pending,256e82bf-bb22-4332-a18e-8e0d09e0e917
130,378,Payment,10654.51,USD,1/14/2024 8:01,Pending,b846ef14-3db6-4d3f-a309-9b422b2d7397
131,65,Transfer,18745.11,USD,11/25/2023 19:20,Pending,e8f608c4-7ef3-4e86-9285-b5fa2e02544c
132,538,Withdrawal,15147.47,EUR,4/8/2023 18:19,Pending,3e85e6cb-346a-4d94-917a-87046f8fed35
133,1487,Payment,17316.19,EUR,12/13/2024 4:35,Completed,66b32192-5f57-402a-910c-b4662e37c98e
134,224,Payment,19049.95,HRK,9/17/2023 12:15,Pending,b843deab-d1f5-4a20-a554-6daaf36da193
135,1096,Payment,8482.46,HRK,10/5/2024 3:42,Pending,893a16df-1c2f-4999-a257-9296194eb844
136,333,Payment,9351.98,USD,6/6/2023 10:43,Completed,5a726006-a8ab-4f42-965d-c8b92a97fb7b
137,271,Deposit,5621.2,USD,12/4/2022 13:12,Pending,33259cf1-51d9-41cf-9a08-05dba281bbcc
138,176,Withdrawal,15429.07,HRK,5/1/2023 14:07,Pending,45b5f3d8-0eaf-4d24-813c-b328aa73a3d5
139,692,Payment,781.74,EUR,12/20/2022 12:28,Pending,b9d5b90f-37cb-4c77-88b2-86e62a24e352
140,741,Transfer,13188.01,EUR,11/22/2022 16:19,Completed,7e222ff6-568b-416e-a403-e821e2ef7da3
141,255,Transfer,11373.14,USD,8/5/2024 2:55,Pending,5dd04bff-af47-43a3-8aa2-d6a1f196ea60
142,542,Withdrawal,8881.74,EUR,8/1/2022 18:44,Completed,abb7ce65-6ea0-4145-86b7-cba32d1d06ff
143,901,Deposit,9334.13,HRK,2/21/2024 10:37,Pending,f0093d80-be17-4947-b78a-3d674ac2abec
144,984,Withdrawal,8178.13,HRK,10/23/2023 19:04,Completed,32599242-8600-44f8-8dd0-28f3351d4bb8
145,567,Transfer,19066.33,HRK,7/22/2023 18:01,Pending,87ab65b9-91ac-4984-8153-69fdb8825eb0
146,369,Transfer,15321.88,HRK,2/23/2023 17:27,Pending,b14a51da-49de-4744-a39b-2eaa62e224e6
147,532,Payment,2553.18,EUR,5/26/2025 6:44,Completed,0e3be5b3-3340-497b-991e-222fd3c1fb48
148,301,Deposit,4661.12,HRK,5/24/2023 2:53,Completed,b0280ba6-7f92-483f-aaf7-078fb9075c98
149,378,Payment,11602.02,USD,4/6/2024 19:22,Completed,5bf0fab2-7a92-471b-a907-47d9dfd72396
150,1134,Withdrawal,1225.65,USD,12/14/2024 10:35,Pending,f2e07b74-0693-45ac-b4c7-d63868d7b7fb
151,528,Deposit,13570.97,HRK,4/11/2023 16:11,Pending,b2f1610e-dd6e-49a5-9f77-4b023e896d75
152,1107,Deposit,12015.57,EUR,4/15/2024 4:26,Pending,924e3f3b-c484-46a6-b99c-b70ed28fca75
153,224,Deposit,10143.69,HRK,10/17/2024 20:27,Completed,444f7e3f-998a-4408-a392-0aac1801262d
154,1047,Deposit,4747.2,EUR,12/3/2024 20:19,Pending,243c6a7a-6587-4ca4-86e1-6b5b5ea6d0ca
155,1169,Transfer,16584.47,EUR,7/2/2023 3:19,Pending,524a181e-a08a-48c7-95aa-97a2bc2afc9d
156,147,Payment,17518.3,USD,3/24/2024 9:15,Completed,e854de24-7b88-4b92-955a-ce17e4c9dcb7
157,51,Transfer,12143.27,EUR,9/3/2022 20:15,Pending,4b21ad98-908f-4592-9762-690da4ce1fe2
158,687,Payment,17948.87,EUR,1/6/2024 0:43,Pending,07a79f03-5502-46d2-9877-5a68fdbd9537
159,964,Transfer,12442.11,EUR,5/28/2023 0:56,Completed,207b01d4-83be-46a1-b872-39886a020e5a
160,755,Deposit,5824.54,HRK,5/22/2025 14:29,Completed,b3c7cfa1-bd53-4a2e-ae23-9eea5f350a58
161,1211,Deposit,2133.58,USD,6/20/2023 11:05,Completed,74effadd-e20f-4b61-944d-fc2dd1c2f832
162,642,Transfer,18799.4,HRK,11/9/2023 11:32,Pending,486cab64-83b2-4784-a465-acf2e044a3ef
163,1194,Deposit,13144.62,EUR,2/13/2023 23:25,Completed,e65ef7fa-3b74-43b0-bab8-1ad80d22be7e
164,781,Deposit,19104.04,USD,7/11/2022 10:40,Completed,cf6fe06d-3185-477f-8f70-2664a81ef143
165,1158,Payment,10783.96,HRK,3/25/2024 5:24,Completed,96bfbd10-b135-4b31-9426-fca7a4769994
166,1081,Deposit,12145.97,USD,11/17/2023 23:06,Pending,e3173fea-78b5-4794-8a8f-ed7a88cadb67
167,650,Transfer,3908.52,EUR,7/15/2024 18:00,Pending,c07bd81a-8727-4cc7-afcf-e2794e563052
168,500,Transfer,4869.04,HRK,4/2/2024 13:16,Pending,8d5b2f7f-cb02-4c0f-ad9d-5a0eadd7ec08
169,473,Payment,6303.18,EUR,4/19/2024 14:18,Completed,f09e6e58-44d0-4bec-8942-e2125d6c36d7
170,1420,Withdrawal,8905.7,USD,6/18/2025 0:22,Pending,f8041278-f56f-4615-8235-d8a4173b5ca5
171,742,Deposit,7046.17,EUR,3/18/2023 1:59,Completed,5cd7cc7d-928f-48b0-baff-475e022e739e
172,742,Payment,12108.32,EUR,6/18/2024 1:21,Pending,9b3e71fc-f420-441c-a732-216c35b27ca4
173,858,Withdrawal,11391.15,HRK,4/6/2025 14:58,Completed,1be03cda-25ec-445f-af57-9f1841e6e252
174,1102,Withdrawal,15531.2,HRK,1/3/2025 23:33,Pending,4967e171-2739-4a5a-a9af-0bde0db66c85
175,1381,Withdrawal,12114.86,USD,8/12/2023 18:31,Pending,8abb72f8-4fa1-4e82-b87d-8777091c182d
176,700,Transfer,2368.1,HRK,2/4/2025 3:08,Pending,ff213806-ff4f-4d39-96d0-4dd23bea4548
177,863,Withdrawal,11524.47,EUR,6/2/2023 19:08,Completed,2460c50d-acca-4fb9-8504-dccb5a16ae92
178,369,Payment,320.09,HRK,6/9/2025 16:04,Completed,6f55c5c3-01ec-472e-8c11-f4c04306f61a
179,858,Transfer,15312.54,HRK,8/31/2024 3:01,Pending,b5ce100b-d430-43b7-bd7f-a970f84a1d72
180,207,Withdrawal,17390.48,USD,5/28/2025 2:35,Pending,793cc30f-03ba-4565-a326-4217c0060b80
181,50,Withdrawal,19798.77,USD,9/8/2024 22:53,Completed,03ef457f-2a74-4f08-aead-017754ebe826
182,1055,Payment,18086.17,HRK,2/22/2025 7:20,Pending,0b3a4510-92f3-4ce2-bea0-741743a7950e
183,262,Payment,13941.6,EUR,9/30/2024 10:15,Completed,2aa967f0-fe6f-4422-b230-0f3f2e26347e
184,1459,Transfer,2389.4,EUR,1/30/2025 11:44,Pending,60bf5da1-e265-4af8-addd-6ae34d2ee8d6
185,1212,Deposit,19882.74,HRK,10/13/2023 0:18,Completed,21619e5c-94ee-49b3-ac93-c87b38978aca
186,152,Transfer,18998.88,HRK,5/21/2024 5:14,Pending,f22cfd0f-d461-4b8c-8597-255b22af63a0
187,1292,Payment,14816.54,USD,7/30/2022 8:57,Pending,fcae3eac-3090-41b3-8dc9-c95301f26756
188,593,Payment,14005.27,EUR,6/1/2025 6:43,Completed,ba36aaed-7b60-4e91-a67c-c61df79ee0e2
189,1483,Deposit,3053.61,USD,11/26/2023 2:29,Completed,5bb28601-c962-4003-8f02-4acedccb593b
190,1216,Transfer,13481.4,USD,2/22/2025 18:33,Pending,7051d376-9f76-45ee-aa3d-05b3544f2b86
191,777,Transfer,8777.35,HRK,11/3/2023 0:41,Pending,726a4aeb-ce33-4097-b327-5d97724ab13c
192,199,Withdrawal,5954,USD,10/15/2023 13:01,Pending,fa8eec66-83f8-46dd-8dbe-17c8eee8ef64
193,99,Payment,5712.29,USD,4/17/2023 18:28,Pending,f4247edd-0154-4216-b5ae-c31c3c31f463
194,653,Withdrawal,19070.74,USD,7/2/2023 6:18,Completed,52826e6c-d078-4054-bf06-2b74e7f0cb52
195,1498,Withdrawal,8616.45,EUR,7/15/2022 21:33,Pending,045f9c38-f047-47eb-a1f0-9d5a5a5a3dae
196,1178,Transfer,1998.34,HRK,8/5/2024 15:59,Pending,696092cf-3b93-491f-a62f-ba82091f9df9
197,340,Deposit,5763.98,EUR,11/21/2022 7:18,Pending,8544f92e-f591-44d3-a617-252b3cb74832
198,899,Withdrawal,17708.13,EUR,4/8/2025 13:25,Pending,6db4ede5-c01b-4c5f-9c31-5d5c926f1bc3
199,532,Deposit,18491.07,EUR,2/28/2025 9:56,Pending,fcfe17bd-e36b-4137-9ab0-1a5f0404e6d6
200,289,Deposit,4144.79,USD,8/6/2023 18:49,Completed,275f7c22-b21e-4960-92d4-b2b3c54b1b33
201,57,Deposit,19197.54,USD,2/24/2025 10:38,Completed,a68b809f-c6c5-4224-addd-77ecdb1f5be8
202,14,Payment,16651.76,EUR,8/4/2022 9:20,Completed,43db090d-ade7-42b8-a308-622f96f32788
203,757,Withdrawal,5643.93,HRK,7/3/2023 15:41,Pending,d77e6b58-bbb7-4aec-ad77-d72d38f08ad3
204,1500,Payment,10422.67,HRK,4/17/2023 14:34,Pending,5f88174f-59d7-4b73-9fac-d21a046dcb42
205,605,Deposit,14327.86,USD,6/22/2022 16:25,Completed,86cf1282-fb77-48c6-b22b-366c9fbbbfab
206,911,Payment,9870.18,USD,2/5/2024 0:00,Completed,b54450e7-0a2e-49ad-9ac9-155ef6a906b0
207,281,Transfer,14635.36,HRK,3/28/2023 1:36,Completed,abf6a8a5-cc54-4d1f-a7eb-651878576c32
208,725,Deposit,14888.11,USD,10/11/2024 18:27,Completed,06a27334-ae50-4090-8947-974f09852c1d
209,1490,Deposit,6549.04,HRK,12/26/2022 12:06,Pending,02ed1db6-3528-4e14-a9d1-f3a0933a9a8d
210,566,Payment,12616.17,USD,7/5/2024 16:32,Completed,ce6aac8b-7e18-4f49-9311-bf9346bf75e9
211,1448,Transfer,17846.53,EUR,6/28/2023 1:01,Completed,82a2dd35-6326-4259-806c-0883e1948ecd
212,888,Deposit,18648.04,EUR,11/15/2023 11:34,Pending,e96c5f00-5369-482c-9ea6-397beccf08bc
213,390,Deposit,18984.16,USD,8/30/2022 21:48,Completed,4723ad4c-cdfb-495e-8862-2baa3702a1ad
214,504,Withdrawal,11731,USD,1/9/2024 21:35,Completed,7fedef00-c66d-4d50-9d3b-546a4b009f37
215,1380,Withdrawal,5313.07,EUR,5/25/2025 11:39,Completed,25f54e68-79f7-4769-91d6-b94b52f590de
216,993,Withdrawal,14673.88,EUR,6/13/2023 11:01,Pending,52b10438-92bc-4329-8a99-1130ed312e4e
217,270,Withdrawal,12699.11,EUR,1/5/2024 4:39,Completed,4d1938c8-226c-4a23-8b87-7f37cb657d98
218,1058,Withdrawal,73.92,HRK,6/13/2024 16:03,Completed,14b9bdff-e5d2-4d86-bf10-f1dbc06011b5
219,1005,Withdrawal,14202.71,EUR,2/9/2024 15:21,Completed,935fd74d-441d-41e3-b794-725a57169453
220,857,Transfer,12271.43,EUR,2/11/2024 20:34,Completed,fa9ef02e-83f0-47e7-bf84-abcac552a39f
221,1307,Transfer,9689.82,USD,12/5/2024 10:55,Completed,6ed6829e-82f8-4cd0-896c-4cd971a945e4
222,615,Withdrawal,17502.03,HRK,3/31/2025 22:06,Pending,8b1d5828-58c3-41c1-a9a9-935e09490d17
223,1004,Payment,11960.86,USD,12/15/2023 14:54,Pending,18a45596-6cbb-482d-9bb0-aaf8e68ef4f1
224,606,Deposit,4386.42,USD,9/18/2024 10:00,Pending,a3afdfe2-fcbf-4192-8fb6-0926c1666683
225,860,Payment,6514.69,USD,7/16/2024 6:59,Pending,8adc81ec-adcc-456f-9a06-710918eb3834
226,238,Withdrawal,9300.07,HRK,11/27/2024 12:09,Pending,816289b7-e8ab-486e-8966-ae3d70441327
227,1353,Deposit,6958.1,EUR,12/5/2022 23:27,Pending,fe6c7572-9cc5-4da3-85dd-52ab11b806f9
228,1444,Withdrawal,15475.9,EUR,4/27/2024 5:09,Pending,f2040798-3e6e-47e3-82ab-a45bf707121e
229,1002,Payment,13747.57,USD,4/17/2023 12:26,Completed,32593a49-38d8-45ba-acd0-6b3b2622d13b
230,596,Transfer,10154.67,USD,10/5/2023 18:00,Pending,481db3f8-3bdb-437d-a960-95f1c2ac67cd
