LoanID,CustomerID,LoanType,Amount,InterestRate,StartDate,EndDate,Status
32,29,Personal,321215.17,6.46,2022-06-12,2026-06-11,Ongoing
33,29,Personal,218986.27,8.22,2021-01-16,2031-01-14,Ongoing
34,31,Auto,235661.74,11.32,2024-07-08,2027-07-08,Ongoing
35,32,Business,123969.54,10.69,2021-06-11,2022-06-11,Approved
36,33,Mortgage,341733.72,13.63,2021-02-24,2030-02-22,Approved
37,36,Mortgage,255358.34,7.07,2021-10-03,2030-10-01,Rejected
38,42,Auto,179983.42,11.18,2025-05-27,2034-05-25,Rejected
39,43,Business,197616.24,13.06,2021-05-02,2030-04-30,Rejected
40,43,Business,91145.54,12.58,2021-05-11,2026-05-10,Ongoing
41,44,Auto,251458.63,5.54,2024-05-13,2032-05-11,Closed
42,45,Auto,436076.43,7.57,2025-05-26,2032-05-24,Approved
43,46,Personal,407476.5,5.6,2021-07-04,2028-07-02,Closed
44,47,Auto,91449.27,14.28,2023-09-12,2026-09-11,Rejected
45,48,Mortgage,165353.88,3.58,2023-04-26,2029-04-24,Rejected
46,48,Auto,247460.01,14.14,2021-08-23,2026-08-22,Ongoing
47,49,Mortgage,8634.48,7.57,2023-12-26,2032-12-23,Approved
48,49,Auto,457794.4,13.51,2024-04-02,2030-04-01,Ongoing
49,50,Auto,231582.99,10.39,2020-08-11,2029-08-09,Closed
50,50,Business,68933.83,8.12,2025-06-09,2030-06-08,Rejected
51,53,Personal,110407.22,14.25,2025-02-03,2035-02-01,Closed
52,54,Mortgage,232824.91,14.16,2023-02-18,2033-02-15,Closed
53,54,Mortgage,360585.52,12.91,2025-03-02,2029-03-01,Ongoing
54,55,Business,392795.05,3.58,2023-10-21,2031-10-19,Rejected
55,56,Business,219573.15,12.62,2023-10-11,2024-10-10,Ongoing
56,57,Auto,108024.33,4.74,2021-02-20,2031-02-18,Ongoing
57,58,Personal,450301.79,8.25,2025-03-22,2026-03-22,Approved
58,59,Business,402394.41,14.29,2023-09-17,2028-09-15,Rejected
59,60,Auto,249366.51,8.73,2023-10-15,2024-10-14,Ongoing
60,60,Business,181731.38,6.73,2024-10-14,2030-10-13,Closed
61,63,Mortgage,76728.45,7.87,2020-08-06,2027-08-05,Rejected
62,63,Personal,412859.33,6.12,2022-07-03,2023-07-03,Rejected
63,64,Auto,122974.94,11.61,2023-12-25,2031-12-23,Ongoing
64,64,Mortgage,459367.24,5.91,2021-08-05,2022-08-05,Approved
65,66,Auto,305380.29,5.06,2023-04-08,2025-04-07,Approved
66,66,Auto,325821.79,4.68,2021-11-15,2023-11-15,Closed
67,67,Business,20944.94,9.38,2021-05-23,2026-05-22,Approved
68,67,Personal,271803.37,6.16,2024-01-20,2029-01-18,Ongoing
69,72,Mortgage,137141.52,13.34,2022-05-14,2030-05-12,Closed
70,72,Business,51327.8,8.26,2021-02-07,2022-02-07,Ongoing
71,74,Auto,323193.25,13.73,2023-04-15,2033-04-12,Closed
72,74,Mortgage,428969.49,9.17,2022-03-19,2027-03-18,Ongoing
73,75,Personal,300135.97,10.77,2023-07-29,2030-07-27,Approved
74,75,Personal,274181.66,12.29,2023-07-19,2032-07-16,Ongoing
75,76,Mortgage,169438.06,5.39,2022-03-01,2029-02-27,Rejected
76,78,Mortgage,44121.2,7.13,2022-09-14,2028-09-12,Ongoing
77,79,Personal,310587.27,13.1,2024-07-14,2028-07-13,Rejected
78,80,Personal,471501.74,8.28,2024-11-20,2027-11-20,Ongoing
79,81,Mortgage,401141.83,14.42,2022-11-19,2024-11-18,Ongoing
80,82,Personal,143994.14,4.25,2023-09-20,2028-09-18,Approved
81,83,Mortgage,391244.86,5.89,2021-09-23,2022-09-23,Ongoing
82,85,Business,154878.29,12.38,2020-10-20,2023-10-20,Rejected
83,85,Auto,463030.54,8.92,2023-10-28,2030-10-26,Ongoing
84,86,Business,343108.38,6.95,2025-06-17,2029-06-16,Rejected
85,87,Business,446612.48,11.95,2021-08-11,2022-08-11,Ongoing
86,88,Auto,407223.19,14.01,2024-03-29,2028-03-28,Closed
87,89,Personal,458367.13,11.79,2022-01-10,2030-01-08,Closed
88,89,Business,192349.73,7.61,2024-09-25,2031-09-24,Ongoing
89,91,Mortgage,350065.03,3.09,2021-07-24,2028-07-22,Ongoing
90,92,Mortgage,376242.02,4.92,2020-11-15,2023-11-15,Ongoing
91,92,Auto,495835.82,11.23,2023-06-02,2026-06-01,Ongoing
92,93,Personal,454997.85,9.88,2025-04-29,2032-04-27,Ongoing
93,93,Auto,487246.5,13.03,2023-12-08,2027-12-07,Ongoing
94,94,Personal,20144.36,10.46,2020-11-16,2029-11-14,Approved
95,94,Business,413900.0,3.68,2022-12-28,2028-12-26,Ongoing
96,96,Personal,137104.08,5.32,2020-06-30,2027-06-29,Closed
97,96,Auto,104316.08,9.91,2024-04-01,2032-03-30,Ongoing
98,97,Business,266907.64,9.93,2020-07-24,2023-07-24,Ongoing
99,97,Mortgage,326145.44,13.39,2022-12-21,2023-12-21,Approved
100,98,Mortgage,268799.35,11.45,2024-11-18,2029-11-17,Approved
101,99,Mortgage,271149.12,4.3,2024-04-09,2027-04-09,Closed
102,99,Auto,442182.33,8.98,2023-12-19,2024-12-18,Rejected
103,100,Mortgage,356635.02,6.94,2023-03-09,2028-03-07,Approved
104,101,Business,396861.78,4.1,2021-02-22,2031-02-20,Approved
105,101,Auto,251508.95,9.95,2025-02-13,2028-02-13,Rejected
106,106,Business,12789.01,9.28,2021-05-29,2027-05-28,Rejected
107,106,Personal,153310.19,13.94,2021-07-20,2025-07-19,Approved
108,107,Auto,191833.21,3.12,2021-09-24,2024-09-23,Closed
109,107,Business,172409.3,11.01,2021-01-29,2029-01-27,Approved
110,108,Auto,296533.57,7.23,2025-02-23,2035-02-21,Approved
111,110,Personal,47241.09,14.36,2021-04-06,2030-04-04,Rejected
112,110,Personal,293599.11,9.04,2022-04-03,2024-04-02,Approved
113,111,Auto,371957.79,5.68,2024-04-10,2032-04-08,Approved
114,111,Mortgage,40652.02,7.5,2021-02-17,2026-02-16,Ongoing
115,112,Auto,126017.94,13.09,2022-05-16,2032-05-13,Ongoing
116,113,Mortgage,271114.04,13.59,2023-02-27,2031-02-25,Rejected
117,114,Mortgage,310270.06,10.07,2023-05-03,2027-05-02,Ongoing
118,115,Personal,481891.62,9.89,2021-07-12,2027-07-11,Rejected
119,116,Business,42072.0,11.17,2023-01-13,2032-01-11,Ongoing
120,117,Business,91485.61,11.54,2020-07-29,2027-07-28,Ongoing
121,117,Business,123831.45,13.54,2021-10-11,2031-10-09,Rejected
122,118,Personal,344559.64,6.9,2021-03-25,2022-03-25,Ongoing
123,118,Mortgage,283079.98,9.99,2023-10-16,2029-10-14,Ongoing
124,119,Personal,209635.26,11.85,2025-04-20,2028-04-19,Closed
125,119,Business,116475.79,9.29,2025-05-30,2034-05-28,Approved
126,120,Mortgage,345285.93,8.65,2024-08-01,2033-07-30,Rejected
127,121,Auto,232371.17,6.7,2021-12-25,2025-12-24,Approved
128,121,Personal,199050.16,9.62,2024-04-04,2029-04-03,Rejected
129,122,Personal,67058.44,3.57,2023-03-07,2024-03-06,Approved
130,122,Mortgage,64309.06,8.03,2024-07-13,2027-07-13,Rejected
131,124,Auto,496440.83,4.77,2022-08-19,2032-08-16,Approved
132,124,Mortgage,38453.54,7.48,2023-05-12,2025-05-11,Rejected
133,125,Mortgage,499075.65,6.0,2024-10-13,2029-10-12,Closed
134,126,Mortgage,188576.59,14.17,2022-07-07,2027-07-06,Rejected
135,128,Auto,178365.93,5.25,2023-04-23,2028-04-21,Rejected
136,130,Mortgage,417031.18,3.34,2023-02-28,2029-02-26,Approved
137,130,Personal,348180.48,5.94,2022-11-08,2025-11-07,Approved
138,132,Mortgage,304296.09,13.37,2021-04-05,2023-04-05,Approved
139,132,Mortgage,493023.05,14.36,2023-06-22,2032-06-19,Rejected
140,133,Personal,470898.87,6.52,2020-09-26,2025-09-25,Ongoing
141,135,Mortgage,184465.07,11.97,2021-07-06,2026-07-05,Approved
142,135,Personal,414976.33,9.48,2021-05-31,2027-05-30,Approved
143,136,Mortgage,160198.01,14.46,2020-09-16,2024-09-15,Closed
144,136,Auto,242701.1,7.12,2022-11-10,2026-11-09,Ongoing
145,137,Auto,465460.06,7.36,2022-09-14,2026-09-13,Closed
146,140,Auto,466234.8,4.25,2024-03-02,2025-03-02,Ongoing
147,140,Business,13031.86,13.1,2022-11-25,2027-11-24,Closed
148,143,Personal,438737.96,13.68,2024-03-03,2026-03-03,Closed
149,143,Auto,297689.36,11.75,2020-08-11,2026-08-10,Ongoing
150,144,Business,274332.18,11.81,2022-12-04,2028-12-02,Approved
151,145,Business,199511.92,13.32,2020-11-28,2023-11-28,Rejected
152,146,Business,439471.22,5.21,2023-04-27,2032-04-24,Closed
153,146,Business,354750.37,12.29,2023-04-22,2032-04-19,Approved
154,147,Auto,137784.16,12.28,2025-04-17,2034-04-15,Closed
155,148,Mortgage,133510.68,9.79,2021-02-03,2031-02-01,Approved
156,148,Personal,244059.78,4.43,2024-04-16,2029-04-15,Approved
157,149,Mortgage,116527.27,12.22,2021-02-22,2027-02-21,Rejected
158,149,Mortgage,435121.15,14.85,2023-09-21,2026-09-20,Ongoing
159,152,Mortgage,406732.26,8.36,2023-05-07,2031-05-05,Ongoing
160,155,Personal,48341.53,9.89,2022-09-10,2028-09-08,Approved
161,155,Mortgage,249570.58,5.59,2021-09-03,2027-09-02,Rejected
162,156,Personal,297861.92,11.31,2023-01-28,2027-01-27,Rejected
163,156,Personal,216957.57,6.83,2022-10-28,2031-10-26,Ongoing
164,158,Mortgage,337647.65,9.6,2021-03-02,2023-03-02,Ongoing
165,158,Mortgage,335531.26,10.35,2023-09-15,2029-09-13,Rejected
166,160,Mortgage,167177.76,5.22,2023-04-28,2026-04-27,Rejected
167,160,Mortgage,185826.87,11.24,2023-05-08,2026-05-07,Rejected
168,161,Auto,364088.72,5.12,2023-04-01,2027-03-31,Approved
169,162,Business,309581.88,10.26,2022-11-26,2030-11-24,Closed
170,165,Auto,97025.87,14.57,2021-11-29,2028-11-27,Approved
171,169,Auto,87448.63,7.63,2021-01-13,2029-01-11,Approved
172,169,Mortgage,478539.57,3.69,2021-08-06,2027-08-05,Ongoing
173,170,Auto,177213.0,8.95,2021-01-08,2031-01-06,Approved
174,171,Business,472261.83,3.96,2022-04-01,2026-03-31,Approved
175,171,Auto,295068.22,14.88,2024-10-11,2025-10-11,Closed
176,172,Auto,120189.77,12.6,2023-01-23,2029-01-21,Ongoing
177,173,Personal,91902.26,11.05,2023-12-22,2033-12-19,Approved
178,173,Auto,147217.02,12.58,2023-04-03,2027-04-02,Rejected
179,175,Mortgage,123823.1,4.96,2023-11-01,2030-10-30,Rejected
180,175,Personal,497214.63,14.29,2021-03-01,2028-02-28,Ongoing
181,176,Personal,193295.33,4.37,2024-11-06,2027-11-06,Rejected
182,177,Mortgage,333142.7,5.36,2022-03-08,2029-03-06,Closed
183,178,Business,450110.96,4.27,2023-05-15,2029-05-13,Approved
184,178,Mortgage,342080.98,10.27,2021-07-10,2023-07-10,Ongoing
185,179,Business,299256.17,8.21,2024-04-04,2032-04-02,Rejected
186,179,Business,396519.28,10.62,2025-04-02,2035-03-31,Ongoing
187,180,Auto,298081.61,12.41,2025-06-07,2029-06-06,Ongoing
188,181,Business,106028.31,7.46,2023-11-01,2025-10-31,Rejected
189,181,Auto,193662.93,12.28,2025-05-29,2031-05-28,Ongoing
190,182,Business,300234.2,10.82,2022-11-03,2024-11-02,Rejected
191,182,Personal,197512.96,6.61,2023-04-23,2031-04-21,Rejected
192,183,Personal,353504.2,9.53,2024-05-17,2029-05-16,Approved
193,183,Business,374075.75,9.67,2023-10-13,2026-10-12,Closed
194,184,Personal,163591.14,6.94,2022-03-28,2025-03-27,Rejected
195,185,Personal,417570.74,12.3,2024-11-29,2026-11-29,Approved
196,185,Mortgage,102695.35,14.0,2022-08-13,2030-08-11,Ongoing
197,186,Mortgage,132011.45,13.71,2024-05-11,2028-05-10,Closed
198,186,Auto,418952.42,9.62,2023-07-28,2030-07-26,Approved
199,187,Mortgage,361372.52,5.74,2021-11-10,2023-11-10,Rejected
200,187,Personal,69272.0,14.03,2023-07-13,2027-07-12,Ongoing
201,190,Business,295537.06,10.9,2022-09-04,2028-09-02,Rejected
202,192,Business,272250.29,4.02,2022-10-17,2023-10-17,Approved
203,192,Auto,290013.22,3.2,2022-02-22,2031-02-20,Rejected
204,193,Mortgage,70776.84,6.81,2024-07-23,2030-07-22,Approved
205,194,Personal,121486.18,5.26,2024-05-03,2027-05-03,Rejected
206,194,Personal,117046.18,11.86,2021-01-29,2029-01-27,Approved
207,196,Auto,112543.16,5.14,2022-04-13,2027-04-12,Closed
208,197,Mortgage,421151.19,9.68,2022-10-30,2024-10-29,Approved
209,198,Auto,467095.82,4.15,2021-05-21,2030-05-19,Rejected
210,199,Auto,86547.82,5.22,2022-10-01,2024-09-30,Approved
211,199,Mortgage,22182.63,5.47,2024-09-26,2033-09-24,Rejected
212,201,Auto,79401.94,9.37,2023-07-21,2024-07-20,Closed
213,201,Business,345149.72,8.9,2022-06-26,2023-06-26,Closed
214,202,Mortgage,259755.75,10.23,2023-07-06,2028-07-04,Rejected
215,203,Mortgage,395188.58,10.15,2021-03-03,2029-03-01,Approved
216,203,Business,143937.32,5.58,2020-07-21,2026-07-20,Closed
217,204,Business,109283.32,12.52,2022-04-07,2023-04-07,Rejected
218,205,Auto,163935.5,14.79,2025-06-18,2028-06-17,Approved
219,205,Business,393303.84,11.51,2023-06-27,2031-06-25,Rejected
220,207,Auto,496324.49,9.32,2022-07-18,2028-07-16,Approved
221,208,Personal,84168.37,5.88,2022-07-25,2025-07-24,Rejected
222,209,Auto,47452.23,10.38,2025-06-05,2030-06-04,Ongoing
223,209,Auto,489852.3,11.99,2023-01-15,2033-01-12,Rejected
224,210,Business,266431.99,10.02,2024-08-05,2025-08-05,Rejected
225,210,Business,366050.68,3.71,2024-08-13,2025-08-13,Ongoing
226,213,Business,271652.48,14.54,2024-06-29,2030-06-28,Ongoing
227,215,Auto,224245.69,7.07,2025-01-02,2032-12-31,Rejected
228,215,Personal,146084.76,3.06,2024-04-28,2028-04-27,Ongoing
229,217,Mortgage,463264.31,5.23,2022-02-01,2028-01-31,Rejected
230,217,Auto,23414.72,12.51,2021-11-23,2023-11-23,Approved
231,218,Business,363854.77,13.08,2021-11-20,2028-11-18,Rejected
232,218,Business,442137.5,11.53,2024-12-02,2031-12-01,Ongoing
233,221,Business,128970.11,3.97,2024-01-23,2025-01-22,Closed
234,221,Auto,492750.72,7.52,2023-01-23,2026-01-22,Closed
235,222,Auto,4551.43,14.21,2021-02-01,2028-01-31,Approved
236,223,Mortgage,443204.51,8.23,2021-02-10,2031-02-08,Ongoing
237,223,Personal,440805.86,6.14,2024-01-07,2034-01-04,Approved
238,224,Business,351382.24,3.8,2022-06-11,2023-06-11,Closed
239,225,Business,382419.08,3.73,2021-10-17,2028-10-15,Closed
240,225,Business,442936.07,5.09,2020-09-05,2026-09-04,Closed
241,227,Auto,270155.57,9.46,2020-07-16,2025-07-15,Rejected
242,230,Auto,457042.86,10.52,2023-07-15,2027-07-14,Ongoing
243,231,Mortgage,430295.71,3.59,2025-01-14,2034-01-12,Rejected
244,233,Business,268606.21,5.84,2021-10-21,2024-10-20,Ongoing
245,234,Personal,171214.31,7.33,2023-09-16,2032-09-13,Closed
246,237,Auto,18903.88,10.12,2023-01-18,2028-01-17,Closed
247,238,Mortgage,383943.92,5.31,2025-03-23,2030-03-22,Ongoing
248,238,Business,431691.34,7.39,2024-04-16,2026-04-16,Closed
249,241,Mortgage,485517.81,9.98,2021-05-11,2024-05-10,Approved
250,242,Mortgage,250476.61,4.43,2022-08-13,2032-08-10,Ongoing
251,243,Auto,25821.6,9.86,2023-04-02,2029-03-31,Ongoing
252,245,Personal,7635.95,13.09,2024-06-03,2031-06-02,Closed
253,245,Personal,89372.95,10.55,2023-11-29,2024-11-28,Closed
254,246,Personal,287144.05,11.57,2022-05-16,2025-05-15,Rejected
255,246,Auto,99148.01,10.94,2020-06-29,2027-06-28,Rejected
256,248,Auto,276442.49,4.88,2023-03-23,2027-03-22,Approved
257,248,Business,234253.56,3.02,2020-11-30,2023-11-30,Rejected
258,249,Auto,312558.78,9.59,2021-12-30,2025-12-29,Closed
259,249,Auto,139579.98,5.11,2025-02-06,2031-02-05,Closed
260,250,Auto,340949.18,3.73,2023-12-05,2029-12-03,Closed
261,251,Auto,409320.53,12.42,2024-11-29,2028-11-28,Ongoing
262,252,Business,7116.16,7.61,2022-08-04,2026-08-03,Closed
263,254,Business,413621.19,5.73,2021-08-31,2024-08-30,Ongoing
264,255,Personal,217195.91,9.22,2024-09-10,2027-09-10,Ongoing
265,255,Business,202991.64,4.09,2020-10-23,2024-10-22,Rejected
266,256,Mortgage,458371.76,10.33,2020-09-15,2028-09-13,Approved
267,256,Mortgage,402077.32,8.79,2021-01-03,2030-01-01,Approved
268,257,Business,120600.9,7.16,2023-10-04,2027-10-03,Closed
269,257,Personal,475153.6,6.26,2022-04-18,2026-04-17,Ongoing
270,259,Auto,486880.97,5.84,2022-09-22,2028-09-20,Rejected
271,260,Personal,298616.5,14.26,2022-10-02,2028-09-30,Rejected
272,260,Business,286787.85,5.17,2022-08-22,2030-08-20,Rejected
273,263,Business,96793.41,14.49,2025-05-06,2034-05-04,Approved
274,264,Auto,184524.29,5.98,2023-03-01,2033-02-26,Rejected
275,265,Auto,265875.46,5.47,2023-10-24,2025-10-23,Approved
276,265,Auto,85806.68,5.11,2021-04-21,2022-04-21,Ongoing
277,266,Auto,458634.14,11.82,2024-04-14,2025-04-14,Rejected
278,266,Personal,62531.4,14.59,2022-01-22,2023-01-22,Approved
279,267,Personal,219974.09,12.87,2025-03-29,2033-03-27,Ongoing
280,268,Business,21352.72,5.14,2021-08-03,2025-08-02,Ongoing
281,269,Mortgage,276163.3,10.84,2025-01-18,2034-01-16,Ongoing
282,269,Personal,59856.49,6.33,2022-07-11,2026-07-10,Rejected
283,270,Business,381033.13,13.71,2023-07-07,2027-07-06,Closed
284,271,Auto,314025.09,13.3,2021-04-17,2025-04-16,Rejected
285,271,Mortgage,58393.64,14.43,2023-04-06,2031-04-04,Rejected
286,272,Mortgage,303500.74,9.39,2022-09-10,2032-09-07,Approved
287,272,Personal,325263.27,7.65,2021-07-03,2027-07-02,Rejected
288,274,Business,113849.77,5.13,2025-02-24,2032-02-23,Approved
289,275,Auto,98769.96,5.14,2021-06-12,2029-06-10,Ongoing
290,275,Personal,309072.99,13.26,2023-09-02,2029-08-31,Rejected
291,277,Mortgage,187123.64,8.21,2020-12-12,2030-12-10,Approved
292,279,Mortgage,87729.32,13.05,2023-10-16,2030-10-14,Rejected
293,279,Auto,314772.03,8.06,2024-02-01,2031-01-30,Rejected
294,280,Business,409142.84,13.51,2021-10-27,2031-10-25,Ongoing
295,280,Business,195612.28,13.99,2023-04-12,2028-04-10,Closed
296,281,Mortgage,253479.88,14.91,2025-01-18,2028-01-18,Ongoing
297,282,Auto,364483.35,12.75,2023-02-04,2029-02-02,Ongoing
298,284,Personal,40014.42,12.63,2025-03-11,2030-03-10,Closed
299,284,Auto,205539.05,9.89,2025-05-28,2032-05-26,Ongoing
300,285,Auto,407448.32,5.94,2024-01-28,2033-01-25,Closed
301,285,Personal,21904.31,10.04,2025-02-24,2034-02-22,Ongoing
302,286,Mortgage,48824.01,14.54,2022-02-24,2028-02-23,Rejected
303,287,Mortgage,408106.56,12.97,2022-05-21,2023-05-21,Closed
304,287,Auto,477736.67,6.41,2021-05-28,2024-05-27,Rejected
305,291,Personal,75315.23,7.39,2021-09-24,2025-09-23,Approved
306,292,Personal,456719.15,13.32,2025-01-23,2033-01-21,Closed
307,292,Auto,371233.46,9.33,2024-04-17,2026-04-17,Closed
308,293,Auto,267146.42,13.42,2021-02-21,2026-02-20,Rejected
309,293,Mortgage,176504.97,13.13,2021-06-16,2022-06-16,Approved
310,296,Business,369749.46,7.9,2021-05-10,2025-05-09,Ongoing
311,298,Mortgage,21770.03,9.39,2022-05-13,2032-05-10,Closed
312,299,Personal,92921.11,8.26,2023-06-09,2033-06-06,Rejected
313,301,Personal,433451.3,4.02,2021-02-19,2030-02-17,Closed
314,303,Mortgage,51173.61,11.07,2020-12-07,2030-12-05,Closed
315,304,Mortgage,108873.94,3.34,2021-12-14,2023-12-14,Rejected
316,304,Auto,362051.92,14.76,2020-09-19,2023-09-19,Closed
317,307,Auto,19046.86,6.46,2025-02-04,2027-02-04,Closed
318,308,Personal,213643.63,4.8,2021-05-19,2025-05-18,Approved
319,313,Personal,412271.39,11.91,2021-09-25,2024-09-24,Closed
320,313,Auto,342922.83,3.78,2020-10-18,2027-10-17,Rejected
321,314,Auto,398021.95,5.29,2024-11-30,2031-11-29,Rejected
322,314,Mortgage,364633.33,14.16,2020-09-24,2023-09-24,Ongoing
323,315,Auto,353519.26,6.54,2023-01-21,2024-01-21,Closed
324,318,Personal,200063.11,14.75,2021-05-13,2026-05-12,Approved
325,318,Personal,172877.55,10.86,2025-04-21,2030-04-20,Ongoing
326,320,Auto,452552.67,7.91,2023-08-19,2030-08-17,Approved
327,320,Business,399403.19,9.64,2020-07-21,2029-07-19,Ongoing
328,324,Business,361731.66,11.7,2023-07-20,2032-07-17,Ongoing
329,326,Personal,271758.42,14.75,2021-11-16,2028-11-14,Approved
330,326,Auto,233193.0,8.33,2021-11-14,2030-11-12,Closed
331,327,Auto,381470.04,13.47,2020-10-21,2021-10-21,Ongoing
332,328,Mortgage,352907.61,10.07,2022-12-04,2029-12-02,Ongoing
333,331,Personal,391501.11,13.28,2024-05-15,2032-05-13,Approved
334,332,Personal,332563.76,10.74,2024-04-28,2026-04-28,Ongoing
335,334,Auto,109282.65,10.39,2021-01-19,2031-01-17,Ongoing
336,337,Personal,279429.08,7.93,2021-02-23,2024-02-23,Ongoing
337,337,Business,29367.77,6.04,2023-08-03,2029-08-01,Ongoing
338,338,Business,173652.61,9.85,2021-03-19,2028-03-17,Approved
339,338,Mortgage,405662.36,7.29,2020-08-29,2028-08-27,Rejected
340,339,Personal,457476.31,9.6,2024-11-11,2034-11-09,Closed
341,339,Mortgage,406302.68,3.21,2021-10-05,2025-10-04,Approved
342,345,Auto,426252.84,6.2,2024-04-26,2029-04-25,Closed
343,346,Business,1555.01,4.36,2022-07-28,2027-07-27,Approved
344,347,Mortgage,39571.26,3.34,2022-02-10,2031-02-08,Approved
345,347,Auto,303628.66,4.97,2024-04-14,2028-04-13,Approved
346,348,Business,277575.89,11.18,2020-08-11,2021-08-11,Closed
347,349,Mortgage,467899.86,4.31,2020-12-13,2027-12-12,Closed
348,350,Personal,61186.8,8.95,2023-10-27,2025-10-26,Closed
349,351,Mortgage,79748.45,10.47,2024-02-01,2033-01-29,Closed
350,352,Auto,478161.33,5.17,2024-07-24,2032-07-22,Closed
351,352,Auto,158504.23,6.37,2024-05-03,2026-05-03,Rejected
352,353,Auto,212058.68,14.9,2022-04-18,2027-04-17,Rejected
353,353,Mortgage,290566.96,9.06,2020-08-09,2029-08-07,Rejected
354,356,Auto,481844.95,10.98,2024-01-11,2028-01-10,Ongoing
355,356,Mortgage,391712.88,13.27,2024-01-27,2025-01-26,Closed
356,358,Business,281554.26,5.15,2024-01-31,2031-01-29,Closed
357,358,Personal,146832.75,3.74,2021-08-23,2023-08-23,Rejected
358,359,Business,219716.94,4.12,2022-12-20,2023-12-20,Closed
359,360,Mortgage,244879.71,5.46,2022-07-04,2025-07-03,Closed
360,360,Mortgage,288682.57,11.72,2021-01-21,2023-01-21,Approved
361,361,Mortgage,24323.86,4.61,2024-09-11,2030-09-10,Approved
362,361,Mortgage,376572.36,14.08,2020-08-22,2027-08-21,Rejected
363,362,Auto,24316.07,10.88,2020-08-14,2030-08-12,Closed
364,362,Personal,270364.13,7.32,2021-09-29,2030-09-27,Approved
365,363,Auto,134009.58,11.66,2021-05-23,2022-05-23,Approved
366,364,Mortgage,328810.13,6.07,2021-04-28,2023-04-28,Approved
367,364,Personal,28955.43,11.26,2024-01-28,2030-01-26,Closed
368,365,Business,45950.96,12.12,2024-07-13,2034-07-11,Ongoing
369,365,Personal,70108.83,7.57,2024-01-14,2032-01-12,Approved
370,366,Mortgage,178146.19,10.41,2023-03-30,2033-03-27,Closed
371,366,Personal,167609.98,5.38,2024-07-31,2027-07-31,Rejected
372,367,Personal,43545.65,12.04,2023-03-18,2026-03-17,Approved
373,367,Personal,268719.39,12.52,2022-02-22,2027-02-21,Closed
374,368,Personal,314569.3,14.15,2021-05-20,2026-05-19,Rejected
375,368,Auto,360630.3,12.18,2024-04-05,2026-04-05,Closed
376,369,Business,376730.62,3.63,2025-04-29,2026-04-29,Approved
377,370,Personal,17102.81,8.72,2021-09-07,2030-09-05,Closed
378,370,Business,269398.28,4.77,2021-03-05,2025-03-04,Approved
379,371,Personal,228653.96,11.56,2025-04-30,2028-04-29,Approved
380,371,Auto,72237.69,9.34,2024-08-19,2032-08-17,Approved
381,374,Auto,187334.04,11.31,2021-10-11,2030-10-09,Ongoing
382,376,Auto,113359.19,12.96,2021-04-10,2024-04-09,Approved
383,380,Auto,173379.38,7.23,2022-01-08,2027-01-07,Ongoing
384,380,Auto,193340.43,12.46,2024-01-15,2026-01-14,Closed
385,381,Auto,86125.52,10.43,2024-08-13,2032-08-11,Rejected
386,381,Auto,80207.01,6.54,2022-10-06,2032-10-03,Rejected
