TransactionID,CustomerID,DeviceID,AppVersion,TransactionType,Amount,Date
74,28,3f3adddb-de44-498c-9c44-a9e0eaf31a42,2.0.1,TopUp,719.11,2023-08-18 02:23:35
75,28,2eac18e3-b08a-4a20-8996-3d4633bf9be5,2.0.1,QRPayment,379.66,2023-10-17 11:04:04
76,28,998c8ea3-f3bc-462d-9e35-56c3ff37a791,1.0.0,Transfer,674.73,2023-10-12 19:59:31
77,29,21643e73-b887-4048-a6d4-9487328f6e20,2.0.1,BalanceCheck,463.38,2024-03-29 02:33:47
78,29,4bf59004-b6bc-4fa3-871b-bef3a981aaff,2.0.1,BillPay,194.11,2024-10-24 20:44:17
79,29,62d0b8c1-b684-47fc-8b03-261672bc6407,1.2.0,BillPay,299.12,2023-12-22 19:26:02
80,29,3831551c-1dba-48b1-a6e1-7c6ce7619517,1.1.2,TopUp,549.98,2023-08-04 19:44:06
81,29,8724de04-ec22-403c-af91-eb6202c6cf8b,1.2.0,BalanceCheck,240.01,2024-12-15 00:01:31
82,30,fb493eac-b008-4e9a-a790-ac16c6cd24be,2.1.0,Transfer,950.63,2024-08-09 10:10:51
83,30,b11cb103-a90b-43e3-becd-5893119159ef,1.2.0,QRPayment,583.74,2024-09-14 03:15:41
84,30,6dd08dfd-ed84-4fe1-a239-78306262e7cd,1.1.2,QRPayment,86.04,2025-01-23 15:25:35
85,31,8e65252d-98e4-47a7-bd7d-85bdacb1cd7b,3.0.0,BalanceCheck,685.02,2023-07-02 22:07:34
86,32,33ce4901-5dd1-4c82-8dc5-540ea2f27b19,1.1.2,BillPay,604.93,2024-11-10 06:46:25
87,32,22635901-6167-44ab-b7a0-f3e1982cf54c,2.1.0,TopUp,440.41,2024-04-01 00:41:21
88,33,ca41b842-2496-43ed-8b22-ffd041ac2702,2.0.1,TopUp,33.79,2025-03-03 06:33:36
89,33,f32d02fa-67a7-431f-a01f-186f14cf4c33,2.1.0,QRPayment,795.4,2024-01-19 15:06:16
90,34,47a4f3be-2737-4d90-90a5-99573f6c5e45,1.2.0,TopUp,338.05,2023-07-22 04:00:15
91,34,5128b426-f7a5-4469-b3a2-fc1359504828,2.1.0,Transfer,414.82,2024-11-14 17:10:50
92,34,b378f4c9-07ed-42a0-813a-4e94a2561a28,1.0.0,BalanceCheck,177.48,2023-10-15 09:54:30
93,34,de230fa0-7b5b-4794-b7a7-07d98157a78c,2.1.0,BalanceCheck,643.99,2024-11-04 18:24:14
94,35,3f5e1c9f-0c57-4c67-9f0f-10f1a6b6557a,1.0.0,TopUp,385.34,2024-04-26 14:11:12
95,36,4b1dbba7-50a5-4c96-8914-62b7de97e39f,3.0.0,BalanceCheck,319.31,2024-05-19 14:23:10
96,37,5179c91b-ecb1-49c1-8d8a-74799f9f6533,1.2.0,BalanceCheck,167.84,2024-03-17 09:33:14
97,37,4339e9b9-e7a7-4208-8d03-05e707070198,1.0.0,BillPay,654.23,2024-09-27 08:48:52
98,37,feb99c6d-2bcb-4565-8654-fbed366563b1,2.0.1,Transfer,554.59,2024-03-06 12:12:19
99,37,287699be-be18-4669-953d-17548a6ba073,1.1.2,QRPayment,295.74,2023-12-16 22:23:46
100,37,ea8dd463-39d7-4db0-be10-4848c790b0a7,1.2.0,BillPay,964.81,2023-07-29 14:43:05
101,38,d50aa955-f248-49d0-9fe5-b065c9414f19,2.0.1,QRPayment,489.06,2023-07-17 09:57:59
102,39,2f002269-b049-42c9-b970-d60cb478b2ca,1.2.0,BillPay,108.1,2024-03-21 00:37:18
103,39,1a980a27-2f23-4e3e-a059-e2a0fc4f54da,1.0.0,TopUp,375.27,2024-07-19 15:10:10
104,39,b6315693-d829-411c-a891-80a5293c580b,3.0.0,Transfer,989.0,2024-07-05 00:53:39
105,39,2c2a4def-8072-4edf-a32b-9ebe166dd9a1,1.1.2,Transfer,350.73,2023-10-24 00:40:06
106,40,bbee5630-0c53-49b8-9501-708f5c463dbe,2.1.0,BalanceCheck,574.3,2023-07-23 19:55:32
107,40,9b32c7f2-e963-4e55-bec0-09f0eac92f1c,1.0.0,TopUp,251.33,2023-12-26 01:48:41
108,40,92106947-9951-4370-9fb5-c205b67fbcc4,1.1.2,QRPayment,58.69,2024-09-09 01:35:38
109,40,cf3bdfeb-f5fd-4a55-8db8-90836122d24b,3.0.0,Transfer,433.39,2023-08-22 10:27:22
110,41,2129ddde-a22d-4509-9d5a-edae028220ce,1.2.0,BalanceCheck,221.7,2023-11-28 13:54:30
111,42,f3c11bb6-8d39-4e55-a571-1e9ba1f9e2f3,2.1.0,Transfer,709.19,2023-07-22 02:32:59
112,42,fe8db308-b513-4e61-8e31-e62afa798a6d,2.1.0,Transfer,687.87,2024-12-04 21:34:56
113,42,d96c7338-f2e7-4843-ad67-51ddc226031d,2.0.1,BalanceCheck,28.15,2024-10-09 15:37:51
114,42,120ab9e4-f3b0-47e2-b9e2-36e664328ff4,3.0.0,QRPayment,363.75,2025-05-16 10:06:37
115,42,804defa8-f8e6-495d-b59d-f6f853973501,2.1.0,QRPayment,814.94,2023-10-04 11:24:41
116,43,d99ac67b-aa72-4361-be2e-64c582eef010,2.1.0,TopUp,622.87,2024-09-01 03:21:24
117,43,7f77cf00-81ea-470f-a718-f748fe5f99c5,3.0.0,TopUp,213.79,2023-07-03 07:53:05
118,43,d382bffb-0511-4a43-9950-b8f73ac89152,3.0.0,QRPayment,810.65,2024-09-27 06:33:33
119,43,c8174cb0-8155-435e-9b58-cac201641ae3,2.0.1,BalanceCheck,531.72,2023-10-22 14:58:50
120,43,fbafbcb7-951e-450c-a1a6-d7419435b0b1,2.1.0,BillPay,982.15,2025-03-30 02:16:59
121,44,eb32df52-b002-4246-a5d3-628078367dae,1.2.0,BillPay,278.86,2025-04-19 03:59:50
122,44,28a0917d-62d1-47ea-8805-89acd846d9a5,2.1.0,TopUp,845.78,2024-09-05 15:33:17
123,44,4e55a124-e6d3-43e9-bd14-70a272b08a98,1.2.0,BillPay,367.22,2024-05-02 19:40:18
124,45,1b86e3b0-886c-4d59-9c8e-7a4fa5846549,3.0.0,TopUp,161.03,2023-12-26 05:27:17
125,45,e3366d86-124f-4590-a6d2-a8ff6325dde6,2.0.1,QRPayment,654.31,2024-07-12 15:14:45
126,45,30aaab27-7b9b-48bf-8f6b-858153efe784,1.1.2,TopUp,43.97,2025-05-31 15:01:52
127,45,38fc88de-0868-4274-8c7d-eb7d88f11ff0,1.2.0,QRPayment,232.47,2025-02-03 05:29:23
128,45,5bc44c65-ceb6-43d5-84b1-24113fe2caab,1.0.0,QRPayment,919.34,2024-10-25 06:32:27
129,46,0a8ed25b-b378-43f7-b6ab-ba9a87ad084a,1.0.0,BalanceCheck,947.15,2025-04-15 13:51:47
130,46,f0185e4c-d500-416c-9ab1-fd5cdd8b8133,2.1.0,BalanceCheck,378.81,2024-04-22 20:22:00
131,46,bbe5659e-d7f1-4d4f-87ff-b1015b93075b,1.1.2,BillPay,372.17,2025-02-17 08:34:25
132,46,6d7cf11e-6a6b-44b4-b33a-f1a18faebd2b,3.0.0,TopUp,384.19,2024-07-18 12:49:47
133,46,a10dbdab-1320-4939-96a8-d461686cf1af,3.0.0,TopUp,351.22,2023-08-01 08:00:23
134,47,fc699840-e687-4bed-945c-c9107b22a8e7,2.0.1,Transfer,826.73,2024-01-25 01:52:36
135,48,1984dc76-2716-4600-8b50-f8bfb5db2e2d,1.2.0,BillPay,609.56,2024-04-01 13:18:54
136,48,c0c1889d-1f93-461c-ba3c-e2aa264cff61,3.0.0,QRPayment,395.13,2023-11-23 22:34:36
137,48,454b130a-6da6-4752-a585-eb93e0b4f73d,1.1.2,Transfer,894.34,2024-09-21 16:44:54
138,48,20a080e0-c0ed-4b61-80a0-91d25b93ca75,1.2.0,Transfer,919.62,2024-08-01 23:25:36
139,49,49929f86-82c1-47a6-8724-f18d73784e8b,3.0.0,TopUp,417.39,2025-01-02 14:38:48
140,49,5b23f354-9c24-4d46-bdf2-d78dfa2c5e13,1.2.0,Transfer,448.66,2023-08-28 18:49:17
141,50,ff70914b-e892-4efa-b18d-7c2e6003d2a6,1.2.0,BillPay,58.49,2025-03-25 12:40:11
142,50,ef9fe807-14ab-47de-add5-14de5144ac2f,2.0.1,Transfer,593.98,2025-05-11 21:56:37
143,50,f75b4937-60ae-4bad-a103-42a64fd93fce,2.0.1,BillPay,183.07,2023-11-22 09:40:46
144,50,4fd980c9-69c9-4d2e-aacd-931ce0c307f1,1.2.0,BillPay,96.26,2024-01-13 18:19:35
145,50,5fa1e7f6-48af-4ff4-8265-deadac2d738c,3.0.0,BillPay,373.27,2024-10-19 04:48:29
146,51,0363b215-7201-40d7-8df6-4ca808eb3620,2.0.1,QRPayment,42.99,2024-08-29 14:54:10
147,51,aff2fd0c-125a-4c47-a48a-4312f80d5b9d,2.0.1,Transfer,788.71,2023-08-03 15:15:03
148,51,15e24da8-b5f0-4611-9aad-023a9c136ea3,3.0.0,QRPayment,868.19,2023-09-02 23:39:24
149,52,3e971a39-8fde-4c51-abd2-b7c47461f3ac,1.0.0,TopUp,391.2,2024-11-11 06:49:10
150,52,2a916287-4b23-469c-b45c-1f612306e131,2.0.1,BillPay,963.69,2023-10-26 17:40:17
151,53,2bf97480-306f-4e52-97ea-939e8f2791f6,2.1.0,BalanceCheck,807.85,2024-02-28 13:21:23
152,53,bc2e6ed1-b935-4027-b894-75835a5b0beb,2.1.0,BillPay,118.63,2024-01-28 19:47:54
153,53,1c4d85cf-f2cd-4907-b2c5-272a9df69e1f,1.1.2,TopUp,141.98,2023-08-07 17:10:56
154,53,32a76664-3b93-4474-99c2-103d2f4fb880,1.2.0,QRPayment,233.02,2023-07-15 09:28:12
155,54,2041c3f8-4d43-4772-8dc9-c69330c92ca8,2.1.0,TopUp,946.82,2024-07-10 21:34:36
156,54,3b1a0478-a720-4b32-9ac4-f744299644d7,3.0.0,BillPay,284.65,2024-11-17 16:47:07
157,54,0fa4fc01-233f-4075-a33a-46b2de2e4e81,2.1.0,Transfer,755.41,2024-04-14 01:18:24
158,54,a82d30ce-61ba-450f-b495-d92d94390fe8,3.0.0,Transfer,335.09,2023-09-02 19:35:17
159,55,3576dff3-f891-4108-9283-df48683cdc55,2.0.1,QRPayment,251.88,2025-05-11 05:27:08
160,55,8919b6fe-fbab-4195-9146-b66b3bc590fe,1.2.0,TopUp,150.04,2024-07-13 19:04:08
161,55,51233fb6-0804-4d5a-b40a-3736a6343cd0,1.2.0,TopUp,778.47,2024-01-27 07:43:42
162,56,0e4d4b41-5af0-44e8-a25a-ecca13006189,1.1.2,BalanceCheck,30.85,2024-12-08 05:38:12
163,56,8848fa25-132b-4249-9e38-8da703ac7a04,1.2.0,BillPay,980.16,2023-08-10 18:53:49
164,57,dd417748-2193-49b9-b93d-636db16e0c2f,3.0.0,QRPayment,23.69,2025-02-01 00:46:30
165,58,518a9beb-707c-49d5-88e1-8d0ccf3255de,2.1.0,Transfer,453.29,2023-12-21 01:14:57
166,58,c024fed3-08ad-4620-ab30-4f7801744fdd,1.2.0,Transfer,863.28,2025-04-09 13:41:12
167,59,084199e8-9b5a-4a30-af18-800ecd858435,3.0.0,QRPayment,683.85,2023-11-01 20:15:20
168,60,a54d41f8-8379-42a4-81c2-c713b4861b4f,2.0.1,Transfer,530.9,2024-07-07 14:27:32
169,60,438f8b48-879c-40cf-9bc7-1c11b5d34586,1.2.0,Transfer,948.3,2024-01-10 08:48:14
170,61,b4ae7544-d7bb-46e1-acc1-42f11a5f63f5,2.1.0,Transfer,949.52,2024-09-20 06:00:41
171,62,ba3c6f5c-e6bd-49c5-8f04-6b39f19893be,1.2.0,BalanceCheck,1.15,2023-06-29 07:23:42
172,62,087fd6d4-7474-4ca7-b5c8-eac6a9a8a7f0,1.1.2,QRPayment,975.5,2024-01-28 06:24:28
173,63,7f54f302-35cc-4e31-bd17-ff3d5ea9aac6,1.2.0,Transfer,914.96,2025-04-19 14:43:11
174,63,06b7aa88-9e65-4572-a4af-3e6b9b9e05d3,1.2.0,TopUp,293.56,2023-08-11 13:15:28
175,64,fc910832-5026-4970-b36e-a56cd946c028,1.0.0,BalanceCheck,596.99,2025-02-22 15:03:40
176,64,46d4c683-b0f6-43af-9a33-b2709dd3490f,1.1.2,Transfer,577.55,2024-12-12 20:29:08
177,65,96471b6f-c94f-49aa-9cd1-9747a3595278,2.0.1,BalanceCheck,442.51,2024-05-11 01:48:00
178,65,48fe4d62-486e-4a76-9d43-be0ef12ab3f8,1.1.2,BalanceCheck,679.86,2024-02-28 13:42:01
179,65,286553b9-9c30-4264-b22e-f4a11d23d3a4,1.2.0,BillPay,869.63,2024-11-13 03:39:15
180,66,d0550d45-4507-4258-a1f3-18d45d3faa06,1.0.0,TopUp,475.29,2024-10-09 14:27:00
181,67,d1650eb6-16eb-40a3-af83-086d869e44b5,1.0.0,QRPayment,467.46,2024-02-28 11:50:09
182,68,a8f7777a-72b1-40d8-97f2-cc9edcc6d718,1.1.2,TopUp,426.2,2024-04-08 19:44:43
183,68,bc022686-60c2-43a9-9051-b9b48c5e12db,2.1.0,Transfer,836.98,2023-12-28 20:14:43
184,68,7b62bdb7-2270-4ba1-8acf-aac3b66a2485,1.2.0,TopUp,416.39,2024-11-17 18:35:19
185,68,b92154fc-d1f6-4139-9262-62d6568b5f33,1.2.0,QRPayment,334.0,2024-07-11 23:18:38
186,68,7b0ff6e1-413d-4ec2-b971-548c9b454482,2.1.0,BalanceCheck,292.45,2025-05-22 02:52:08
187,69,27dfbdd4-efc9-48b9-a224-259e12cc84cb,1.0.0,BalanceCheck,28.46,2024-04-26 05:44:37
188,69,5c5c0bd7-0c4d-442d-8087-4a6240c3155c,1.0.0,BillPay,217.52,2023-09-13 17:26:06
189,70,33f45583-072b-4969-97d2-4fb9bcd5cc7b,2.1.0,Transfer,562.07,2024-02-01 13:04:34
190,70,9734d2f2-c421-4e87-8fce-623648ca22f2,1.0.0,BalanceCheck,500.3,2024-11-07 07:40:02
191,70,ed8eb274-9eed-4657-9228-14825d7bedea,1.2.0,BillPay,563.15,2025-01-28 12:28:54
192,70,99722934-c87c-41cb-b757-435e6dd05b36,3.0.0,QRPayment,871.25,2025-06-21 18:10:22
193,70,059cce96-02b4-422f-964f-c4b00b72bdc2,1.2.0,TopUp,720.12,2024-09-12 09:49:44
194,71,5f4515d6-49f0-4019-8742-5d6a4d71e8f3,1.0.0,TopUp,319.72,2024-09-10 03:00:53
195,71,6d3f2fbb-ea85-493e-8a16-5cdc868498f9,3.0.0,Transfer,210.82,2024-02-24 20:38:06
196,71,82fb91ad-28cf-495e-afe7-122974204d4c,1.0.0,Transfer,657.77,2025-04-17 00:00:21
197,71,b769a892-91e8-46de-862c-f48d1f81a5d5,1.0.0,BillPay,217.32,2023-11-22 18:20:13
198,71,f7b573aa-0768-41ab-856a-8ded2257bc09,3.0.0,BalanceCheck,115.15,2023-10-03 17:55:34
199,72,0a780681-c21b-4ccf-84c5-0205d1776991,1.1.2,Transfer,741.14,2023-08-04 16:22:08
200,72,28b75dcc-ec11-4f7d-9797-d5a7e44d9113,1.1.2,BillPay,198.1,2024-04-30 19:17:13
201,72,6f4d15e9-14cc-4d7c-954d-3175cd3d0dce,1.1.2,Transfer,89.89,2024-09-21 22:52:14
202,72,d7792f08-32e5-41df-b456-3ddaf06d4a61,2.1.0,TopUp,623.82,2023-12-29 03:58:25
203,72,e4df074d-3cc8-4a34-84ef-412062c8e4d4,1.0.0,QRPayment,366.75,2024-11-19 12:06:12
204,73,46dbabd0-1910-4064-ab08-692f42163c0b,2.0.1,Transfer,257.3,2024-10-18 13:58:17
205,73,a98a96d6-5148-4157-a5b5-fdfdf06753f0,3.0.0,BillPay,683.34,2024-01-02 09:40:27
206,74,5343542b-daeb-4d2c-9472-02b115b5c75c,2.0.1,BillPay,602.27,2024-09-21 08:14:24
207,74,458c6aef-80fd-4148-90c2-cc8f6dfad6fb,3.0.0,Transfer,212.3,2025-02-18 03:46:27
208,74,b52fd320-1df7-4c1a-9854-4edb475d6cf7,1.1.2,BillPay,523.83,2023-12-20 22:46:21
209,75,9ac2bb67-4c81-4252-a394-576213127ca9,2.0.1,BillPay,724.58,2024-08-15 00:49:49
210,75,74cd1dcc-8d19-479f-967f-4e2cf3e1b6fe,3.0.0,QRPayment,394.21,2024-04-30 15:47:22
211,75,eb8e2561-0148-4d91-92b7-a96337d27ff0,3.0.0,QRPayment,429.0,2024-07-23 18:02:13
212,75,c2180a4f-9436-45b8-8fb3-cbaa22e98e16,2.0.1,QRPayment,365.14,2024-01-29 03:54:30
213,76,513995ce-7a48-4f06-b2f9-9d9cf2f67325,1.2.0,TopUp,769.44,2023-11-06 10:25:31
214,76,6760e9f1-87b4-4a72-8dbc-63e52c4e73d4,2.1.0,TopUp,158.92,2024-04-18 00:01:14
215,76,f4949801-98a8-48c3-be0e-65ba6901cf41,1.0.0,TopUp,93.0,2024-05-01 05:36:53
216,77,4062d1d3-913d-488e-8a30-a48d42f16c54,3.0.0,QRPayment,186.01,2025-05-15 11:58:42
217,77,7d562a74-15fc-4a0a-b702-41e5a978bab9,2.0.1,TopUp,457.12,2024-06-21 02:45:04
218,78,cc25166e-c87b-47c1-91de-2b11c7110045,1.2.0,QRPayment,202.26,2025-02-22 15:30:39
219,78,7a42f496-e087-4e69-90ac-08daa4ad53e6,2.0.1,Transfer,938.68,2025-06-04 14:51:55
220,78,4f1945f5-fa48-4ab9-886e-c1076c2f4544,1.1.2,BalanceCheck,856.51,2024-03-20 04:41:38
221,79,56f47d9f-d3bc-4866-8ec0-36377e25590b,2.0.1,Transfer,725.92,2023-09-26 19:53:46
222,79,20653a9a-cbe9-4040-91c5-3523c163e0fd,1.1.2,BalanceCheck,625.02,2024-06-25 11:05:16
223,80,38b1fc37-3dd1-4501-ab13-f07d522f798d,1.0.0,BalanceCheck,613.47,2024-08-18 17:51:15
224,80,04aea1a4-1450-4719-ae22-748b85623e12,1.1.2,BalanceCheck,641.35,2024-12-30 16:38:27
225,80,ce686690-5fe9-4109-abbe-3c918c894841,1.2.0,TopUp,430.49,2023-09-02 08:07:45
226,80,6bf4c8e9-1cf8-4875-8fca-53baf8be847f,3.0.0,BalanceCheck,688.03,2024-01-08 12:59:26
227,80,33d392ff-cca3-4387-8ca0-6ab1b70b27e9,1.2.0,Transfer,270.85,2024-11-29 01:11:53
228,81,f64ad689-d320-4882-b306-792e8c0fc4c4,1.2.0,Transfer,134.36,2023-11-06 16:54:04
229,81,5ea2a850-2642-4b99-906b-a658a1a10ed6,3.0.0,BalanceCheck,797.26,2024-08-26 01:09:04
230,82,2b34932e-4867-431f-9a67-4c72e28e132d,2.0.1,BalanceCheck,188.12,2025-06-02 13:52:44
231,83,5ac442fe-72a5-47fe-8d1d-5488687df30a,2.1.0,TopUp,246.56,2023-08-14 01:06:05
232,83,c6acc049-a18a-44a8-b8c1-b04fd0dae295,2.1.0,BalanceCheck,534.43,2024-12-18 01:51:54
