TransactionID,CardID,Merchant,Amount,Currency,Date,Status
135,604,Smith PLC,266.81,HRK,12/20/2023 7:11,Approved
136,68,"Cannon, Russell and Hester",2767.46,HRK,1/12/2024 5:07,Approved
137,745,"Ross, Ferguson and Sullivan",22.74,EUR,4/8/2023 5:40,Approved
138,178,Meyer-Gregory,2636,USD,10/31/2022 8:15,Declined
139,716,Harris Group,4759.44,USD,1/8/2024 11:59,Declined
140,557,Robbins LLC,4404.5,HRK,4/12/2023 1:43,Approved
141,640,Townsend-Cook,3416.3,HRK,1/18/2024 4:41,Approved
142,51,"Fisher, Smith and Morgan",4617.69,HRK,12/26/2022 8:30,Approved
143,649,Barnett-Miranda,2220.19,EUR,4/5/2024 7:20,Approved
144,249,Berry LLC,3852.72,EUR,8/7/2023 7:56,Approved
145,547,"Banks, Morales and Stewart",4581.37,USD,7/26/2022 4:17,Approved
146,144,Thomas Group,4925.3,HRK,5/12/2025 10:13,Declined
147,533,"Hanson, Browning and Martinez",338.57,HRK,9/26/2023 1:52,Declined
148,799,Mcmillan-Johnson,2297.03,HRK,10/7/2023 17:23,Declined
149,788,Williams-Phelps,2292.7,USD,2/27/2024 9:26,Declined
150,736,Cohen PLC,1105.34,USD,4/25/2024 12:51,Approved
151,358,"Webb, Meadows and Wilkerson",3406,USD,5/18/2024 5:21,Approved
152,9,Alvarez-Smith,4310.78,EUR,9/10/2022 5:15,Declined
153,208,Wilson LLC,3025.28,HRK,9/19/2024 2:45,Declined
154,143,Brown-Santos,477.85,HRK,9/9/2022 14:29,Approved
155,765,"Davenport, Davis and Burke",1545.58,HRK,12/17/2023 8:29,Declined
156,621,Hansen-Erickson,1167.74,EUR,5/12/2025 3:13,Declined
157,664,Schroeder LLC,148.76,HRK,11/28/2024 2:02,Approved
158,416,King Inc,4062.41,EUR,10/17/2024 2:38,Declined
159,707,Ryan-Butler,4334.54,HRK,10/7/2023 23:57,Declined
160,491,Dixon-Allen,1993.65,USD,6/26/2022 4:56,Approved
161,419,"Frazier, Blanchard and Jones",4634.55,EUR,8/1/2023 14:58,Declined
162,26,Green and Sons,443.47,HRK,5/4/2025 20:11,Declined
163,795,Johnson-Mitchell,3912.67,USD,5/6/2024 9:26,Declined
164,412,"Gilbert, Henderson and Rhodes",863.63,USD,2/28/2023 2:40,Approved
165,436,Young-Davis,2164.12,EUR,2/14/2025 19:56,Approved
166,584,Morrison-Green,3497.69,USD,10/22/2024 1:27,Declined
167,660,Molina PLC,1988.42,EUR,1/30/2024 19:41,Declined
168,174,"Salazar, Hartman and Johnson",940.37,HRK,2/23/2024 20:34,Approved
169,475,"Arnold, Hicks and Curtis",1460.71,HRK,2/20/2025 8:55,Approved
170,326,Ford PLC,2830.17,USD,7/19/2023 22:41,Approved
171,332,"Riley, Gonzales and Burnett",1710.29,EUR,9/3/2022 17:55,Declined
172,477,Gray Inc,765.71,EUR,3/19/2025 1:16,Declined
173,390,Simmons PLC,1485.45,HRK,10/8/2024 1:01,Approved
174,571,Faulkner-Martin,1849.94,HRK,3/23/2024 10:35,Approved
175,325,"Davis, Moyer and Douglas",151.48,USD,10/23/2024 18:37,Declined
176,128,"Davis, Lynch and Howard",3867.17,USD,2/24/2024 21:19,Declined
177,338,Mejia and Sons,2416.82,HRK,10/20/2022 21:45,Approved
178,586,Dunn-Ellis,354.51,USD,11/25/2022 10:13,Declined
179,406,"Malone, Mcdonald and Diaz",1757.84,USD,7/10/2023 17:58,Declined
180,83,Martin LLC,3243.19,EUR,12/5/2023 18:08,Declined
181,41,Lopez Inc,285.13,HRK,7/20/2024 2:04,Declined
182,793,Brown-Cruz,222.72,HRK,10/28/2022 14:53,Approved
183,269,Hanson-Davis,1352.5,HRK,1/2/2023 18:16,Approved
184,536,Beard Inc,4739.73,HRK,11/3/2024 1:45,Declined
185,358,Green Ltd,3199.06,USD,12/27/2022 6:55,Approved
186,658,Williams Ltd,88.22,USD,6/6/2024 22:37,Approved
187,19,"Larsen, Valdez and Newton",621.84,HRK,12/20/2023 20:26,Approved
188,349,Daniels-Jacobs,3169.93,USD,12/5/2022 11:15,Declined
189,641,"Kidd, Glover and Ho",185.46,EUR,4/14/2023 22:54,Approved
190,586,Bond LLC,3772.41,USD,2/6/2025 21:59,Declined
191,678,Hayes-Hamilton,3217.42,EUR,10/15/2024 16:47,Approved
192,186,"Estrada, Elliott and Jackson",814.44,USD,5/17/2024 19:14,Declined
193,620,Smith-Roman,1058.05,USD,8/11/2024 16:52,Approved
194,394,Phillips PLC,844.9,USD,3/30/2025 17:29,Approved
195,511,"Kramer, Vargas and Dixon",3196.5,USD,7/18/2023 11:09,Approved
196,268,"King, Davies and Dixon",3928.55,EUR,9/28/2023 11:39,Declined
197,143,Anderson-Zimmerman,1301.51,HRK,11/11/2022 7:36,Declined
198,373,Williams-Molina,1199.89,HRK,9/15/2023 18:10,Declined
199,26,Ramirez-Solis,3487.94,EUR,10/5/2024 19:43,Declined
200,707,"Meadows, Mosley and Johnson",464.65,HRK,8/14/2022 18:46,Declined
201,313,Pittman-Russo,1958.19,HRK,6/3/2023 2:27,Declined
202,418,"Boyer, Wells and Ferguson",3393.06,EUR,9/17/2024 3:11,Declined
203,51,Wilson-Adams,3603.2,HRK,3/11/2024 15:24,Declined
204,214,Castro and Sons,1812.63,EUR,4/10/2024 23:55,Declined
205,382,"Lucas, Strickland and Torres",1098.25,EUR,3/1/2023 21:35,Approved
206,288,"Carter, Taylor and Castillo",1907.18,EUR,7/28/2022 9:57,Declined
207,363,"Stewart, Obrien and Ray",4637.75,HRK,11/13/2022 3:00,Approved
208,683,"Barnes, Wilson and Long",3738.95,EUR,10/20/2024 23:45,Approved
209,304,Jackson-Williams,2810.01,USD,4/9/2023 19:28,Declined
210,671,"Joyce, Schmidt and Gibson",2737.43,EUR,11/16/2024 17:16,Approved
211,427,"Newton, Hernandez and Williams",4161.46,USD,6/30/2024 1:30,Declined
212,402,Kaufman-Peterson,4150.2,HRK,8/13/2022 22:57,Declined
213,247,Tran-Rose,775.52,HRK,10/26/2023 2:58,Declined
214,485,Garcia Inc,1827.77,EUR,5/25/2024 21:21,Approved
215,521,Pierce-Morris,4505.96,EUR,1/30/2023 2:35,Approved
216,163,Dean-Davis,3866.83,HRK,6/28/2023 3:35,Declined
217,790,Martinez LLC,4021.89,HRK,2/5/2024 19:21,Approved
218,673,Harrell and Sons,4146.46,EUR,1/10/2024 17:59,Declined
219,250,Wu-Morris,4356.98,HRK,11/24/2024 18:42,Declined
220,612,Jackson-Santos,3454.09,HRK,8/30/2023 7:14,Approved
221,365,"Ramos, Hubbard and Miller",123.78,HRK,8/15/2022 18:55,Declined
222,327,"Miller, Scott and Lopez",3999.55,EUR,5/10/2025 13:18,Approved
223,611,"Thomas, Burns and Martinez",878.47,EUR,8/14/2022 21:02,Declined
224,475,Walls-Martinez,830.1,USD,4/1/2024 14:42,Approved
225,469,Lewis-Stewart,989.38,USD,2/6/2023 23:22,Approved
226,581,Ball and Sons,233.16,EUR,1/21/2023 22:22,Declined
227,233,Peterson Ltd,4573.82,EUR,12/6/2023 8:41,Approved
228,605,Benitez-Garner,1577.09,HRK,9/6/2022 7:08,Declined
229,683,"Johnson, Miller and Cox",3146.28,HRK,6/7/2023 4:23,Approved
230,248,Espinoza-Hernandez,2813.33,USD,6/7/2025 15:14,Approved
231,432,Arnold-Stewart,692.85,HRK,11/22/2022 18:29,Declined
232,113,Jones and Sons,1774.97,HRK,3/27/2023 12:10,Approved
233,706,"Smith, Montoya and Campbell",3487.52,USD,7/9/2024 6:25,Declined
234,352,Harris Group,120.68,USD,12/18/2022 1:38,Approved
235,320,Peterson and Sons,1052.54,USD,10/31/2023 20:28,Approved
236,143,Tran-Washington,4544.73,HRK,2/28/2024 16:58,Declined
237,791,Brown LLC,3420.48,HRK,10/25/2024 11:44,Approved
238,230,Wright-Brewer,3754.23,HRK,7/30/2024 19:15,Declined
239,193,"Cohen, Hickman and Barnett",397.95,HRK,8/11/2023 12:08,Approved
240,115,Fischer-Rios,715.47,HRK,3/31/2025 4:14,Declined
241,590,Turner LLC,150.82,USD,3/28/2025 10:44,Declined
242,367,"Andrews, Lyons and Taylor",927.33,EUR,4/14/2025 7:29,Declined
243,153,Vasquez Group,2759.05,HRK,9/26/2024 20:02,Declined
244,188,Murray-Campbell,4031.59,EUR,5/24/2025 23:54,Approved
245,709,Ramirez PLC,260.31,EUR,11/9/2023 22:12,Declined
246,229,"Stevens, Moreno and Wise",2645.01,HRK,3/12/2024 7:43,Declined
247,357,Hunt LLC,1466.32,USD,4/2/2025 10:20,Declined
248,648,Henderson LLC,3784.21,USD,8/21/2024 2:45,Approved
249,599,Stewart-Cox,1164.59,USD,6/13/2025 9:11,Approved
250,489,Phillips-Blair,3329.48,EUR,6/3/2024 4:32,Declined
251,367,Andrade Ltd,1566.76,HRK,9/19/2022 20:00,Approved
252,706,Roth and Sons,2271.51,USD,3/6/2023 16:54,Declined
253,139,"Wu, Short and Caldwell",2372.16,HRK,2/15/2023 17:12,Approved
254,426,"Brown, Smith and Jackson",2280.86,USD,5/20/2024 16:02,Declined
255,257,"Li, Ward and Jackson",1929.43,USD,7/8/2024 23:25,Approved
256,684,Randolph-Wood,1590.72,EUR,11/29/2024 5:41,Declined
257,434,Torres Ltd,3597.11,HRK,7/3/2024 23:34,Approved
258,780,Brown Inc,2129.88,USD,1/30/2024 22:16,Approved
259,772,Snyder LLC,2124.45,HRK,2/20/2025 19:37,Declined
260,539,"Price, Morris and Peters",597.05,HRK,2/21/2024 13:47,Declined
261,402,"Delacruz, Ballard and Bryant",803.12,HRK,4/30/2023 10:16,Approved
262,435,Freeman Group,2857.24,USD,12/12/2022 22:55,Declined
263,247,Myers-Lewis,105.79,USD,12/2/2023 3:30,Declined
264,76,Garza and Sons,2181.95,EUR,2/23/2025 20:50,Approved
265,319,Porter-Church,1681.26,HRK,12/6/2022 0:03,Declined
266,739,Flores Ltd,3079.65,HRK,7/7/2022 21:47,Approved
267,129,"Sexton, Green and Smith",4572.33,HRK,8/13/2024 1:54,Declined
268,452,Harris-Medina,1141.68,USD,7/14/2022 11:15,Approved
269,779,Gonzalez-Sellers,1080.49,USD,8/2/2024 2:55,Approved
270,316,Andrews Group,2512.9,USD,12/15/2024 6:41,Declined
271,666,Ellis-Williams,765.51,USD,2/3/2025 1:28,Declined
272,623,Mccormick-Barnett,4080.47,EUR,6/7/2025 2:32,Declined
273,376,"Simpson, Carter and Olson",235.76,HRK,6/16/2024 5:02,Approved
274,567,"Collins, Miller and Sanchez",882.64,HRK,9/30/2023 12:39,Approved
275,110,Orr-Cook,1235.35,USD,1/7/2025 14:44,Declined
276,371,Chang-Griffith,3836.71,EUR,4/8/2024 16:30,Declined
277,478,Ballard Group,928.1,HRK,1/26/2023 0:51,Approved
278,113,Robinson Group,3593.09,EUR,4/30/2025 17:04,Approved
279,767,Rogers-Ray,1429.76,EUR,7/16/2023 21:48,Approved
280,88,Mullen-Ochoa,2609.08,HRK,3/24/2023 19:03,Approved
281,663,"Carroll, Bishop and George",1499.28,EUR,9/9/2024 6:20,Declined
282,231,Yang Ltd,4577.18,USD,5/1/2025 16:35,Approved
283,703,Cruz-Hale,3267.6,USD,10/4/2024 19:20,Declined
284,496,Jenkins Inc,597.92,HRK,11/18/2024 1:17,Approved
285,329,"Weiss, Calhoun and Hart",83.92,USD,9/21/2023 8:40,Approved
286,690,Taylor-Mcconnell,4680.96,HRK,3/11/2025 19:54,Approved
287,400,Salazar-Brown,4516.73,EUR,8/22/2024 12:24,Approved
288,463,Flores Group,1072.08,USD,3/24/2025 11:49,Approved
289,438,"Gutierrez, Terry and Johnson",710.57,HRK,11/2/2022 10:28,Approved
290,762,Franklin and Sons,272.61,HRK,2/24/2025 3:37,Declined
291,235,Costa-Robles,4101.38,USD,9/22/2022 12:30,Approved
292,101,Whitaker-Davis,2970.55,USD,2/18/2023 17:32,Declined
293,581,Burgess PLC,4499.96,EUR,12/11/2024 23:48,Declined
294,224,Collins and Sons,3398.59,EUR,11/14/2022 10:06,Declined
295,117,"Fox, Estes and Sullivan",3865.52,EUR,10/18/2024 8:54,Approved
296,579,Woods PLC,2571.65,EUR,12/25/2023 0:47,Declined
297,2,Hernandez and Sons,2213.14,EUR,9/1/2024 9:45,Declined
298,610,Ellis-Cook,3703.72,HRK,12/12/2023 17:11,Approved
299,383,Williams PLC,4317.63,USD,5/2/2023 6:11,Declined
300,281,"Lewis, Ferrell and Perez",1592.39,USD,8/18/2022 20:03,Approved
301,7,Stark-Kramer,659.01,HRK,8/8/2022 19:49,Declined
302,761,"Bell, Evans and Morris",4035.55,USD,9/17/2023 7:00,Declined
303,569,Massey PLC,3066.52,USD,4/24/2025 6:57,Declined
304,654,Jensen-Frazier,1734.37,USD,9/15/2023 1:03,Approved
305,609,"Hall, Rogers and Johnson",1584.46,EUR,5/29/2024 21:52,Declined
306,780,Alexander Ltd,1986.02,USD,1/19/2025 16:34,Approved
307,279,Morrison-Cross,47.5,HRK,12/16/2022 10:53,Approved
308,280,Valencia PLC,2043.39,HRK,6/28/2022 8:37,Declined
309,696,Larson-Wilson,1743.19,HRK,1/27/2025 4:52,Approved
310,550,"Thompson, Cain and Kent",3556.36,USD,4/19/2024 20:28,Approved
311,435,"Robles, Webb and Sparks",2710.81,USD,8/21/2022 21:35,Approved
312,78,Hahn Inc,4443.89,HRK,11/26/2022 13:13,Approved
313,458,Thomas Group,866.75,USD,9/30/2022 16:06,Declined
314,103,"Russell, Rodriguez and Hopkins",1222.2,EUR,1/10/2024 3:00,Declined
315,62,Reynolds and Sons,507.25,EUR,4/29/2023 2:14,Approved
316,153,Farmer Ltd,19.6,USD,8/19/2023 11:27,Approved
317,371,Montoya-Bradford,3981.49,USD,8/29/2023 14:08,Approved
318,790,Walton LLC,2753.12,USD,11/11/2023 17:28,Approved
319,771,"Hawkins, Johnson and May",3362.23,HRK,11/8/2023 2:55,Approved
320,742,"Campbell, Tucker and Gutierrez",3899.78,EUR,11/11/2023 11:25,Approved
321,426,"Hill, Johnson and Harris",4206.28,USD,3/3/2023 22:02,Approved
322,665,Malone Inc,4692.37,EUR,7/21/2022 20:50,Approved
323,756,Black Ltd,1904.98,USD,10/17/2022 6:41,Declined
324,768,Brown Group,2553.85,HRK,8/16/2022 19:50,Declined
325,664,Burns and Sons,2433.03,EUR,1/11/2023 23:24,Approved
326,48,Cannon Inc,218.5,EUR,2/1/2025 22:29,Approved
327,83,"Clark, Jackson and Dickson",1288.61,HRK,5/25/2024 22:51,Approved
328,800,"Greene, Wells and Marshall",256.52,EUR,1/31/2023 12:36,Approved
329,468,"Luna, Watts and Hutchinson",575.13,USD,4/19/2025 1:15,Declined
330,575,Smith LLC,1829.09,USD,9/30/2024 0:59,Declined
331,107,Harris-Allen,905.62,EUR,7/8/2023 17:07,Approved
332,542,Warner-Powers,1859.72,USD,2/26/2024 5:31,Approved
333,638,Gutierrez-Burton,1327.83,HRK,6/16/2024 11:27,Declined
334,371,Mathews Group,1301.41,EUR,9/25/2023 5:18,Declined
335,621,"Schmidt, Williamson and Bailey",2365.69,HRK,8/16/2022 21:52,Declined
336,353,Gomez Inc,1695.47,USD,10/7/2023 0:25,Approved
337,465,"Cole, Sutton and Miller",2141.79,USD,1/23/2024 14:08,Approved
338,450,Taylor-Zamora,2233.51,HRK,11/15/2022 21:10,Approved
339,705,"Wilson, Foley and Hicks",3777.47,HRK,10/14/2023 17:18,Declined
340,769,Crawford Group,711.13,EUR,7/29/2022 0:07,Approved
341,599,Salazar-Rodriguez,1775.11,USD,1/24/2023 20:41,Approved
342,760,Kirby-Sosa,2011.62,EUR,2/23/2025 12:52,Declined
343,557,"Cox, Reeves and Carney",1097.7,USD,1/29/2025 5:01,Declined
344,373,Arnold and Sons,2474.62,EUR,11/16/2024 8:24,Approved
345,201,"Thompson, Chambers and Trevino",2724.63,HRK,4/24/2023 16:27,Declined
346,766,Jones LLC,1436.05,USD,8/28/2024 14:52,Approved
347,747,Bowman Ltd,703.25,HRK,11/14/2024 2:18,Declined
348,684,Rich-Garza,1907,USD,6/1/2024 6:59,Declined
349,305,Reyes and Sons,3938.36,EUR,1/16/2025 18:03,Approved
350,507,Martinez-Roberson,2124.19,HRK,8/24/2023 13:32,Approved
351,1,Ward-Hunt,1487.8,HRK,9/17/2022 17:41,Approved
352,74,Jones-White,4028.65,EUR,11/23/2024 12:43,Approved
353,701,Lucero Ltd,1494.46,HRK,10/28/2022 11:07,Approved
354,384,"Cameron, Jackson and Mcneil",931.92,HRK,6/1/2024 16:27,Approved
355,116,"Newman, Lowe and Clark",3006.82,HRK,2/19/2024 18:53,Declined
356,213,Diaz-Griffin,4436.44,EUR,1/9/2024 23:37,Declined
357,491,"Bell, Acevedo and Tran",140.93,EUR,3/2/2024 11:46,Declined
358,321,"Moody, Lam and Murphy",1888.65,HRK,2/5/2025 2:31,Declined
359,608,"Rivers, Davis and Reid",2555.02,EUR,4/14/2025 9:57,Approved
360,222,Aguilar-Taylor,1890.14,HRK,3/18/2024 7:09,Approved
361,4,Johnson Group,146.39,HRK,2/7/2023 10:56,Approved
362,499,Velez and Sons,3416.14,HRK,5/19/2023 21:07,Approved
363,412,Goodwin-Ferguson,3646.04,HRK,4/25/2025 17:12,Approved
364,784,Rice-Gutierrez,1725.85,USD,9/18/2022 10:22,Approved
365,799,"Flores, Keller and Johnson",4774.96,HRK,12/15/2023 12:12,Approved
