InvestmentID,CustomerID,InvestmentType,Amount,ROI,MaturityDate
125,996,RealEstate,90894.23,19.76,2027-06-05
126,930,Crypto,22697.14,6.22,2027-09-02
127,829,Stocks,87259.78,-6.27,2027-07-18
128,202,Crypto,32098.65,3.84,2029-07-18
129,202,MutualFunds,36383.6,4.7,2030-04-05
130,202,Stocks,11256.89,10.06,2028-11-27
131,557,Crypto,95752.12,-0.86,2026-10-17
132,46,Bonds,13452.19,4.16,2026-09-05
133,229,Bonds,65945.12,7.84,2025-12-23
134,229,RealEstate,81505.48,1.12,2029-02-05
135,229,MutualFunds,17136.36,0.14,2029-07-15
136,181,Stocks,78420.37,11.12,2029-09-26
137,181,Crypto,13106.33,9.66,2029-11-04
138,803,Bonds,98678.68,15.48,2029-07-19
139,299,Crypto,40795.54,18.49,2028-12-26
140,884,Bonds,75534.17,18.3,2030-01-26
141,558,Bonds,88373.89,-9.44,2025-11-18
142,558,RealEstate,5292.98,1.08,2028-05-24
143,709,RealEstate,8910.97,17.53,2027-05-15
144,709,Stocks,22234.65,12.47,2027-08-06
145,327,MutualFunds,62760.33,10.14,2028-12-11
146,327,Bonds,19178.66,-9.03,2029-01-23
147,1000,Stocks,17407.68,15.6,2029-02-20
148,1000,Stocks,29572.49,10.04,2029-09-12
149,577,RealEstate,6804.28,-6.34,2030-06-17
150,577,Crypto,90477.23,-2.0,2026-12-22
151,577,Stocks,71206.65,-0.83,2027-12-26
152,24,Crypto,51831.79,11.32,2029-05-22
153,24,MutualFunds,28101.93,-4.48,2027-06-18
154,24,RealEstate,13112.13,-8.79,2027-02-28
155,1,RealEstate,17263.3,0.16,2028-04-27
156,1,RealEstate,73792.99,17.54,2026-11-19
157,206,RealEstate,55741.43,-4.73,2028-06-12
158,411,MutualFunds,41150.37,17.26,2028-09-17
159,411,Crypto,64644.47,11.72,2027-09-29
160,865,Crypto,58746.42,17.03,2028-06-07
161,865,Stocks,47794.55,16.13,2029-09-11
162,250,MutualFunds,31412.21,5.4,2026-04-10
163,527,MutualFunds,61011.77,0.42,2028-03-09
164,527,Crypto,82342.5,5.12,2027-04-22
165,527,MutualFunds,87987.56,19.37,2028-06-07
166,459,Bonds,45590.1,11.69,2026-08-01
167,459,Bonds,7869.95,-9.16,2027-04-16
168,459,Bonds,14777.43,13.06,2026-02-09
169,716,Crypto,6174.26,-5.64,2030-01-21
170,716,Bonds,40213.27,14.46,2027-12-23
171,95,MutualFunds,73659.23,-9.26,2027-08-17
172,272,Crypto,82833.62,-5.89,2030-01-05
173,272,Crypto,51170.06,-9.93,2027-04-08
174,624,Stocks,42322.87,-7.75,2028-07-11
175,624,RealEstate,54579.21,-8.22,2026-12-25
176,624,MutualFunds,6827.57,10.77,2028-09-15
177,311,Bonds,30431.91,-3.26,2026-03-31
178,571,Crypto,50631.12,10.24,2030-03-04
179,293,Crypto,82985.17,9.79,2030-04-28
180,230,RealEstate,1752.86,2.63,2028-05-01
181,313,Crypto,96544.88,11.67,2029-08-19
182,313,RealEstate,31754.77,-4.14,2029-06-15
183,313,Stocks,61620.39,-2.94,2029-08-10
184,904,Crypto,68761.76,8.29,2029-07-17
185,904,MutualFunds,46748.29,19.02,2026-01-30
186,289,RealEstate,2890.28,11.86,2026-06-27
187,289,RealEstate,47201.97,8.78,2028-02-12
188,98,MutualFunds,50161.02,5.07,2026-12-12
189,98,Crypto,41848.92,-1.86,2030-02-07
190,744,Stocks,97248.39,10.26,2026-07-29
191,744,MutualFunds,67438.7,7.1,2029-12-06
192,744,MutualFunds,59368.29,-6.71,2028-10-05
193,425,MutualFunds,75820.72,-1.0,2027-03-25
194,425,Stocks,94705.24,10.04,2026-04-03
195,89,MutualFunds,79738.68,-7.39,2029-02-09
196,728,Bonds,21029.85,15.15,2027-12-07
197,728,RealEstate,43919.84,10.34,2028-09-28
198,728,Stocks,55442.46,-9.71,2026-07-08
199,766,Crypto,73101.18,2.63,2028-11-09
200,766,Stocks,81002.66,-4.25,2028-02-08
201,766,Bonds,87005.97,-7.8,2029-09-24
202,529,MutualFunds,59380.31,-5.66,2029-09-28
203,430,Bonds,67184.49,2.04,2029-07-23
204,430,MutualFunds,67524.57,0.42,2028-03-02
205,781,Bonds,84193.0,19.45,2028-01-21
206,781,Stocks,51526.26,-8.65,2027-09-23
207,781,RealEstate,59618.56,14.76,2030-01-08
208,165,Stocks,22898.64,3.92,2026-11-17
209,165,Bonds,69840.85,1.86,2026-12-25
210,165,Bonds,68290.5,1.89,2027-09-09
211,929,Bonds,58155.5,-6.86,2030-05-04
212,929,Stocks,22725.56,-1.64,2029-02-14
213,191,MutualFunds,21266.19,-7.51,2029-03-02
214,191,Stocks,91927.03,14.46,2027-04-27
215,697,Bonds,62017.16,16.07,2027-01-05
216,697,MutualFunds,26833.15,17.53,2027-04-18
217,480,Bonds,51850.53,11.6,2028-10-14
218,480,RealEstate,52641.35,-0.63,2029-02-14
219,480,MutualFunds,64737.81,-1.27,2027-07-24
220,268,Stocks,48802.99,19.67,2028-10-20
221,268,Bonds,55058.22,9.89,2027-04-13
222,759,MutualFunds,37885.34,-3.52,2027-08-04
223,644,RealEstate,74912.2,-1.95,2026-06-19
224,845,Crypto,5640.42,-2.24,2029-02-01
225,845,Stocks,52676.31,-1.86,2028-11-29
226,845,RealEstate,20164.93,-7.12,2030-01-22
227,433,RealEstate,21675.46,7.87,2029-02-03
228,11,Crypto,85919.38,9.87,2027-01-26
229,11,RealEstate,91247.36,5.15,2027-03-23
230,11,Stocks,43971.75,16.9,2028-05-08
231,53,RealEstate,16326.67,14.5,2027-08-17
232,53,RealEstate,62405.09,17.98,2026-06-14
233,469,MutualFunds,87241.72,0.55,2026-03-28
234,174,MutualFunds,50440.35,8.93,2026-04-17
235,174,Stocks,46481.87,7.26,2030-06-21
236,604,RealEstate,79278.8,14.72,2026-07-08
237,862,MutualFunds,12866.84,14.41,2027-05-20
238,862,Bonds,68839.73,16.76,2029-06-27
239,579,RealEstate,70932.51,9.9,2029-01-04
240,475,Stocks,71786.48,10.57,2026-09-17
241,510,Stocks,71664.97,14.25,2029-02-28
242,941,Bonds,99454.6,11.19,2029-04-25
243,458,MutualFunds,62719.55,8.27,2029-11-10
244,458,Crypto,36997.69,19.07,2029-12-01
245,458,RealEstate,58332.52,11.3,2029-02-25
246,364,Crypto,10675.06,3.94,2029-02-23
247,455,RealEstate,50389.23,-3.4,2028-10-13
248,455,MutualFunds,95784.8,-3.22,2029-09-20
249,455,Bonds,35140.93,-3.01,2027-12-25
250,350,Bonds,18034.58,4.73,2028-08-31
251,350,Crypto,13165.98,1.66,2026-03-12
252,350,Stocks,60471.4,-6.96,2028-03-13
253,337,RealEstate,34205.84,16.82,2026-10-04
254,337,RealEstate,3885.08,-1.47,2029-02-02
255,96,MutualFunds,69805.15,3.65,2028-04-19
256,96,Stocks,77307.34,2.78,2029-02-05
257,96,MutualFunds,20767.02,17.13,2030-06-16
258,82,RealEstate,24928.3,1.67,2027-09-15
259,122,RealEstate,96148.14,13.81,2026-11-25
260,122,Crypto,84681.7,8.1,2029-05-23
261,881,MutualFunds,47486.57,5.5,2030-04-03
262,881,Stocks,81870.35,9.76,2028-09-20
263,881,RealEstate,36280.25,14.25,2029-06-14
264,442,Bonds,43099.29,9.12,2029-08-19
265,442,Bonds,15938.65,3.85,2029-06-08
266,290,Stocks,42469.32,-0.58,2026-11-02
267,290,RealEstate,41992.73,17.66,2027-03-29
268,290,Crypto,77741.89,10.38,2027-04-18
269,679,MutualFunds,5057.79,-7.15,2027-12-08
270,679,Crypto,98460.16,-7.95,2029-12-04
271,34,RealEstate,12129.11,17.83,2029-07-06
272,34,RealEstate,50736.93,5.84,2028-03-18
273,771,MutualFunds,5064.61,-9.84,2027-09-06
274,771,Stocks,76901.42,5.51,2029-02-23
275,771,Stocks,60361.44,-7.98,2026-03-10
276,944,Bonds,78504.33,3.36,2029-05-01
277,944,MutualFunds,58813.18,12.21,2030-02-03
278,944,MutualFunds,96780.57,10.59,2030-04-02
279,203,Stocks,67497.49,4.75,2030-05-09
280,203,Stocks,4326.18,9.88,2029-04-07
281,634,Crypto,72006.48,-2.96,2026-03-14
282,57,MutualFunds,13497.67,-9.48,2028-10-01
283,57,Stocks,66076.64,17.17,2025-11-21
284,57,MutualFunds,84121.71,4.1,2028-06-19
285,931,Stocks,18598.46,13.86,2027-01-25
286,931,Stocks,32602.79,8.14,2029-10-23
287,597,Bonds,20534.22,-8.93,2025-10-31
288,730,Crypto,80231.25,10.82,2027-01-27
289,523,MutualFunds,98296.65,10.1,2028-03-14
290,164,Stocks,90607.75,-9.44,2027-03-20
291,164,RealEstate,49894.9,2.53,2028-02-20
292,567,MutualFunds,73070.57,19.47,2028-07-06
293,567,Crypto,79544.24,5.07,2027-02-17
294,567,RealEstate,92942.78,-0.77,2029-04-22
295,912,Bonds,42224.24,-5.37,2026-06-25
296,912,Stocks,38584.6,13.65,2027-12-04
297,714,RealEstate,17236.39,-6.3,2029-05-18
298,714,Bonds,27179.18,2.66,2027-04-19
299,492,RealEstate,8525.62,9.8,2029-09-06
300,767,RealEstate,37094.46,-7.31,2027-07-21
301,767,Crypto,70872.61,0.96,2027-05-22
302,308,MutualFunds,88170.67,3.4,2026-04-29
303,397,RealEstate,39449.51,3.35,2029-07-05
304,474,Stocks,30720.12,0.87,2026-07-17
305,474,MutualFunds,31349.03,6.58,2029-04-02
306,474,Stocks,14306.14,14.24,2025-12-14
307,655,Bonds,95906.14,3.07,2030-02-10
308,779,MutualFunds,85135.87,-3.71,2028-03-28
309,779,MutualFunds,16837.12,-1.5,2026-01-24
310,252,RealEstate,39149.31,-2.93,2026-06-23
311,252,Crypto,11795.69,19.06,2025-11-16
312,502,Stocks,95189.71,0.34,2028-05-09
313,502,RealEstate,50653.39,-8.5,2026-08-13
314,502,RealEstate,50974.86,-5.99,2028-08-02
315,746,Bonds,86390.21,12.22,2027-06-16
316,746,Crypto,46638.12,18.66,2029-11-15
317,312,MutualFunds,29485.52,-8.99,2026-11-21
318,312,Stocks,20475.17,-1.27,2027-09-13
319,312,MutualFunds,4125.19,3.6,2025-11-13
320,591,MutualFunds,5043.15,8.53,2027-06-30
321,620,RealEstate,17162.99,-5.37,2025-11-28
322,620,Bonds,5213.94,19.33,2026-05-28
323,901,Bonds,13356.02,8.06,2026-08-20
324,901,Stocks,45333.96,-4.94,2027-02-05
325,832,Stocks,35315.11,-9.21,2027-01-03
326,832,MutualFunds,61173.21,-6.5,2028-11-22
327,832,MutualFunds,59052.55,-8.34,2029-06-27
328,15,Crypto,23690.6,-7.1,2029-06-18
329,858,Bonds,52931.17,15.8,2030-04-28
330,858,MutualFunds,30179.03,14.68,2026-12-14
331,72,Stocks,18778.02,10.75,2026-10-21
332,889,Crypto,27730.25,18.09,2029-11-27
333,889,RealEstate,71413.06,-3.93,2027-08-24
334,889,Stocks,81317.41,12.04,2030-03-27
335,639,RealEstate,90923.88,13.0,2027-10-10
336,639,RealEstate,92776.99,14.16,2030-06-03
337,65,Stocks,63649.86,-0.36,2027-12-26
338,511,RealEstate,33471.05,18.74,2030-05-21
339,56,MutualFunds,87705.13,7.46,2028-05-14
340,56,Crypto,69667.87,-5.03,2028-05-04
341,56,RealEstate,66280.17,17.68,2029-07-11
342,935,Crypto,65816.39,-1.02,2029-11-09
343,935,Crypto,14951.12,3.56,2028-05-30
344,935,Stocks,25010.5,1.94,2025-12-28
345,902,MutualFunds,13365.88,9.54,2029-08-24
346,341,RealEstate,62464.84,14.22,2026-08-22
347,341,Stocks,27464.39,7.67,2026-04-12
348,341,RealEstate,48602.16,18.98,2029-09-22
349,499,MutualFunds,96501.53,1.56,2027-05-16
350,704,RealEstate,96197.14,10.59,2026-05-28
351,704,RealEstate,74371.38,8.08,2030-03-27
352,704,MutualFunds,11108.66,19.05,2027-09-22
353,453,MutualFunds,63904.67,-4.51,2029-06-27
354,453,Stocks,31353.16,14.14,2029-04-27
355,453,RealEstate,2806.72,-3.96,2028-07-06
356,880,MutualFunds,69936.31,13.47,2026-01-20
357,175,Stocks,63885.88,16.59,2026-01-01
358,175,Bonds,31980.49,10.6,2027-03-16
359,127,RealEstate,67450.38,6.74,2027-03-25
360,99,RealEstate,26717.67,9.67,2027-02-27
361,99,MutualFunds,13840.07,-0.02,2027-03-30
362,21,Crypto,35308.39,-2.88,2026-08-07
363,21,Crypto,21038.48,-7.22,2027-10-07
364,498,RealEstate,62575.0,15.79,2027-01-21
365,498,RealEstate,71260.14,9.54,2025-12-15
366,656,MutualFunds,94524.46,4.49,2027-06-21
367,968,Stocks,65346.1,2.2,2030-03-26
368,968,Crypto,50523.11,3.36,2029-01-13
369,968,Bonds,56537.16,8.71,2027-08-07
370,485,RealEstate,65072.12,-9.51,2026-03-09
371,485,Bonds,41880.93,7.85,2025-09-23
372,965,RealEstate,82061.77,-0.16,2027-03-17
373,965,RealEstate,88337.64,-2.94,2025-10-17
374,885,Bonds,78466.74,10.07,2030-05-04
375,780,RealEstate,57745.08,5.69,2028-10-19
376,780,Bonds,16362.33,19.15,2028-01-24
377,780,RealEstate,41617.59,4.84,2027-08-05
378,259,MutualFunds,18898.64,8.57,2027-08-22
379,259,Stocks,61804.41,6.15,2028-12-31
380,259,RealEstate,66311.08,16.16,2030-03-16
381,355,MutualFunds,43784.62,4.69,2028-02-18
382,355,Bonds,5014.71,0.97,2028-05-31
383,355,Stocks,4337.12,5.4,2026-09-15
384,925,Bonds,40296.35,-0.57,2028-09-09
385,925,MutualFunds,42185.3,6.82,2028-02-21
386,925,Stocks,82509.11,-2.95,2028-06-14
387,543,MutualFunds,13573.42,-4.9,2027-06-02
388,796,Stocks,5696.12,4.2,2026-04-19
389,796,RealEstate,80046.35,15.31,2028-01-22
390,187,Crypto,21967.29,-5.12,2029-01-16
391,643,RealEstate,95611.3,-2.18,2029-02-19
392,643,Crypto,64174.37,9.44,2027-04-05
393,643,Bonds,45995.6,-3.76,2029-05-30
394,678,MutualFunds,93906.93,7.89,2029-08-05
395,605,MutualFunds,67011.58,-7.46,2029-10-15
396,605,Crypto,49951.96,18.7,2027-03-10
397,605,Crypto,46814.57,-1.03,2029-10-09
398,713,MutualFunds,80688.93,-7.1,2026-10-10
399,713,Stocks,88763.12,14.0,2029-02-02
400,159,RealEstate,53704.55,8.12,2029-01-18
401,159,Bonds,20591.89,-7.7,2025-10-10
402,720,MutualFunds,49567.96,-6.82,2025-11-27
403,720,RealEstate,81169.74,13.87,2026-05-11
404,658,Bonds,85877.31,3.54,2027-08-14
405,613,RealEstate,43295.41,-3.62,2029-06-21
406,613,Stocks,29352.63,11.25,2026-04-07
407,606,Crypto,50819.89,18.54,2030-02-18
408,606,Crypto,35257.97,14.87,2029-03-20
409,17,Bonds,43982.7,-7.2,2025-10-11
410,17,MutualFunds,33236.79,-5.87,2027-05-07
411,599,Bonds,63516.65,11.54,2027-11-20
412,599,RealEstate,35285.41,-2.47,2026-09-16
413,326,Bonds,25331.19,11.03,2029-10-16
414,326,Crypto,30595.57,-2.97,2027-09-16
415,326,RealEstate,33935.82,3.64,2029-07-19
416,952,Bonds,7199.24,15.54,2030-06-15
417,952,Bonds,29627.14,-8.83,2026-05-23
418,192,Stocks,80860.57,17.15,2027-04-28
419,192,Bonds,66646.77,16.17,2030-03-27
420,422,RealEstate,34178.17,-0.09,2027-07-23
421,535,Stocks,63986.65,-2.18,2027-01-09
422,535,MutualFunds,26135.71,8.6,2027-06-27
423,535,Stocks,23071.24,11.96,2030-02-01
424,493,Crypto,61375.54,3.03,2028-09-03
425,493,Bonds,83449.12,13.31,2028-05-31
426,138,Stocks,38112.31,-8.35,2026-11-30
427,138,Crypto,22989.84,-7.49,2027-02-03
428,255,Crypto,97039.78,16.99,2027-05-10
429,255,Bonds,20317.89,3.09,2029-08-29
430,35,RealEstate,54140.61,18.91,2026-10-02
431,35,Stocks,67936.78,14.19,2027-06-05
432,421,RealEstate,94075.38,-2.25,2027-09-15
433,421,RealEstate,65307.59,8.02,2026-08-15
434,421,RealEstate,83620.37,14.53,2028-06-15
435,291,Crypto,32249.73,0.4,2027-06-14
436,291,Stocks,87098.25,0.37,2026-07-28
437,291,Stocks,29205.59,6.26,2028-10-31
438,157,Crypto,97803.22,-3.7,2030-01-08
439,92,Bonds,87166.49,15.8,2029-12-26
440,92,Crypto,44816.45,18.98,2029-01-18
441,860,Crypto,36882.74,18.76,2029-08-31
442,860,Bonds,99503.11,0.06,2025-10-15
443,860,RealEstate,77046.34,2.62,2026-08-06
444,721,RealEstate,84438.46,1.95,2025-11-19
445,721,Crypto,40609.03,0.85,2030-06-10
446,319,Bonds,47650.58,-3.15,2026-06-16
447,26,Stocks,4197.36,6.08,2029-05-04
448,26,RealEstate,6442.56,14.95,2025-09-27
449,26,RealEstate,91350.46,1.68,2030-02-14
450,685,MutualFunds,94102.64,6.06,2029-11-20
451,685,Bonds,72086.03,13.72,2027-03-22
452,685,RealEstate,83379.81,-7.65,2030-06-21
453,30,RealEstate,18752.82,5.24,2029-02-15
454,30,Bonds,71083.51,-9.11,2029-02-17
455,323,Bonds,9336.38,4.42,2028-03-19
456,718,RealEstate,44929.39,4.44,2029-11-23
457,718,RealEstate,52229.32,-1.24,2027-09-01
458,125,Bonds,12677.18,18.09,2029-08-28
459,125,RealEstate,3726.77,3.73,2028-08-05
460,125,Crypto,32204.2,9.19,2028-10-22
461,812,Bonds,94223.42,6.07,2027-11-05
462,812,MutualFunds,67784.72,9.91,2027-09-30
463,285,Crypto,27970.07,-6.41,2026-06-12
464,285,Stocks,84390.66,-9.15,2027-03-16
465,285,Crypto,65217.84,-4.29,2027-12-10
466,989,RealEstate,46161.85,-4.86,2027-08-07
467,938,MutualFunds,92526.93,13.78,2027-06-03
468,938,Stocks,1914.46,-8.44,2028-05-11
469,938,Bonds,18434.41,7.77,2029-05-10
470,204,MutualFunds,59464.74,10.96,2029-11-13
471,204,Bonds,51116.42,19.02,2029-06-23
472,204,MutualFunds,57520.81,4.41,2027-07-29
473,537,Stocks,41173.58,1.04,2029-11-01
474,537,RealEstate,3286.98,14.22,2026-02-26
475,857,Bonds,87390.37,-7.47,2029-06-24
476,857,Bonds,21944.5,-8.61,2026-03-08
477,857,Crypto,55682.21,0.17,2028-01-09
478,301,Stocks,35936.73,10.21,2028-01-03
479,301,MutualFunds,31862.66,10.78,2029-12-20
480,301,Stocks,17389.41,-8.68,2027-06-14
481,148,Stocks,20965.43,16.45,2026-01-25
482,242,Bonds,27368.7,0.77,2027-10-28
483,242,MutualFunds,62363.56,-3.08,2026-03-13
484,242,Bonds,97325.51,-5.34,2026-10-06
485,233,MutualFunds,87779.66,8.62,2026-01-18
486,233,RealEstate,76527.49,-8.88,2028-12-11
487,233,Bonds,26318.44,-1.36,2029-01-24
488,217,Crypto,98890.4,-2.12,2029-05-21
489,217,RealEstate,29745.93,12.1,2028-11-04
490,217,RealEstate,68666.38,-2.72,2027-02-11
491,322,Crypto,41239.62,12.71,2028-12-16
492,322,Crypto,69060.12,8.19,2025-10-16
493,843,Crypto,93617.89,5.65,2026-11-12
494,843,Bonds,79458.34,2.36,2026-06-24
495,688,Stocks,57143.83,-9.41,2026-05-05
496,576,Crypto,86590.71,4.46,2026-08-24
497,576,MutualFunds,69125.98,3.89,2027-08-17
498,223,Crypto,67090.87,5.18,2027-03-26
499,223,RealEstate,35417.62,5.9,2025-11-27
500,223,MutualFunds,16820.31,13.88,2029-07-17
501,270,Crypto,87285.71,-4.53,2027-01-24
