TransactionID,MerchantID,Amount,PaymentMethod,Date
63,5,7737.94,QRPay,2025-03-29
64,5,8548.0,MobilePay,2025-01-25
65,5,6759.53,QRPay,2025-06-09
66,5,1247.76,QRPay,2025-05-23
67,6,1477.45,BankTransfer,2025-06-02
68,6,4184.02,MobilePay,2025-01-28
69,6,3428.27,Card,2024-12-27
70,6,7523.25,BankTransfer,2025-01-15
71,6,8246.11,MobilePay,2025-03-02
72,6,4952.74,QRPay,2025-04-19
73,7,6769.44,Card,2025-01-11
74,7,9550.51,QRPay,2025-06-20
75,7,9703.39,Crypto,2025-02-18
76,7,5488.13,Crypto,2025-02-27
77,7,5742.07,BankTransfer,2025-05-26
78,7,120.53,Card,2025-04-09
79,7,3225.57,QRPay,2025-03-15
80,7,1875.2,BankTransfer,2025-05-08
81,7,9369.82,Crypto,2025-01-05
82,8,6076.54,Card,2025-04-05
83,8,9940.47,MobilePay,2025-02-16
84,8,4906.69,Card,2024-12-23
85,8,2629.31,MobilePay,2025-02-07
86,8,8613.87,QRPay,2025-05-28
87,8,5585.43,BankTransfer,2025-04-09
88,8,7004.63,MobilePay,2025-05-03
89,8,5827.77,MobilePay,2025-05-05
90,8,7155.07,BankTransfer,2025-03-19
91,8,8488.46,Card,2025-06-16
92,8,5655.72,QRPay,2025-01-29
93,8,9945.1,Card,2025-03-04
94,8,5371.78,Card,2025-03-29
95,8,8743.86,QRPay,2025-06-12
96,8,3857.4,BankTransfer,2025-02-20
97,9,7359.84,QRPay,2025-06-03
98,9,6151.29,MobilePay,2025-05-22
99,9,6601.28,QRPay,2025-05-12
100,9,5696.34,QRPay,2025-03-01
101,9,4451.23,MobilePay,2024-12-25
102,9,7170.13,Card,2025-05-09
103,9,6368.94,Card,2024-12-25
104,10,7160.22,MobilePay,2025-03-14
105,10,7738.63,Crypto,2025-03-04
106,10,3202.42,MobilePay,2025-01-09
107,10,7041.77,QRPay,2025-02-10
108,10,5394.03,MobilePay,2025-05-09
109,10,2320.98,MobilePay,2025-06-14
110,10,4923.05,Crypto,2025-03-24
111,10,332.23,Crypto,2025-02-02
112,10,2512.74,Crypto,2025-04-15
113,10,8206.76,QRPay,2025-05-30
114,10,7356.89,MobilePay,2024-12-26
115,10,6035.35,MobilePay,2025-04-26
116,10,4410.31,Card,2025-04-04
117,10,729.64,Card,2025-06-01
118,10,3921.94,BankTransfer,2025-03-21
119,11,1508.01,QRPay,2025-02-15
120,11,34.55,BankTransfer,2025-01-10
121,11,6881.39,MobilePay,2025-04-02
122,11,99.32,BankTransfer,2025-01-28
123,11,4590.84,MobilePay,2025-04-24
124,11,5503.62,Card,2025-05-29
125,11,3381.98,QRPay,2025-04-22
126,11,3201.21,Crypto,2025-04-25
127,11,5877.78,Card,2025-04-28
128,11,6368.39,Card,2025-01-25
129,11,736.13,MobilePay,2024-12-26
130,11,8031.56,MobilePay,2025-03-16
131,12,3601.31,MobilePay,2024-12-29
132,12,6655.07,Card,2025-02-11
133,12,6117.69,QRPay,2025-01-26
134,12,2620.93,QRPay,2025-06-22
135,12,1018.51,QRPay,2025-03-23
136,12,5138.87,Card,2025-01-11
137,12,4437.63,QRPay,2025-04-10
138,12,5516.16,MobilePay,2025-01-04
139,12,3388.26,Crypto,2025-01-31
140,12,5760.89,MobilePay,2025-05-19
141,12,9719.98,BankTransfer,2025-01-28
142,12,664.71,BankTransfer,2025-02-01
143,12,913.87,Card,2025-03-27
144,13,9480.33,Card,2025-04-04
145,13,7065.0,QRPay,2025-03-10
146,13,5768.21,QRPay,2025-03-04
147,13,4807.27,MobilePay,2025-03-25
148,13,7779.93,QRPay,2025-02-04
149,13,1067.01,MobilePay,2025-01-17
150,14,3092.54,MobilePay,2025-03-01
151,14,3899.13,BankTransfer,2025-04-22
152,14,3087.18,BankTransfer,2025-02-02
153,14,1778.62,QRPay,2024-12-23
154,14,7692.05,QRPay,2025-02-10
155,14,9604.95,BankTransfer,2025-03-24
156,14,8208.74,MobilePay,2025-01-20
157,14,2149.03,Crypto,2025-03-03
158,14,148.25,Card,2025-06-17
159,14,5785.79,Card,2025-02-06
160,14,5322.28,QRPay,2025-06-20
161,14,4232.31,Card,2025-04-09
162,14,2339.12,Crypto,2025-01-27
163,14,3053.98,MobilePay,2025-01-15
164,14,6590.55,BankTransfer,2025-04-09
165,15,9563.42,MobilePay,2025-04-09
166,15,9836.57,MobilePay,2025-05-23
167,15,8549.23,BankTransfer,2025-06-12
168,15,7276.03,QRPay,2025-04-12
169,15,9659.22,Card,2025-04-12
170,15,6341.34,MobilePay,2025-05-08
171,15,5049.56,QRPay,2025-05-07
172,15,5355.61,MobilePay,2025-05-29
173,15,7923.14,MobilePay,2025-04-13
174,16,5944.01,QRPay,2025-04-23
175,16,343.92,Crypto,2025-02-04
176,16,5024.92,MobilePay,2025-01-29
177,16,161.55,Card,2025-02-16
178,16,299.84,Card,2025-01-25
179,16,2239.05,Card,2025-04-27
180,17,3672.27,Card,2025-05-07
181,17,4763.37,MobilePay,2025-01-19
182,17,9387.5,BankTransfer,2025-02-02
183,17,11.25,BankTransfer,2025-03-13
184,17,9625.34,Card,2025-02-06
185,18,5564.45,BankTransfer,2025-04-06
186,18,5167.18,MobilePay,2025-03-30
187,18,1852.73,Card,2025-02-26
188,18,7343.4,Card,2025-05-08
189,18,2680.84,MobilePay,2025-03-06
190,18,2625.56,BankTransfer,2025-02-04
191,18,6008.96,QRPay,2025-01-26
192,18,6692.54,Card,2025-01-10
193,18,3318.58,Card,2025-03-03
194,18,9302.87,QRPay,2025-01-07
195,18,157.63,BankTransfer,2025-04-22
196,18,7709.1,Crypto,2025-04-28
197,18,1042.02,QRPay,2025-05-02
198,18,9026.42,Card,2025-06-07
199,19,4564.19,Crypto,2025-04-15
200,19,2824.52,MobilePay,2025-05-26
201,19,4692.55,QRPay,2025-04-20
202,19,8706.51,BankTransfer,2025-03-17
203,19,9610.31,Card,2025-05-22
204,19,1136.1,Card,2025-03-21
205,19,966.18,Card,2025-03-20
206,19,3461.21,BankTransfer,2025-03-29
207,19,240.03,Crypto,2025-01-07
208,19,4748.9,Crypto,2025-02-19
209,19,7413.88,QRPay,2025-03-26
210,19,9976.94,Card,2025-05-29
211,19,9044.55,MobilePay,2025-03-09
212,20,1602.33,QRPay,2025-01-06
213,20,1900.7,Card,2025-02-26
214,20,4171.65,Crypto,2025-02-23
215,20,6354.52,BankTransfer,2025-05-13
216,20,2516.73,Card,2025-03-10
217,20,8655.68,MobilePay,2025-04-21
218,20,4789.31,MobilePay,2025-02-05
219,20,6643.12,BankTransfer,2025-04-03
220,20,3530.6,QRPay,2025-05-18
221,20,1709.77,QRPay,2025-01-04
222,20,5081.16,QRPay,2025-03-25
223,21,2085.64,Crypto,2025-03-01
224,21,9819.38,QRPay,2025-05-12
225,21,1601.78,Card,2025-05-23
226,21,5854.45,Crypto,2025-02-17
227,21,3499.12,Card,2025-01-11
228,21,5173.9,BankTransfer,2025-05-11
229,21,6674.44,Card,2025-02-13
230,21,4081.02,Crypto,2024-12-26
231,21,1314.04,Crypto,2025-02-28
232,21,7507.89,Card,2025-01-13
233,21,7957.97,QRPay,2025-06-18
234,21,4142.88,QRPay,2025-05-30
235,21,6419.0,Crypto,2025-05-14
236,22,6897.03,MobilePay,2025-03-29
237,22,6061.9,QRPay,2025-04-13
238,22,3986.82,MobilePay,2025-03-03
239,22,3685.47,Crypto,2025-04-21
240,22,6068.94,BankTransfer,2025-02-12
241,22,1836.15,MobilePay,2025-03-16
242,22,8129.76,Card,2025-04-16
243,22,1031.67,Crypto,2025-06-11
244,22,6066.31,BankTransfer,2025-01-14
245,22,6188.28,Crypto,2025-01-12
246,22,8944.47,Card,2025-01-25
247,22,5341.67,BankTransfer,2025-05-03
248,22,5847.32,Crypto,2025-03-19
249,22,4296.14,Crypto,2025-04-28
250,22,867.94,BankTransfer,2025-04-10
251,23,8140.87,Card,2025-02-22
252,23,2854.34,Card,2025-02-25
253,23,2119.7,Card,2025-02-08
254,23,6061.99,MobilePay,2025-03-25
255,23,8297.85,BankTransfer,2025-01-13
256,23,2973.5,BankTransfer,2025-03-25
257,23,785.68,BankTransfer,2024-12-29
258,23,1579.59,MobilePay,2025-04-16
259,23,5502.7,Crypto,2025-03-27
260,23,3369.39,Crypto,2025-03-05
261,24,4495.5,Crypto,2024-12-27
262,24,7434.86,QRPay,2025-02-20
263,24,9763.79,BankTransfer,2025-01-19
264,24,861.17,Card,2025-03-14
265,24,1929.27,Card,2025-03-24
266,24,2199.7,MobilePay,2025-05-25
267,24,2125.16,Card,2025-04-18
268,24,5438.31,BankTransfer,2025-06-15
269,24,3667.4,QRPay,2025-02-05
270,24,5634.64,Crypto,2025-05-01
271,25,1832.57,BankTransfer,2025-06-21
272,25,4950.41,Card,2025-03-23
273,25,1840.94,BankTransfer,2025-01-08
274,25,1242.61,BankTransfer,2025-03-01
275,25,1349.86,Crypto,2025-05-25
276,25,4601.57,MobilePay,2025-03-13
277,25,4705.27,BankTransfer,2025-05-01
278,25,9593.37,MobilePay,2025-05-16
279,25,5093.29,Card,2025-04-25
280,25,8824.38,QRPay,2025-06-15
281,25,7088.87,Card,2025-04-09
282,25,466.66,Crypto,2025-03-18
283,25,4505.05,MobilePay,2025-05-04
284,25,835.58,BankTransfer,2025-03-26
285,25,709.23,QRPay,2025-01-27
286,26,7410.01,Card,2025-02-02
287,26,9429.53,QRPay,2025-01-10
288,26,4992.44,Card,2025-04-03
289,26,1243.07,BankTransfer,2025-03-12
290,26,8064.67,Crypto,2025-06-09
291,27,4250.64,Crypto,2025-01-07
292,27,8815.6,QRPay,2025-03-20
293,27,6459.91,MobilePay,2025-04-19
294,27,8277.21,QRPay,2025-03-10
295,27,1111.27,Card,2025-02-17
296,27,935.83,BankTransfer,2025-02-16
297,27,3865.26,MobilePay,2025-06-11
298,27,9531.8,BankTransfer,2025-04-28
299,27,5199.94,BankTransfer,2025-02-15
300,27,6743.29,Card,2025-01-17
301,27,8476.6,BankTransfer,2025-05-17
302,27,7027.92,Card,2025-04-07
303,27,9207.62,BankTransfer,2025-04-17
304,27,1839.58,Crypto,2025-02-10
305,28,1080.32,BankTransfer,2025-04-07
306,28,834.92,Card,2025-04-20
307,28,8639.6,MobilePay,2025-04-19
308,28,4536.94,Card,2025-04-07
309,28,3835.89,Card,2025-04-16
310,28,2008.09,Card,2025-03-30
311,28,8063.61,BankTransfer,2025-02-19
312,29,8143.67,Crypto,2025-04-17
313,29,9549.12,Crypto,2025-06-01
314,29,7748.52,QRPay,2025-03-10
315,29,8216.27,BankTransfer,2025-02-20
316,29,450.36,Crypto,2025-02-01
317,29,9990.29,BankTransfer,2025-03-31
318,29,3649.34,Card,2025-01-22
319,29,4175.24,QRPay,2024-12-28
320,29,2591.07,BankTransfer,2025-04-26
321,29,1437.48,MobilePay,2025-05-14
322,29,8290.07,QRPay,2025-01-18
323,30,3354.02,Card,2025-01-30
324,30,4695.23,QRPay,2025-04-09
325,30,6921.85,BankTransfer,2024-12-29
326,30,6383.67,Card,2025-04-26
327,30,3584.34,QRPay,2025-03-13
328,30,1294.13,MobilePay,2025-02-27
329,30,5481.6,Card,2025-04-24
330,30,2936.2,Card,2025-06-06
331,30,8189.5,Crypto,2025-03-17
332,30,8698.93,BankTransfer,2024-12-31
333,30,9440.23,Crypto,2025-06-17
334,31,4469.16,MobilePay,2025-01-25
335,31,9216.11,Crypto,2025-04-20
336,31,9638.85,BankTransfer,2025-03-21
337,31,7163.81,Card,2025-03-07
338,31,1983.23,MobilePay,2025-06-01
339,31,4775.5,QRPay,2025-06-17
340,31,8791.68,QRPay,2025-06-14
341,32,6683.18,QRPay,2025-01-07
342,32,1255.51,BankTransfer,2025-03-25
343,32,4690.0,MobilePay,2025-04-24
344,32,4190.99,Crypto,2025-01-24
345,32,8988.05,Card,2025-03-04
346,32,8249.95,Crypto,2025-05-25
347,32,3231.05,Crypto,2025-03-20
348,32,3867.49,BankTransfer,2025-06-11
349,32,6170.93,Card,2025-06-06
350,32,1955.23,MobilePay,2025-05-11
351,32,8315.96,QRPay,2025-04-05
352,32,344.98,Crypto,2025-03-09
353,32,9217.58,QRPay,2025-02-11
354,32,4339.0,Crypto,2025-06-17
355,32,639.4,Crypto,2025-05-09
356,33,9773.49,MobilePay,2025-04-08
357,33,9898.7,MobilePay,2025-01-02
358,33,8817.82,QRPay,2025-04-17
359,33,3625.87,MobilePay,2025-02-03
360,33,3070.15,BankTransfer,2025-01-29
361,33,7784.95,Card,2025-03-08
362,33,427.32,QRPay,2025-01-29
363,33,3253.17,Card,2025-05-20
364,34,1340.84,QRPay,2025-01-13
365,34,2430.68,MobilePay,2025-06-01
366,34,5708.99,MobilePay,2025-05-11
367,34,7529.79,QRPay,2025-06-20
368,34,7535.91,QRPay,2025-03-09
369,34,6506.6,QRPay,2025-04-17
370,34,3218.15,MobilePay,2025-02-05
371,34,7643.24,Crypto,2024-12-26
372,34,9759.68,Card,2025-04-24
373,34,1081.32,BankTransfer,2025-03-14
374,34,6689.21,Crypto,2025-01-04
375,35,2712.83,Crypto,2025-01-01
376,35,9143.62,Crypto,2025-04-27
377,35,2490.84,BankTransfer,2025-02-02
378,35,6933.45,Crypto,2025-03-26
379,35,7982.91,Card,2025-01-10
380,35,9963.2,Card,2025-01-31
381,35,8170.15,Card,2025-02-06
382,35,1527.86,Card,2025-02-10
383,35,1422.48,MobilePay,2025-01-08
384,35,5585.66,Card,2025-03-07
385,35,6014.61,MobilePay,2025-03-26
386,35,7704.03,MobilePay,2025-06-11
387,35,9504.76,Crypto,2025-05-09
388,35,6663.84,MobilePay,2025-02-05
389,35,5794.1,BankTransfer,2025-05-30
390,36,8734.38,BankTransfer,2025-01-29
391,36,3322.88,Crypto,2025-06-03
392,36,208.16,MobilePay,2025-05-23
393,36,1325.5,QRPay,2025-05-14
394,36,104.29,QRPay,2025-02-23
395,36,5444.82,QRPay,2025-04-21
396,36,7597.59,MobilePay,2025-04-01
397,36,9581.75,Card,2025-01-03
398,36,1644.06,Crypto,2025-01-23
399,36,3258.08,Crypto,2025-03-15
400,36,707.77,QRPay,2025-04-20
401,37,3248.11,Card,2025-03-19
402,37,5901.05,MobilePay,2025-02-24
403,37,6387.97,QRPay,2025-02-05
404,37,1505.39,Crypto,2025-06-09
405,37,1392.51,QRPay,2025-04-13
406,37,6870.28,Card,2025-03-25
407,37,9622.34,QRPay,2025-02-05
408,37,6052.71,QRPay,2025-05-08
409,38,9627.13,MobilePay,2025-06-11
410,38,8508.02,BankTransfer,2025-06-13
411,38,1989.67,Card,2024-12-29
412,38,7080.27,Card,2025-03-19
413,38,1121.33,MobilePay,2025-05-17
414,38,1485.01,MobilePay,2025-03-14
415,38,8802.72,BankTransfer,2025-01-19
416,38,1587.11,Card,2025-03-26
417,38,3556.94,Crypto,2025-02-18
418,38,1670.59,Card,2025-06-12
419,38,7988.94,Card,2025-02-08
420,38,4408.84,Card,2025-05-30
421,38,5900.83,Crypto,2025-03-06
422,39,3637.76,QRPay,2025-01-13
423,39,3067.09,BankTransfer,2025-04-30
424,39,7716.55,BankTransfer,2025-02-22
425,39,2574.7,BankTransfer,2025-01-24
426,39,650.23,Crypto,2024-12-23
427,39,2522.7,MobilePay,2025-01-23
428,39,8324.54,Card,2025-05-28
429,39,371.71,Crypto,2025-03-18
430,39,7362.57,BankTransfer,2025-04-24
431,39,8368.19,Card,2025-02-16
432,39,7553.81,Crypto,2025-02-28
433,39,9724.75,MobilePay,2025-05-06
434,39,8205.21,QRPay,2025-06-11
435,40,6183.0,QRPay,2025-05-13
436,40,9074.32,Card,2025-03-26
437,40,6301.07,Card,2025-05-03
438,40,6378.7,MobilePay,2025-05-03
439,40,3646.32,Card,2025-03-11
440,40,1589.09,BankTransfer,2025-05-21
441,40,9657.0,QRPay,2025-04-20
442,40,6322.89,Card,2025-05-07
443,40,717.65,MobilePay,2025-03-15
444,40,6135.01,QRPay,2025-05-12
445,40,991.88,QRPay,2025-03-28
446,41,9922.81,MobilePay,2025-06-01
447,41,3382.14,Crypto,2025-04-16
448,41,4699.13,QRPay,2025-02-11
449,41,1338.34,Card,2025-01-07
450,41,862.96,MobilePay,2025-02-28
451,41,6087.1,QRPay,2025-01-06
452,42,3764.04,Card,2024-12-29
453,42,6145.81,Card,2025-05-01
454,42,7877.37,BankTransfer,2025-03-01
455,42,1031.01,BankTransfer,2025-04-02
456,42,5861.15,MobilePay,2025-01-29
457,42,17.45,Card,2025-02-04
458,42,9507.58,BankTransfer,2025-04-11
459,42,3522.58,MobilePay,2025-04-16
460,42,4463.56,MobilePay,2025-04-19
461,42,8339.4,Card,2025-04-20
462,42,7366.75,Crypto,2025-02-27
463,42,3792.73,Card,2025-03-24
464,43,6129.29,QRPay,2025-02-10
465,43,1113.38,MobilePay,2025-03-21
466,43,5013.98,Crypto,2025-04-22
467,43,9702.1,Card,2024-12-28
468,43,6438.5,BankTransfer,2025-02-26
469,43,9879.97,MobilePay,2025-02-07
470,44,4848.69,Card,2025-04-29
471,44,4394.64,QRPay,2025-05-27
472,44,8445.81,MobilePay,2025-02-25
473,44,9494.79,QRPay,2025-01-03
474,44,3665.38,MobilePay,2025-05-14
475,44,461.93,MobilePay,2025-04-02
476,45,5852.95,Card,2025-05-12
477,45,1307.17,Crypto,2025-02-15
478,45,6575.63,QRPay,2025-03-18
479,45,6925.98,QRPay,2025-03-14
480,45,6187.24,Card,2025-05-31
481,45,9814.86,QRPay,2025-02-26
482,45,5508.32,MobilePay,2025-04-10
483,45,8510.74,Card,2025-01-15
484,45,7736.26,Crypto,2025-01-09
485,46,8056.36,MobilePay,2025-06-08
486,46,7640.68,MobilePay,2025-03-28
487,46,9701.18,BankTransfer,2025-04-08
488,46,5648.71,BankTransfer,2025-02-14
489,46,7131.68,MobilePay,2025-03-22
490,46,6950.41,BankTransfer,2025-04-06
491,46,665.03,Crypto,2025-04-22
492,46,9754.1,MobilePay,2025-05-11
493,46,9320.88,QRPay,2025-05-11
494,46,5400.74,QRPay,2025-06-04
495,46,1789.82,QRPay,2025-02-19
496,46,9694.64,BankTransfer,2024-12-26
497,46,3696.65,QRPay,2025-04-26
498,47,3193.94,BankTransfer,2025-03-16
499,47,8338.09,BankTransfer,2025-05-21
500,47,7343.19,Crypto,2025-03-11
501,47,8155.38,BankTransfer,2025-05-02
502,47,3964.7,Crypto,2025-05-24
503,47,3154.49,BankTransfer,2025-04-06
504,47,3047.8,BankTransfer,2025-03-04
505,47,4801.8,Card,2025-06-20
506,47,8501.8,Crypto,2025-04-30
507,47,4894.5,Crypto,2025-06-13
508,47,5257.5,QRPay,2025-06-15
509,47,5159.05,MobilePay,2025-02-22
510,48,3706.56,QRPay,2025-04-20
511,48,8575.28,Card,2025-01-05
512,48,9681.26,Crypto,2025-01-06
513,48,2404.83,QRPay,2024-12-23
514,48,8607.27,QRPay,2025-06-08
515,48,5742.24,Crypto,2025-03-14
516,48,3305.41,BankTransfer,2025-03-23
517,48,9275.41,BankTransfer,2025-06-20
518,48,75.3,QRPay,2025-01-20
519,48,8821.84,MobilePay,2025-06-06
520,48,5721.02,BankTransfer,2025-05-28
521,48,3360.68,BankTransfer,2025-01-17
522,49,7234.66,Card,2025-03-20
523,49,3992.0,BankTransfer,2025-05-15
524,49,7748.59,Crypto,2025-02-26
525,49,4509.54,BankTransfer,2025-01-27
526,49,2272.39,MobilePay,2025-04-15
527,49,2072.86,Crypto,2025-05-15
528,49,4854.25,Card,2025-01-06
529,49,5371.03,Crypto,2025-03-15
530,50,1691.35,Card,2025-05-14
531,50,5421.61,MobilePay,2025-05-19
532,50,238.47,QRPay,2025-01-08
533,50,1381.88,Card,2025-05-16
534,50,6401.67,Card,2025-02-14
535,50,959.83,MobilePay,2025-06-13
536,50,5869.59,Crypto,2025-06-12
537,50,8904.14,MobilePay,2025-01-20
538,51,9587.17,Crypto,2025-03-17
539,51,4311.11,Crypto,2025-06-08
540,51,9264.62,BankTransfer,2025-01-10
541,51,5718.79,MobilePay,2025-04-13
542,51,9354.84,Crypto,2025-05-31
543,51,7553.69,MobilePay,2025-04-24
544,51,2479.5,Crypto,2025-04-19
545,52,4513.13,MobilePay,2025-03-21
546,52,3587.08,MobilePay,2025-04-16
547,52,2854.76,BankTransfer,2025-05-23
548,52,4538.12,BankTransfer,2025-04-16
549,52,2972.64,QRPay,2025-03-16
550,52,5590.32,BankTransfer,2025-02-07
551,52,2388.09,Crypto,2025-01-28
552,52,4966.93,Crypto,2025-03-01
553,52,7070.68,MobilePay,2025-06-18
554,52,6031.75,QRPay,2024-12-23
555,53,324.83,Card,2025-03-29
556,53,8843.92,MobilePay,2025-05-23
557,53,4899.96,BankTransfer,2025-04-09
558,53,3626.9,QRPay,2025-03-15
559,53,5828.27,Crypto,2025-03-17
560,53,9001.72,BankTransfer,2025-05-18
561,53,5799.31,Card,2025-04-24
562,53,6224.3,BankTransfer,2025-02-24
563,53,5097.59,QRPay,2025-05-13
564,53,2942.1,BankTransfer,2025-04-05
565,53,3361.24,BankTransfer,2025-04-08
566,53,1930.69,BankTransfer,2025-04-02
567,54,4391.19,Crypto,2025-03-20
568,54,8687.29,Crypto,2025-03-15
569,54,7266.74,BankTransfer,2025-03-24
570,54,5640.35,QRPay,2025-02-27
571,54,3221.13,Card,2025-02-10
572,54,7011.74,Card,2025-06-16
573,54,8311.4,Card,2025-02-05
574,54,3082.83,MobilePay,2025-06-04
575,54,5107.89,Crypto,2025-05-08
576,54,5358.82,BankTransfer,2025-01-14
577,54,9034.7,Crypto,2025-01-12
578,54,7667.2,Card,2025-04-07
579,54,3987.3,MobilePay,2025-02-19
580,54,6884.89,Card,2025-04-16
581,54,8639.48,BankTransfer,2025-01-28
582,55,7210.11,Crypto,2025-06-14
583,55,5794.94,Card,2025-01-23
584,55,7473.09,Crypto,2025-01-10
585,55,719.08,QRPay,2025-04-12
586,55,2383.0,MobilePay,2025-04-04
587,55,4030.21,MobilePay,2025-01-17
588,55,2146.49,QRPay,2025-06-01
589,55,302.54,Card,2025-02-04
590,55,7127.83,BankTransfer,2025-01-10
591,56,4075.79,BankTransfer,2025-05-28
592,56,2958.37,Card,2025-02-09
593,56,1443.35,QRPay,2025-03-12
594,56,6843.28,BankTransfer,2025-02-04
595,56,8208.14,MobilePay,2025-03-04
596,56,9549.01,Card,2025-03-01
597,56,2937.58,MobilePay,2025-02-24
598,56,210.9,Card,2025-04-21
599,56,9621.77,QRPay,2025-01-27
600,56,3536.8,Crypto,2025-05-18
601,56,2201.87,Card,2025-02-02
602,56,9463.99,QRPay,2025-05-31
603,56,3374.25,Card,2025-01-10
604,57,2811.72,Crypto,2025-01-25
605,57,7491.92,Card,2025-02-27
606,57,7469.15,QRPay,2025-03-11
607,57,4198.95,Card,2025-03-11
608,57,1279.74,BankTransfer,2025-04-23
609,58,4031.29,Card,2025-02-13
610,58,3623.31,QRPay,2025-06-01
611,58,5978.58,MobilePay,2025-05-03
612,58,9426.79,QRPay,2025-02-05
613,58,254.24,QRPay,2025-05-10
614,58,9760.65,MobilePay,2024-12-31
615,58,9542.58,Card,2025-03-25
616,59,6496.21,QRPay,2025-05-03
617,59,5632.37,QRPay,2025-03-05
618,59,9431.66,BankTransfer,2025-05-20
619,59,7802.55,MobilePay,2025-05-01
620,59,9707.62,BankTransfer,2025-03-09
621,59,7654.52,BankTransfer,2025-01-21
622,59,7159.0,Card,2024-12-26
623,59,6371.01,Card,2025-02-12
624,60,7103.94,Crypto,2025-05-05
625,60,5752.44,QRPay,2025-06-07
626,60,6364.82,BankTransfer,2025-04-01
627,60,9962.12,Crypto,2024-12-28
628,60,151.09,BankTransfer,2025-05-25
629,60,2186.49,QRPay,2025-03-09
630,61,558.0,Crypto,2025-05-29
631,61,1774.0,QRPay,2025-03-01
632,61,1766.15,MobilePay,2025-05-05
633,61,2280.4,Crypto,2025-05-31
634,61,7822.12,Card,2025-06-07
635,61,3719.48,QRPay,2025-04-21
636,61,4585.04,QRPay,2025-04-16
637,61,4759.38,MobilePay,2025-06-01
638,61,274.18,QRPay,2025-06-09
639,61,2255.4,Crypto,2025-03-25
640,61,1152.31,Card,2025-04-08
641,61,7752.81,Crypto,2025-06-06
642,62,2266.53,MobilePay,2025-05-10
643,62,6173.04,QRPay,2025-05-29
644,62,5221.25,QRPay,2025-01-12
645,62,6796.76,Card,2025-05-14
646,62,7748.37,BankTransfer,2025-04-03
647,62,9687.06,Card,2025-04-30
648,62,9188.17,MobilePay,2025-01-04
649,63,6066.04,QRPay,2025-02-28
650,63,6169.21,MobilePay,2025-01-27
651,63,4708.27,MobilePay,2025-01-03
652,63,9045.69,MobilePay,2025-03-03
653,63,7194.3,BankTransfer,2025-03-13
654,63,2321.88,MobilePay,2025-01-13
655,63,671.85,Card,2025-04-11
656,63,4310.15,Crypto,2025-06-03
657,63,7639.88,QRPay,2025-01-01
658,63,4784.03,MobilePay,2025-06-16
659,63,9864.35,QRPay,2025-06-06
660,63,4433.49,QRPay,2025-03-20
661,63,641.15,QRPay,2025-06-20
662,64,5666.2,Crypto,2025-06-21
