PaymentID,CustomerID,BillerName,Amount,Date,Status
147,834,Jones Group,593.2,4/19/2025,Paid
148,659,Martin and Sons,691.86,4/22/2025,Failed
149,164,Thompson Ltd,579.02,4/15/2025,Failed
150,516,Garcia-Martinez,130.64,1/12/2025,Paid
151,292,Burgess-Mcgee,26.7,5/7/2025,Paid
152,222,Fletcher-Huerta,819.26,2/12/2025,Failed
153,711,"Wallace, Barnes and Daniels",709.21,2/6/2025,Paid
154,595,Lopez LLC,138.58,1/25/2025,Paid
155,423,Tanner PLC,335.02,4/9/2025,Paid
156,928,"Short, Raymond and Reed",138.29,5/22/2025,Paid
157,841,"Anderson, Clark and Miller",716.39,5/26/2025,Paid
158,462,"Sellers, Kennedy and Hensley",315.93,2/21/2025,Paid
159,156,"Mckay, Parker and Gilbert",70.61,5/26/2025,Failed
160,719,"Irwin, Castillo and Burgess",321.08,6/11/2025,Failed
161,413,Foster-Waller,376.71,2/4/2025,Failed
162,557,Brown-Martinez,92.62,3/20/2025,Paid
163,475,Gates Ltd,202.89,4/15/2025,Paid
164,254,"Mitchell, Rice and Floyd",668.83,5/9/2025,Failed
165,909,Hughes-Dixon,674.66,6/10/2025,Paid
166,936,Burgess-Alexander,428.02,2/2/2025,Failed
167,711,Peters-Galloway,646.48,4/29/2025,Paid
168,931,Hodge PLC,967.33,2/12/2025,Paid
169,815,Carroll-Cox,166.54,2/13/2025,Paid
170,574,Mercado and Sons,661.54,2/18/2025,Paid
171,101,"Johnson, Bennett and Walsh",206.87,6/2/2025,Failed
172,904,Spencer-Mcmahon,154.65,2/19/2025,Paid
173,368,Coleman-Davis,414.59,2/24/2025,Paid
174,909,"Alvarado, Miller and Casey",965.35,2/1/2025,Failed
175,188,Haynes LLC,552.28,5/14/2025,Paid
176,745,Robinson PLC,142.88,6/18/2025,Failed
177,405,Ali PLC,190.67,5/7/2025,Failed
178,489,"Campos, Stokes and Chapman",836.96,2/7/2025,Paid
179,800,"Kennedy, Castillo and Shaw",174.94,6/9/2025,Paid
180,321,Lynch-Wolfe,261.96,3/4/2025,Failed
181,163,Mullins PLC,256.91,6/6/2025,Failed
182,452,Pham-Cummings,803.84,3/23/2025,Failed
183,486,Williams Inc,397.17,3/20/2025,Failed
184,792,Allen Ltd,151.92,1/17/2025,Paid
185,668,Kramer-Carlson,993,3/12/2025,Failed
186,656,Duran-Andrews,711.96,4/22/2025,Failed
187,726,"Ballard, Hunt and Miller",407.24,5/19/2025,Failed
188,310,Spencer Group,70.77,1/11/2025,Failed
189,499,Tran Group,865.99,4/24/2025,Paid
190,41,"Torres, Lester and Johnson",459.84,4/30/2025,Failed
191,183,Owens LLC,797.62,3/5/2025,Paid
192,21,"Bennett, Tran and Tucker",256.28,1/13/2025,Paid
193,716,Rogers-Chan,55.08,3/21/2025,Failed
194,875,Pennington-Coffey,91.58,2/17/2025,Failed
195,990,Vance LLC,918.88,3/13/2025,Failed
196,818,"Richardson, Villanueva and Watkins",472.71,3/27/2025,Paid
197,353,"Ross, White and Patterson",290.98,4/23/2025,Failed
198,355,Moss and Sons,303.55,5/9/2025,Paid
199,448,"Eaton, Carpenter and Gross",750.04,5/1/2025,Paid
200,608,"Swanson, Sanchez and Clark",194.32,5/14/2025,Failed
201,771,"Brooks, Thompson and Bender",729.44,5/29/2025,Paid
202,595,Warner Ltd,559.89,1/14/2025,Paid
203,225,"Hopkins, Peterson and Olson",564.44,2/25/2025,Paid
204,825,Walters Ltd,560.31,1/28/2025,Paid
205,930,Pruitt and Sons,393.7,6/14/2025,Paid
206,994,James-Lucas,677.21,4/13/2025,Paid
207,796,Lopez-Gregory,837.52,5/12/2025,Failed
208,529,"Maldonado, Garcia and Sosa",40.91,4/19/2025,Paid
209,281,"Peterson, Floyd and Elliott",197.03,3/25/2025,Paid
210,361,Dougherty LLC,905.71,3/3/2025,Failed
211,792,Pennington-Sullivan,657.43,2/12/2025,Paid
212,534,Morgan Group,621.91,5/21/2025,Failed
213,593,Miller-Brewer,250.56,1/22/2025,Paid
214,743,Peters-Larson,437.85,2/16/2025,Paid
215,691,Gross Inc,99.26,5/11/2025,Paid
216,327,Hernandez and Sons,264.46,3/14/2025,Failed
217,738,Hogan Group,75.89,3/19/2025,Paid
218,835,Hall PLC,479.9,1/25/2025,Paid
219,508,Dunn and Sons,489.9,3/22/2025,Paid
220,741,Gallegos-White,567.42,4/18/2025,Failed
221,580,Hunt and Sons,296.9,6/19/2025,Failed
222,203,"Martinez, Johnson and Carter",786.59,1/15/2025,Failed
223,387,Johnson Group,514.48,4/30/2025,Failed
224,129,Rodriguez-Simpson,773.32,4/18/2025,Paid
225,560,"Hickman, Henderson and Nash",935.68,4/30/2025,Failed
226,934,Morris LLC,587.22,5/12/2025,Paid
227,626,"Garcia, Howell and Lee",785.52,5/5/2025,Failed
228,566,"Avila, Bernard and Bryant",293.88,5/17/2025,Failed
229,285,"Carter, Patel and Lewis",753.29,4/14/2025,Paid
230,922,Williams LLC,383.37,1/19/2025,Failed
231,345,"Ellis, Cruz and Jones",118.81,1/5/2025,Paid
232,725,Flowers and Sons,53.88,3/10/2025,Failed
233,628,Powell-Russell,85.97,4/22/2025,Failed
234,99,Nunez-Richardson,590.2,5/6/2025,Paid
235,676,Reyes and Sons,694.99,5/31/2025,Paid
236,943,"White, Esparza and Rodriguez",752.71,4/26/2025,Paid
237,27,Smith Group,604.72,2/2/2025,Failed
238,317,"Sanders, Willis and Wallace",355.77,3/6/2025,Paid
239,882,Strickland-Weiss,810.55,2/2/2025,Failed
240,235,"Marshall, Dyer and Silva",413.86,5/29/2025,Failed
241,752,"Mendez, Jones and Robinson",613.3,3/5/2025,Failed
242,752,Smith-Caldwell,49.83,4/12/2025,Paid
243,504,Abbott-Pugh,252.6,2/22/2025,Paid
244,145,"Lee, Ryan and Perez",252.51,2/16/2025,Paid
245,430,"Shelton, Bauer and Tran",868.85,3/17/2025,Failed
246,864,Thompson LLC,512.28,5/7/2025,Failed
247,890,"Valdez, Dean and Bennett",961.33,3/30/2025,Paid
248,727,Dean Inc,214.75,1/14/2025,Paid
249,222,Bell Inc,640.63,5/16/2025,Paid
250,144,"Hill, Armstrong and Sanders",525.64,4/9/2025,Failed
251,65,"Moore, Mendoza and Scott",889.11,5/2/2025,Paid
252,362,"Ayala, Good and Moody",945.64,3/17/2025,Failed
253,691,Johnson LLC,454.26,3/22/2025,Failed
254,899,"Blevins, Freeman and Martinez",156.25,6/3/2025,Paid
255,73,Walker Ltd,905.09,3/1/2025,Failed
256,768,Berger Ltd,330.83,2/10/2025,Failed
257,251,Travis-Berger,762.27,5/14/2025,Failed
258,913,Hamilton Ltd,820.41,1/10/2025,Paid
259,90,Mendez LLC,319.7,3/2/2025,Paid
260,245,Harvey-Erickson,990.72,1/15/2025,Paid
261,920,Lindsey LLC,35.83,5/17/2025,Failed
262,166,"Hill, James and Ball",974.51,4/6/2025,Paid
263,837,Freeman-Dunlap,443.35,4/14/2025,Failed
264,801,Brown-Turner,971.66,5/21/2025,Failed
265,690,Johnson-Smith,833.91,5/27/2025,Paid
266,241,Young-Huynh,817.76,2/7/2025,Paid
267,522,Rodriguez PLC,805.14,5/7/2025,Paid
268,722,"Hawkins, Snyder and Mitchell",429.13,3/29/2025,Failed
269,733,Walton Group,110.83,1/13/2025,Paid
270,940,"Jarvis, Holder and Dyer",63.64,5/16/2025,Paid
271,513,"Harvey, Spencer and Camacho",170,3/14/2025,Paid
272,724,"Neal, Lane and Benson",267.77,3/22/2025,Paid
273,459,Johnson LLC,64.63,3/8/2025,Failed
274,996,Hoffman Ltd,434.2,3/3/2025,Failed
275,650,Garcia-Turner,559.15,1/5/2025,Failed
276,657,Brown and Sons,796.69,6/3/2025,Paid
277,189,"Edwards, Webb and Brown",764.3,1/25/2025,Failed
278,582,Green and Sons,614.45,5/12/2025,Failed
279,883,"Jones, Warren and Winters",916.47,1/13/2025,Paid
280,215,Stokes Ltd,671.45,1/3/2025,Paid
281,287,Moore-Lin,203.95,3/14/2025,Failed
282,681,"Silva, Johnson and Cook",505.66,6/5/2025,Paid
283,742,Clements Group,220.83,4/25/2025,Failed
284,133,"Davis, Chang and Bullock",122.38,1/29/2025,Failed
285,370,Taylor-Williams,85.02,2/28/2025,Paid
286,825,Miranda and Sons,40.39,4/17/2025,Failed
287,2,Berry-Long,84.32,2/8/2025,Failed
288,114,"Marquez, Bolton and Evans",215.29,1/30/2025,Paid
289,345,Hernandez-Brown,379.06,2/11/2025,Failed
290,585,Smith Inc,317.39,1/3/2025,Paid
291,739,Lewis Ltd,482.91,4/23/2025,Paid
292,702,Ayala and Sons,687.34,6/15/2025,Paid
293,612,"Lopez, Walsh and Lynn",960.89,6/13/2025,Failed
294,774,"Scott, Adams and Thompson",863.41,3/23/2025,Failed
295,134,Carter Inc,663.8,3/4/2025,Failed
296,387,Burns PLC,799.01,2/13/2025,Paid
297,728,Ross Group,532.28,6/7/2025,Failed
298,733,Green-Martinez,562.65,3/7/2025,Failed
299,503,Parks-Chan,435.05,1/30/2025,Failed
300,940,"Khan, Jones and Brewer",383.64,4/29/2025,Paid
301,223,Spencer Inc,510.1,2/25/2025,Failed
302,673,Stout-Chaney,94.93,3/24/2025,Paid
303,622,"Reyes, Jones and Moore",546.3,5/23/2025,Paid
304,630,Nguyen Group,467.34,3/13/2025,Paid
305,43,"Gutierrez, Williams and Moran",292.18,4/25/2025,Failed
306,231,Hood-Ruiz,58.06,3/27/2025,Failed
307,120,"Lindsey, Stanton and Prince",595.19,2/2/2025,Failed
308,350,"Wright, Santos and Torres",744.48,6/10/2025,Failed
309,952,Adams-Reynolds,519.61,1/11/2025,Paid
310,661,"Ramirez, Vasquez and Williams",741.81,5/28/2025,Failed
311,849,"King, Johns and Summers",729.71,6/9/2025,Failed
312,117,Fisher and Sons,547.78,4/6/2025,Paid
313,511,Copeland-Tyler,962.6,4/5/2025,Failed
314,798,Patterson-Salazar,325.46,1/17/2025,Paid
315,254,Sanders-Johnson,633.85,3/16/2025,Paid
316,357,"Mcdonald, Watkins and Kaiser",878.85,4/11/2025,Failed
317,523,Nguyen Group,344.82,1/29/2025,Paid
318,929,Adams and Sons,577.35,3/17/2025,Failed
319,245,"Rogers, Cunningham and Lopez",668.44,4/11/2025,Paid
320,34,"Warren, Olson and Rasmussen",374.46,5/23/2025,Failed
321,848,Brewer-Perkins,319.55,6/5/2025,Paid
322,786,Rowland PLC,250.83,5/15/2025,Paid
323,459,Humphrey-Williams,99.53,4/8/2025,Failed
324,258,"Mcmillan, Page and Anderson",50.47,1/1/2025,Failed
325,234,"Patterson, Jones and Castillo",526.23,3/17/2025,Failed
326,918,Gibson LLC,466.96,1/1/2025,Paid
327,56,Chapman PLC,744.1,1/31/2025,Paid
328,787,"Walker, Frazier and Kelly",368.01,3/11/2025,Failed
329,573,"Mora, Smith and Pitts",663.6,3/19/2025,Paid
330,57,Ward-Carlson,693.05,5/5/2025,Failed
331,368,"Dean, Drake and Klein",688.79,2/8/2025,Failed
332,737,Matthews and Sons,349.84,6/3/2025,Paid
333,690,Livingston Group,333.22,6/10/2025,Failed
334,960,Wilkinson-Burns,764.13,5/4/2025,Paid
335,461,Harris and Sons,763.67,2/16/2025,Failed
336,467,Barrera-Sims,478.62,3/14/2025,Paid
337,660,Vaughn Group,721.49,6/11/2025,Paid
338,999,"Bell, Roberts and Maldonado",973.96,5/30/2025,Paid
339,781,Orr LLC,926.49,5/9/2025,Paid
340,467,"Thompson, Owens and Silva",784.03,5/30/2025,Paid
341,948,Stewart Inc,291.69,2/16/2025,Failed
342,507,Fields-Gordon,764.62,4/21/2025,Paid
343,128,Leach-Andrews,786.65,3/11/2025,Failed
344,413,Hughes Inc,123.54,4/23/2025,Failed
345,376,"Jackson, Cole and Stephens",675.29,5/1/2025,Paid
346,914,"Brock, Rodriguez and Ramirez",944.71,6/7/2025,Paid
347,966,Gonzalez Group,889.97,6/9/2025,Failed
348,566,Allen and Sons,438.97,1/6/2025,Failed
349,84,Bond Group,531.38,3/3/2025,Failed
350,974,King-Owens,287.95,5/12/2025,Failed
351,130,Allen LLC,774.2,5/9/2025,Failed
352,844,"Burke, Hunter and Anderson",948.27,2/6/2025,Failed
353,61,"Perez, White and Lawrence",701.79,2/3/2025,Failed
354,482,Williams PLC,100.52,4/16/2025,Paid
355,121,"Goodwin, Smith and Good",512.04,3/22/2025,Failed
356,798,"Johnson, Mitchell and Mitchell",33.5,6/14/2025,Paid
357,161,"Wise, Hobbs and Roy",339.77,3/12/2025,Paid
358,710,Frank LLC,299.56,4/12/2025,Failed
359,230,Carpenter and Sons,790.11,4/21/2025,Paid
360,475,"White, Obrien and Davis",259.39,1/30/2025,Failed
361,861,"Bennett, Norman and Hernandez",388.68,1/2/2025,Failed
362,792,"Scott, Taylor and Rivera",539.51,1/9/2025,Failed
363,674,"Day, Chambers and Lynch",894.3,2/15/2025,Paid
364,773,"Aguilar, Sparks and Yang",229.51,3/19/2025,Paid
365,268,"Herrera, Pacheco and Everett",802.13,6/19/2025,Paid
366,526,Wilcox-Shepard,982.96,5/21/2025,Failed
367,453,"Beard, Carroll and Daniel",631.84,1/26/2025,Paid
368,268,Allen-Bradford,415.86,1/12/2025,Paid
369,291,Young Inc,477.77,4/21/2025,Failed
370,876,"Blackwell, Diaz and Fuller",536.85,5/31/2025,Paid
371,952,Vega and Sons,936.2,1/22/2025,Paid
372,61,Smith Inc,111.38,4/7/2025,Failed
373,787,Gibson PLC,978.04,6/9/2025,Paid
374,140,Murphy-Chambers,262.51,5/24/2025,Failed
375,945,Cain-Howe,370.13,3/13/2025,Failed
376,836,"Jenkins, Figueroa and Contreras",384.15,1/20/2025,Paid
377,171,Huang-Murphy,474.44,6/7/2025,Paid
378,920,Marshall Ltd,820.54,5/21/2025,Paid
379,23,Pena LLC,260.82,1/7/2025,Paid
380,926,Flores LLC,763.75,1/22/2025,Failed
381,203,"Lin, Cook and White",734.26,3/5/2025,Paid
382,363,"Murphy, Waters and Smith",890.53,1/30/2025,Failed
383,304,Gutierrez LLC,47.77,3/29/2025,Failed
384,216,Sparks Inc,392.34,4/28/2025,Failed
385,94,Matthews-Andersen,877.83,1/28/2025,Paid
386,211,"Daniels, Schaefer and Parsons",141,3/22/2025,Failed
387,265,Brown-Martin,127.04,1/16/2025,Paid
388,117,"Williams, Adams and Simmons",600.04,2/6/2025,Paid
389,656,Walker-Lucas,154.76,3/1/2025,Failed
390,12,Becker-Kim,499.02,2/19/2025,Paid
391,755,Lyons Inc,413.97,1/6/2025,Paid
392,55,Mcdaniel PLC,788.38,5/26/2025,Failed
393,893,Powers-Ramos,146.02,1/20/2025,Paid
394,692,Hunter Group,323.11,2/3/2025,Paid
395,663,Carpenter Group,867.32,1/27/2025,Failed
396,670,"Padilla, Harris and Walker",986.61,6/18/2025,Paid
397,767,Miller LLC,759.04,1/27/2025,Paid
398,574,"Wood, Avila and Bradley",280.2,6/21/2025,Paid
399,324,Rivera LLC,779.46,4/26/2025,Paid
400,127,"Welch, Webster and Casey",835.87,1/11/2025,Paid
401,987,"Avery, Whitehead and Perry",691.71,2/11/2025,Failed
402,277,Mccormick Group,739.87,4/22/2025,Failed
403,812,Robertson and Sons,707.74,3/17/2025,Failed
404,872,Rasmussen-Hammond,830.49,4/21/2025,Failed
405,215,Wilson-Cohen,449.82,1/25/2025,Failed
406,549,Gomez-Pruitt,971.8,1/10/2025,Failed
407,543,Clark-Page,144.71,6/2/2025,Failed
408,62,"Rowe, Taylor and Bell",543.18,3/18/2025,Failed
409,872,"Walsh, Williams and Mercer",619.8,5/4/2025,Failed
410,991,Herman-Johnson,50.77,3/4/2025,Paid
411,137,Anderson-Brown,210.96,4/2/2025,Failed
412,608,Collier Group,245.39,3/1/2025,Failed
413,524,Thomas Ltd,74.84,3/31/2025,Paid
414,972,Carr PLC,676.27,3/27/2025,Failed
415,897,Moore-Hawkins,651.94,2/2/2025,Paid
416,345,"Smith, Palmer and Welch",47.46,6/7/2025,Failed
417,324,Clark-Burton,64.66,4/19/2025,Failed
418,734,Fitzpatrick Ltd,672.34,3/17/2025,Paid
419,600,Stevenson-Hood,692.4,4/30/2025,Failed
420,828,Johnson-Parsons,227.58,5/30/2025,Failed
421,808,"Garcia, Wilson and Garrett",794.13,3/14/2025,Failed
422,934,"Gray, Fox and Jordan",148.88,2/22/2025,Paid
423,288,Sanchez Group,709.67,2/2/2025,Failed
424,505,Estes Ltd,498.88,2/22/2025,Failed
425,293,"Calderon, Clayton and Greene",783.03,3/10/2025,Failed
426,580,Haynes LLC,402.71,4/1/2025,Paid
427,35,Johnson-Hanson,320,2/20/2025,Failed
428,827,Smith PLC,71.81,2/15/2025,Failed
429,9,George-Smith,398.8,6/13/2025,Paid
430,400,Fisher-Green,311.7,2/6/2025,Failed
431,129,Neal Inc,961.08,2/3/2025,Failed
432,373,"Hayden, Rivera and Floyd",810.1,2/5/2025,Paid
433,509,Nguyen-Williams,473.38,1/25/2025,Paid
434,805,Johnson Inc,888.25,3/18/2025,Failed
435,925,Thomas-Smith,658.56,2/28/2025,Failed
436,669,Lee LLC,808.37,5/19/2025,Paid
437,597,Hicks-Elliott,118.66,2/28/2025,Paid
438,23,Perez-Beard,888.23,4/19/2025,Failed
439,25,Boyd-Fisher,478.43,3/13/2025,Failed
440,260,Sosa LLC,813.63,4/28/2025,Failed
441,749,Rogers LLC,214.15,2/13/2025,Failed
442,45,"Matthews, Sanders and Matthews",110.73,3/12/2025,Failed
443,62,"Hall, Willis and Carter",582.03,4/25/2025,Paid
444,145,Dominguez LLC,845.56,1/2/2025,Failed
445,480,Wilson-Harris,50.46,5/14/2025,Paid
446,407,Conner-Jackson,953.16,2/2/2025,Failed
447,685,"Bishop, Hernandez and Cordova",939.31,4/14/2025,Paid
448,724,"Henry, Schneider and Turner",487.39,6/9/2025,Paid
449,128,"Aguilar, Bautista and Lambert",691.92,4/16/2025,Paid
450,223,Stark Ltd,149.06,4/22/2025,Paid
451,665,"Brooks, Sherman and Holt",828.73,3/8/2025,Failed
452,253,Spears Inc,680.51,5/4/2025,Failed
453,971,"Rogers, Meadows and Perez",282.09,3/15/2025,Paid
454,471,Jackson-Smith,565.67,2/3/2025,Failed
455,160,Montgomery LLC,691.97,1/13/2025,Paid
456,438,Mcknight Group,108.99,5/10/2025,Failed
457,606,Barajas-Mcknight,912.12,5/30/2025,Failed
458,744,Frye-Harper,277.31,1/22/2025,Failed
459,620,Smith-Jacobs,704.68,2/9/2025,Failed
460,729,"Garner, Huff and Moreno",630.72,3/29/2025,Failed
461,751,"Allen, Mckenzie and Valdez",516.93,1/5/2025,Paid
462,178,Davis LLC,459.65,4/2/2025,Paid
463,744,Brown-Barrera,127.01,2/23/2025,Failed
464,698,Mack-Gomez,733.32,1/5/2025,Paid
465,450,Taylor Group,734.76,5/14/2025,Paid
466,136,Simpson-Schmitt,853.01,2/10/2025,Failed
467,924,"Castro, Pacheco and Hart",43.2,2/7/2025,Paid
468,615,Green-Thompson,965.69,1/25/2025,Failed
