MerchantID,MerchantName,Industry,Location,CustomerID
219,Trujillo Ltd,Finance,South Ginaport,903
220,Obrien-Choi,Finance,Susanshire,802
221,"Russell, Gomez and Hayes",Finance,Stephenport,56
222,Chan-Rose,Hospitality,Charlesstad,451
223,Pittman Inc,Retail,Martinezton,451
224,Brown-Torres,Retail,East Erin,69
225,"Brown, Logan and Joseph",Retail,West Eddietown,580
226,Brown Group,Technology,Port Sheriborough,995
227,Cobb-Young,Technology,East Kelli,496
228,Willis-Contreras,Technology,Adriantown,240
229,"Harper, Jacobs and Cannon",Hospitality,Julieberg,351
230,"Hood, Benson and Porter",Finance,North Markfurt,569
231,"Calhoun, Harris and Knight",Technology,West Garybury,705
232,Hebert-Keller,Hospitality,Johnsonport,470
233,Mccarthy LLC,Retail,Vazquezmouth,999
234,"Harris, Warren and Johnson",Retail,North Howardchester,487
235,Foster-Rodgers,Retail,Royborough,863
236,Boyd-Miller,Technology,West Morganside,875
237,Delacruz and Sons,Finance,Port Victoria,633
238,Mendoza LLC,Retail,Katherinetown,705
239,Carter-Turner,Retail,Marquezport,736
240,"Smith, White and Holder",Finance,Millerfurt,863
241,"Cabrera, Olsen and Nguyen",Retail,Sharonmouth,514
242,"Sullivan, Atkinson and Hodge",Finance,East Dylan,821
243,Ramirez-Pennington,Technology,New Laurachester,939
244,Schroeder Inc,Retail,Ericchester,369
245,Williams-Ross,Retail,South Patriciabury,542
246,Mcpherson-Graham,Finance,Martinezchester,143
247,Williams PLC,Hospitality,West Todd,617
248,French-Parks,Hospitality,Josehaven,478
249,Gibbs-King,Technology,Valeriestad,59
250,"Willis, Harris and Mcdonald",Finance,West Susan,70
251,Vance LLC,Technology,Hillmouth,489
252,Bell PLC,Retail,South Jerry,353
253,Young-Robinson,Finance,Lake Robert,849
254,Sutton-Jackson,Hospitality,Robertborough,780
255,Ross-Nelson,Retail,Melissaville,10
256,"Williamson, Lee and Ball",Retail,Monicafort,849
257,"Delacruz, Russo and Reyes",Retail,Hoopermouth,265
258,Benitez Group,Finance,West Jacquelinetown,724
259,Rhodes-Price,Retail,Guerrerotown,808
260,Martinez Inc,Technology,South Monicamouth,46
261,Mitchell PLC,Finance,Lake Larry,672
262,Davis-Parker,Technology,West Christina,918
263,Weiss Group,Finance,South Juliamouth,529
264,Turner-Lopez,Technology,Jenniferland,823
265,Martinez LLC,Retail,Port Natalie,830
266,"Perez, Hill and Gregory",Retail,Ronaldburgh,199
267,Ortiz PLC,Finance,South Cheryl,944
268,Roberts-Richmond,Retail,North Jeffrey,911
269,"Young, Cherry and Wilson",Finance,Lake Shannon,961
270,Johnson-Estrada,Retail,East Maria,949
271,Williams-Wright,Technology,Annemouth,434
272,Cooper-Wade,Hospitality,Alexisburgh,604
273,"Johnson, Martinez and Navarro",Retail,Gonzalezstad,56
274,Juarez-Jackson,Hospitality,West Kellyfort,810
275,Diaz-Fernandez,Finance,Vanessastad,649
276,"Walker, Bruce and Wallace",Technology,Oscarbury,178
277,"Marks, Li and Hutchinson",Hospitality,Wallsburgh,483
278,Woods Inc,Hospitality,West Thomas,457
279,"Watson, Duncan and Holt",Finance,Rebeccafort,142
280,Hughes-Hart,Hospitality,Erinmouth,114
281,"Wood, Stewart and Jenkins",Technology,Michaelburgh,484
282,Newton Ltd,Retail,East Gregorystad,96
283,"Nicholson, Lynn and Lopez",Hospitality,Danielville,404
284,"Guerra, Gonzalez and Smith",Retail,Johnmouth,766
285,Mann-Andrade,Technology,Port Anthonyside,905
286,Patterson Inc,Finance,East Theodorefurt,926
287,Parker LLC,Hospitality,Kevinview,640
288,Freeman Inc,Hospitality,New Jessica,413
289,"Gonzalez, Mccoy and Dunn",Finance,Mitchellview,603
290,Parks PLC,Hospitality,Port Meaganchester,917
291,Browning-Hill,Hospitality,Port Rebeccaburgh,398
292,Garrison-Owen,Hospitality,Port Albert,54
293,Flores-Chavez,Retail,East Nicoleland,238
294,"Bray, Jacobs and Lewis",Technology,Port Albertport,145
295,Reynolds LLC,Retail,South Stacey,258
296,"Stewart, Douglas and Walsh",Finance,North Aliceport,448
297,Smith and Sons,Hospitality,Patrickchester,32
298,Williamson Ltd,Hospitality,West Connie,722
299,"Tanner, Lee and Duncan",Finance,East Garrettport,135
300,Bryant-Wise,Retail,Valentinemouth,84
