CustomerID,CreditScore,UpdatedAt
237,500,2025-01-08 15:17:30
238,461,2025-03-16 16:21:15
239,367,2025-01-03 01:35:21
240,669,2024-08-04 06:57:19
241,541,2024-08-30 07:15:21
242,321,2025-06-17 02:12:28
243,834,2024-10-05 04:11:53
244,516,2024-09-02 02:41:29
245,829,2024-12-09 04:17:51
246,533,2025-06-13 08:20:24
247,742,2024-07-22 22:16:18
248,324,2024-12-11 23:50:56
249,661,2025-01-24 08:48:33
250,837,2025-04-12 19:35:59
251,464,2024-11-28 22:35:53
252,410,2024-07-07 12:27:25
253,822,2025-03-27 09:49:03
254,733,2024-07-06 10:19:27
255,476,2024-08-31 22:52:17
256,636,2024-11-24 22:32:48
257,620,2025-05-14 19:00:45
258,671,2024-11-10 21:08:24
259,749,2024-11-21 17:28:45
260,634,2024-11-04 09:29:09
261,762,2024-08-18 11:39:14
262,612,2024-10-03 11:25:00
263,836,2025-06-06 21:15:40
264,619,2025-03-17 20:26:39
265,396,2025-05-21 11:53:39
266,756,2024-08-28 07:08:39
267,358,2024-10-13 19:09:10
268,643,2025-03-11 13:17:33
269,455,2024-07-15 13:13:05
270,516,2025-04-19 18:26:58
271,823,2024-11-07 21:51:45
272,734,2024-08-22 19:55:08
273,795,2024-10-29 10:03:39
274,602,2025-02-17 22:02:40
275,422,2024-09-22 20:47:53
276,537,2024-10-10 07:36:14
277,363,2025-06-23 09:17:32
278,606,2024-07-13 09:37:55
279,823,2025-05-14 12:15:51
280,387,2025-02-04 13:32:01
281,386,2025-05-18 21:59:43
282,484,2025-04-19 22:07:56
283,771,2025-03-26 23:42:50
284,812,2024-12-22 16:23:28
285,460,2025-04-11 22:14:49
286,690,2025-04-09 17:03:02
287,568,2024-12-15 14:21:55
288,802,2024-07-22 16:04:40
289,475,2024-11-10 08:51:24
290,771,2025-01-20 08:26:57
291,428,2024-10-27 04:58:14
292,327,2025-06-07 02:20:46
293,490,2025-01-31 14:30:48
294,566,2025-04-13 08:02:46
295,762,2025-03-19 19:30:44
296,839,2024-07-24 20:18:36
297,814,2024-08-16 10:48:31
298,408,2025-05-16 03:34:42
299,814,2025-06-20 17:55:32
300,399,2024-12-02 00:55:51
301,497,2025-03-27 15:46:24
302,647,2024-08-31 10:20:15
303,330,2024-07-12 23:48:13
304,355,2025-06-14 03:39:25
305,331,2024-12-14 07:32:48
306,809,2025-04-02 22:03:26
307,317,2024-12-10 19:01:52
308,491,2025-01-15 09:12:32
309,523,2024-09-23 00:36:37
310,676,2025-05-25 05:19:38
311,330,2024-10-14 18:05:32
312,675,2024-10-29 02:32:33
313,326,2025-01-22 15:44:11
314,805,2025-04-17 12:59:17
315,760,2025-06-03 22:23:26
316,320,2025-04-26 11:36:06
317,467,2025-01-17 05:47:55
318,379,2025-04-23 22:40:51
319,333,2025-05-17 00:07:30
320,725,2024-07-06 15:50:38
321,665,2024-11-11 07:52:18
322,836,2025-05-28 07:15:57
323,845,2025-06-06 23:58:39
324,337,2025-06-13 10:40:31
325,806,2024-06-25 17:42:45
326,793,2025-04-26 09:05:30
327,585,2024-09-05 04:07:55
328,533,2025-04-07 17:47:58
329,628,2024-10-15 23:00:17
330,617,2024-07-27 09:34:16
331,372,2025-02-09 19:49:52
332,348,2024-12-27 12:02:44
333,779,2025-05-06 11:46:53
334,367,2024-09-29 17:44:59
335,405,2024-09-30 05:28:31
336,805,2024-12-15 16:58:19
337,401,2024-08-08 04:40:39
338,623,2025-05-14 11:37:14
339,327,2024-08-11 07:47:10
340,573,2025-03-04 19:52:18
341,324,2024-10-27 23:42:56
342,380,2024-11-13 16:21:25
343,579,2024-09-03 11:29:02
344,683,2025-01-06 07:16:17
345,781,2025-06-12 18:46:08
346,680,2024-10-28 02:33:17
347,666,2025-02-19 05:56:34
348,424,2024-08-27 20:51:54
349,433,2024-08-08 09:05:27
350,733,2025-02-13 04:18:35
351,389,2024-12-14 19:51:28
352,368,2024-08-31 05:30:04
353,780,2025-02-21 04:04:43
354,609,2024-07-16 17:12:28
355,542,2024-10-19 06:15:53
356,658,2025-06-09 04:59:12
357,583,2025-05-24 07:28:33
358,845,2025-06-01 11:22:14
359,697,2025-04-26 01:07:25
360,426,2025-03-15 16:16:51
361,485,2025-03-18 21:52:10
362,731,2024-12-01 20:08:22
363,580,2024-09-25 23:55:23
364,535,2025-01-24 16:05:12
365,739,2025-03-01 16:24:22
366,456,2024-10-01 07:16:21
367,632,2025-02-16 17:50:23
368,794,2024-10-21 04:08:11
369,751,2025-01-18 01:51:16
370,476,2025-05-14 18:05:26
371,838,2024-08-06 23:17:48
372,729,2025-06-22 23:21:41
373,453,2025-02-07 09:20:34
374,850,2025-01-20 03:59:09
375,412,2024-09-19 07:08:28
376,574,2025-02-14 22:02:18
377,341,2024-12-23 21:32:10
378,516,2024-08-30 11:50:32
379,685,2024-09-19 11:58:50
380,318,2024-08-26 19:28:22
381,741,2024-07-06 22:43:03
382,441,2025-01-07 12:38:56
383,425,2024-12-31 23:47:35
384,717,2025-04-21 14:43:35
385,613,2024-10-25 18:26:42
386,611,2025-01-26 18:46:32
387,657,2024-08-20 21:53:25
388,757,2025-02-12 23:28:01
389,648,2025-02-26 15:43:20
390,832,2024-12-01 05:50:47
391,767,2024-10-10 13:10:02
392,742,2025-03-18 18:30:41
393,613,2025-02-21 12:04:01
394,812,2024-08-06 23:11:35
395,671,2024-12-07 09:21:01
396,408,2025-01-01 01:35:54
397,762,2025-03-10 09:09:17
398,334,2024-09-22 17:03:15
399,399,2025-02-06 03:42:42
400,329,2024-09-14 12:39:26
401,587,2024-10-16 06:19:18
402,593,2024-07-01 17:33:41
403,423,2024-12-06 13:00:59
404,466,2024-09-06 23:06:34
405,644,2024-10-12 09:54:47
406,839,2025-04-18 17:08:22
407,724,2024-11-02 16:08:45
408,323,2025-05-06 19:00:03
409,615,2025-03-16 04:28:54
410,785,2024-11-29 22:35:45
411,782,2024-08-02 10:06:26
412,671,2024-11-26 23:35:26
413,636,2024-08-26 21:39:38
414,554,2025-04-17 09:36:13
415,839,2025-01-27 20:01:52
416,673,2025-01-11 01:01:38
417,304,2025-03-10 08:43:32
418,774,2024-08-17 01:20:06
419,522,2025-02-15 13:05:48
420,463,2024-11-13 13:59:13
421,706,2024-09-28 20:30:07
422,779,2024-12-11 01:39:28
423,790,2024-08-23 06:46:29
424,545,2024-11-20 15:14:58
425,553,2025-03-31 11:41:55
426,536,2024-10-08 00:22:25
427,441,2025-04-13 07:21:10
428,441,2025-06-01 16:26:02
429,403,2024-11-16 13:01:48
430,744,2025-04-19 00:59:20
431,651,2024-08-10 12:12:38
432,430,2025-05-31 10:21:29
433,457,2025-04-16 09:30:55
434,348,2024-10-19 11:03:18
435,342,2024-09-17 05:14:57
436,381,2024-11-30 23:16:01
437,666,2024-09-25 15:35:46
438,617,2025-03-26 21:02:15
439,550,2025-05-20 17:42:59
440,833,2025-02-27 10:16:20
441,327,2024-07-09 18:27:46
442,763,2024-08-17 19:46:09
443,748,2024-06-26 13:38:47
444,543,2025-05-29 04:47:22
445,304,2024-06-25 19:52:26
446,481,2024-09-20 07:16:13
447,815,2024-11-24 03:42:55
448,730,2024-06-29 19:34:44
449,557,2025-01-19 04:10:50
450,770,2025-03-13 06:50:31
451,565,2024-10-22 01:59:16
452,849,2025-02-12 03:53:26
453,424,2024-07-03 02:53:44
454,730,2024-11-07 14:18:45
455,401,2025-02-07 01:39:40
456,394,2025-05-18 10:19:52
457,614,2024-12-25 15:59:08
458,436,2024-09-06 04:56:15
459,526,2024-12-14 11:08:04
460,478,2024-09-10 10:31:45
461,701,2024-08-30 10:27:37
462,365,2024-12-09 20:20:24
463,815,2025-06-20 02:50:42
464,603,2024-07-11 19:11:44
465,759,2024-10-06 03:11:18
466,622,2025-05-13 08:49:52
467,474,2025-05-24 12:12:11
468,460,2024-11-06 21:06:17
469,345,2024-08-14 07:10:22
470,798,2025-03-15 23:36:26
471,557,2025-05-06 11:30:45
472,721,2024-11-08 03:00:13
473,579,2025-03-20 15:18:06
474,845,2024-09-04 19:12:59
475,749,2025-05-26 04:47:17
476,324,2025-04-16 10:08:59
477,424,2024-07-15 23:45:02
478,819,2024-09-27 08:35:25
479,318,2024-11-19 19:10:19
480,818,2024-10-16 09:06:52
481,716,2024-11-10 22:07:44
482,413,2024-06-29 23:37:56
483,738,2024-09-12 23:03:26
484,583,2024-12-26 09:50:13
485,729,2024-08-06 04:07:37
486,621,2024-07-10 18:11:53
487,376,2024-07-26 08:56:40
488,775,2025-05-14 01:18:23
489,405,2024-10-17 17:24:51
490,552,2025-04-01 09:10:07
491,562,2024-08-08 19:57:38
492,752,2024-12-12 02:42:59
493,749,2025-01-22 18:06:00
494,434,2025-03-22 12:24:39
495,627,2025-04-05 22:42:15
496,459,2024-07-18 06:31:43
497,817,2025-05-16 19:56:39
498,831,2025-06-14 03:24:21
499,469,2024-10-27 15:04:34
500,310,2025-05-02 22:57:52
501,616,2024-07-23 07:17:36
502,444,2025-05-20 19:39:42
503,375,2025-02-04 09:39:17
504,803,2025-02-15 18:42:29
505,507,2024-10-07 23:09:53
506,728,2024-10-13 06:47:48
507,694,2024-08-14 23:56:33
508,556,2025-04-02 23:01:58
509,368,2025-06-02 20:33:46
510,595,2024-10-31 08:30:19
511,822,2025-03-14 05:32:09
512,462,2024-10-28 05:07:35
513,816,2024-08-24 23:33:16
514,439,2024-09-19 20:45:13
515,375,2025-03-09 18:23:44
516,810,2025-06-23 17:21:46
517,556,2025-02-21 14:25:30
518,608,2024-12-16 04:57:39
519,796,2024-10-06 07:17:38
520,332,2024-09-08 06:36:58
521,769,2024-12-04 02:54:24
522,500,2025-04-04 02:08:43
523,738,2025-05-26 09:40:40
524,690,2024-07-21 02:48:44
525,441,2025-02-21 18:07:24
526,573,2025-06-22 23:18:04
527,482,2025-05-10 04:38:32
528,575,2025-05-13 19:13:26
529,438,2025-06-10 08:31:11
530,815,2024-10-09 07:14:17
531,439,2025-05-22 04:41:31
532,466,2025-01-26 02:52:29
533,383,2025-06-06 22:01:36
534,781,2025-04-17 15:30:26
535,382,2025-05-21 07:50:09
536,428,2024-08-01 22:49:01
537,438,2025-02-07 21:43:51
538,695,2025-05-13 16:46:55
539,525,2024-11-15 06:17:46
540,656,2024-07-04 03:25:05
541,810,2025-04-11 20:22:13
542,472,2025-06-02 12:41:12
543,575,2024-07-08 11:33:37
544,328,2024-07-12 03:43:44
545,696,2025-02-23 09:34:46
546,620,2025-04-24 09:56:29
547,666,2024-07-28 07:00:38
548,311,2025-01-23 04:41:39
549,325,2024-07-18 10:45:40
550,805,2025-02-20 03:07:07
551,666,2025-02-17 22:32:44
552,341,2024-12-19 07:00:24
553,346,2025-04-16 04:30:54
554,481,2024-06-27 15:12:09
555,753,2025-05-20 03:43:00
556,428,2025-02-08 03:52:42
557,575,2025-03-04 04:15:58
558,462,2025-04-21 23:57:04
559,529,2024-10-11 09:24:05
560,362,2025-02-18 20:45:23
561,348,2024-12-20 17:20:13
562,345,2024-09-25 18:39:21
563,376,2024-08-19 06:23:47
564,457,2025-03-25 16:15:00
565,631,2025-03-24 00:35:26
566,686,2024-07-06 04:32:40
567,512,2025-02-08 04:48:41
568,766,2025-01-18 00:12:58
569,655,2024-07-29 20:09:31
570,457,2025-05-30 09:08:34
571,762,2025-06-15 15:32:47
572,543,2024-10-02 20:02:04
573,539,2024-09-20 11:24:29
574,657,2025-05-07 15:34:23
575,349,2025-04-01 16:01:29
576,566,2024-11-29 19:45:28
577,759,2024-06-29 14:22:14
578,504,2024-06-25 18:18:11
579,383,2024-10-14 14:05:11
580,541,2024-08-25 15:09:01
581,567,2025-04-24 15:25:48
582,446,2024-10-07 16:07:37
583,514,2025-03-04 13:37:07
584,476,2024-10-27 18:43:52
585,680,2024-10-26 14:41:53
586,583,2025-04-16 03:39:01
587,427,2025-03-18 05:39:13
588,402,2024-07-18 08:18:27
589,302,2025-01-04 10:49:54
590,840,2024-12-21 00:07:15
591,596,2024-08-06 05:00:43
592,575,2024-07-10 00:10:59
593,639,2024-11-05 10:35:58
594,848,2025-06-19 01:28:15
595,335,2025-02-07 09:58:43
596,590,2024-10-29 12:07:26
597,602,2024-10-25 09:37:49
598,727,2025-02-04 08:31:25
599,433,2025-01-03 10:27:18
600,598,2024-08-05 16:19:36
601,633,2025-03-23 04:21:28
602,300,2025-05-30 01:28:34
603,445,2024-12-20 07:37:47
604,456,2025-05-02 15:11:42
605,560,2025-03-28 17:52:18
606,560,2025-05-08 03:38:33
607,663,2024-12-13 00:37:16
608,764,2025-05-17 10:52:04
609,528,2024-10-10 15:04:24
610,367,2024-10-01 02:30:31
611,774,2025-05-29 11:49:53
612,601,2024-08-09 15:17:53
613,732,2024-12-19 17:37:41
614,552,2024-11-13 21:32:48
615,558,2025-02-06 08:22:56
616,309,2024-11-26 18:19:50
617,390,2025-04-14 13:16:14
618,444,2024-12-13 22:01:50
619,340,2024-10-03 03:42:33
620,505,2024-08-10 07:02:43
621,362,2025-04-09 18:34:35
622,480,2025-03-25 21:28:28
623,539,2025-04-05 01:14:58
624,363,2025-01-18 23:07:24
625,507,2025-06-23 16:10:12
626,551,2025-06-11 09:06:58
627,469,2024-08-31 15:03:10
628,695,2024-09-09 07:43:04
629,736,2024-10-04 16:30:48
630,728,2025-06-23 15:31:00
631,685,2025-02-02 20:16:40
632,627,2025-01-26 16:50:05
633,670,2024-09-26 18:28:18
634,566,2025-01-25 03:03:29
635,816,2025-02-08 01:20:43
636,815,2024-09-09 17:32:40
637,708,2024-12-25 15:51:48
638,485,2025-01-12 07:17:27
639,520,2025-02-27 12:09:11
640,789,2025-05-25 09:33:56
641,671,2024-12-07 13:40:55
642,764,2025-01-13 02:27:38
643,380,2024-11-17 08:22:00
644,381,2024-07-10 16:52:38
645,495,2024-10-23 02:04:50
646,733,2024-06-25 22:31:35
647,830,2025-04-16 07:40:32
648,849,2024-09-06 17:42:28
649,623,2025-04-04 09:45:52
650,522,2025-03-21 01:55:56
651,467,2024-12-22 02:46:06
652,499,2024-06-24 11:22:02
653,674,2024-06-29 10:37:44
654,723,2024-06-24 00:51:59
655,531,2024-08-22 18:05:45
656,800,2025-04-21 11:45:19
657,641,2025-04-20 15:04:46
658,683,2025-03-03 09:29:25
659,461,2024-09-28 11:48:36
660,628,2024-10-07 03:54:10
661,835,2024-11-17 03:21:19
662,475,2025-01-19 22:24:01
663,337,2025-03-17 23:50:06
664,648,2025-01-20 22:14:13
665,549,2025-06-16 06:08:59
666,338,2025-05-29 02:51:00
667,380,2025-03-12 12:43:36
668,319,2024-10-18 16:11:16
669,486,2024-08-28 20:48:18
670,741,2024-09-08 09:58:48
671,373,2025-02-11 22:42:59
672,432,2025-01-02 10:03:06
673,402,2024-08-20 14:31:35
674,835,2024-10-27 04:09:46
675,625,2024-07-09 17:30:25
676,424,2024-11-11 15:16:14
677,725,2025-01-07 03:18:36
678,549,2024-10-02 02:01:30
679,306,2024-08-19 18:32:39
680,491,2025-02-17 08:33:05
681,726,2024-10-08 10:09:05
682,565,2024-09-15 08:20:46
683,648,2025-05-08 23:36:15
684,831,2024-08-28 17:14:50
685,323,2025-04-19 07:02:34
686,497,2025-03-03 04:15:23
687,693,2025-06-07 04:46:55
688,569,2025-03-29 00:23:52
689,363,2025-02-19 21:49:02
690,432,2025-03-08 23:30:39
691,699,2024-08-30 12:47:16
692,624,2024-08-20 14:40:44
693,839,2025-01-21 01:00:45
694,440,2024-08-05 19:07:13
695,421,2025-03-01 06:18:44
696,360,2025-04-05 11:43:57
697,831,2024-07-15 14:28:19
698,768,2024-07-20 03:17:27
699,480,2024-11-15 19:43:03
700,434,2024-12-08 15:24:37
701,598,2024-07-09 07:00:51
702,800,2024-11-07 22:00:35
703,370,2024-09-28 01:26:40
704,522,2025-02-07 21:53:08
705,480,2025-05-01 03:43:07
706,521,2024-08-11 11:07:15
707,727,2024-12-06 06:34:26
708,521,2024-12-31 12:45:31
709,634,2024-07-12 22:53:39
710,597,2025-05-16 13:14:57
711,374,2024-07-15 10:27:52
712,671,2024-10-07 13:21:23
713,818,2024-08-10 19:09:22
714,766,2025-06-01 02:37:56
715,311,2025-01-18 01:29:05
716,526,2024-07-09 07:25:13
717,515,2025-03-28 10:14:36
718,398,2024-10-14 20:00:37
719,395,2024-09-27 10:18:37
720,784,2024-10-29 23:16:17
721,583,2024-09-04 06:41:46
722,527,2025-06-22 21:18:20
723,582,2025-04-05 05:21:50
724,470,2024-08-06 12:21:56
725,369,2024-07-29 21:13:53
726,802,2024-11-07 00:59:28
727,761,2024-08-27 10:45:47
728,579,2024-12-01 04:36:46
729,403,2024-10-05 22:12:27
730,793,2025-03-23 03:06:25
731,316,2024-07-31 19:11:50
732,797,2025-05-14 01:19:18
733,751,2025-06-20 01:17:50
734,596,2024-07-01 01:21:41
735,491,2024-07-31 05:02:43
736,718,2025-06-11 15:26:30
737,616,2025-05-22 08:52:24
738,553,2025-01-19 11:18:58
739,560,2025-03-10 06:08:39
740,705,2024-07-15 09:25:48
741,456,2025-05-03 17:16:19
742,523,2024-10-03 02:59:18
743,820,2025-01-02 06:31:28
744,481,2024-07-27 04:50:07
745,377,2024-09-27 23:26:29
746,678,2024-08-16 03:23:05
747,681,2024-12-30 19:01:22
748,759,2024-12-26 22:36:16
749,724,2025-04-02 22:17:07
750,369,2024-11-07 15:47:02
751,397,2024-08-28 15:25:37
752,354,2025-06-23 20:03:02
753,803,2024-08-09 12:44:03
754,515,2024-07-24 06:27:56
755,316,2025-02-04 20:19:08
756,375,2024-12-29 10:15:56
757,696,2025-04-28 22:00:57
758,782,2024-07-18 08:49:49
759,575,2025-06-01 04:51:44
760,420,2025-03-29 07:50:13
761,701,2024-08-21 04:31:35
762,531,2025-01-22 16:20:50
763,587,2024-08-29 03:03:08
764,748,2025-01-12 12:48:30
765,559,2025-05-04 20:04:11
766,382,2024-09-21 01:07:17
767,467,2025-02-20 14:58:57
768,352,2025-04-16 01:46:48
769,475,2024-10-09 12:13:25
770,510,2025-03-04 15:04:50
771,740,2025-05-14 12:52:01
772,593,2025-06-11 07:34:09
773,644,2024-12-26 18:25:49
774,633,2024-09-02 08:51:18
775,818,2024-11-06 01:49:05
776,332,2024-06-25 17:42:47
777,313,2025-02-19 04:53:03
778,592,2025-06-18 20:27:39
779,376,2024-11-18 10:23:22
780,510,2025-01-28 12:32:55
781,353,2024-07-07 20:22:34
782,447,2025-01-27 23:43:58
783,757,2024-09-27 01:17:48
784,706,2024-10-03 21:42:20
785,359,2024-07-31 08:18:32
786,351,2025-03-16 16:59:33
787,620,2024-08-23 02:58:08
788,357,2025-06-21 13:16:19
789,607,2025-04-20 12:57:25
790,334,2024-06-29 08:33:16
791,460,2025-02-28 13:17:51
792,302,2025-01-20 20:44:40
793,337,2024-10-21 03:33:55
794,644,2024-06-24 17:51:35
795,801,2024-11-18 09:18:53
796,469,2024-07-19 04:39:21
797,470,2024-07-25 23:12:57
798,690,2025-01-07 03:14:11
799,309,2025-04-20 01:35:05
800,744,2024-10-13 04:51:09
801,399,2025-04-06 22:56:32
802,739,2025-02-27 01:15:25
803,822,2024-10-29 12:17:49
804,791,2024-10-06 12:31:57
805,832,2024-09-13 10:57:17
806,729,2025-05-20 03:35:29
807,699,2025-03-03 19:25:51
808,372,2024-10-21 00:00:14
809,444,2025-04-24 13:01:44
810,598,2024-09-14 15:53:02
811,399,2025-03-19 21:23:49
812,473,2024-07-03 21:43:44
813,594,2024-08-29 06:34:52
814,399,2025-01-07 03:27:49
815,381,2025-03-25 00:37:05
816,330,2024-08-06 17:26:56
817,300,2025-04-17 12:12:54
818,380,2024-08-02 06:40:00
819,686,2025-02-07 10:47:27
820,560,2024-12-11 14:33:22
821,339,2024-11-26 19:22:45
